index,path,year-month,date,paragraph#,article_title,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,length_approx,X,Unnamed:_33,z
221074,./htmls/Factiva-20240114-0315 (3).html,2007 September,2007-09-07 00:00:00,67.0,"NCTA DTV-Transition Campaign Wins Plaudits From Lawmakers; Lawmakers, Interest Groups Give Cable Ads Thumbs Up; NAB Voices Must-Carry Concerns          ","As new programming catering towards Latinos continues to flourish, we are proud to say that the Hispanic community is being recognized as a critical part of mainstream America and that Latinos are central to the future of digital TV,” said Lillian Rodriguez Lopez, president of the Hispanic Federation, which represents 90 Latino health and human service agencies in the Northeast U.S.      ",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,,,
221154,./htmls/Factiva-20240114-0315 (3).html,2007 September,2007-09-06 00:00:00,80.0,"Lulu v.    Hulu : Web Publisher Sues NBC/Fox Venture; With Federal Suit, Startup Seeks to Have    Media  Giants Change Name of Not-Yet-Launched Site          ","Hulu , which plans to launch a private beta version of its service until next month, is supposed to provide free, ad-supported TV shows from NBC, Fox and cable networks including    Comcast's E! Entertainment Television, Style, G4, Versus and The Golf Channel, Oxygen, Fox Cable Networks’ Fuel TV and Speed Channel and Sundance Channel.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,80.0,,,
278606,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-28 00:00:00,44.0,Fox Business Network to Launch Teaser Site Oct. 1; Personality-Driven’ Microsite Features Cavuto and Glick,"More broadly, Fox News Channel and FBN have embarked on an initiative to expand the  video content on both sites       http://www.multichannel.com/article/CA6482878.html     and add features like allowing users to embed videos into their own blogs.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,,,
278646,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-27 00:00:00,50.0,"CNBC Retools Programming Schedule; Fast Money,’ Kudlow & Company’ Move To New Timeslots Under After-Market Lineup          ","Financial news network CNBC will launch a new after-market programming lineup, beginning next month.Fast Money       http://www.cnbc.com/id/15838499     , anchored by Dylan Ratigan, will air live at 5 p.m. (ET) and will be rebroadcast during its current 8 p.m. time period. Meanwhile, Kudlow & Company, hosted by Larry Kudlow       http://author.nationalreview.com/latest/?q=MjE0OA     == and now airing at 5 p.m. will move back a couple of hours to weeknights at 7 p.m., the time slot currently occupied by On the Money. The latter will go on hiatus and return at a later date, according to officials at the financial news sector’s leading TV service.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,
278686,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-27 00:00:00,55.0,Cablevision Connects With TBS HD; New York-Area Cable Operator Inks Pact In Time For MLB Playoffs,"Cablevision’s deal expands its HD roster to 41 networks and affords Big Apple baseball fans to see one or likely both of the local clubs perform during the postseason in the enhanced format. The New York Yankees have clinched a wild card position and are still vying to surpass the Boston Red Sox for the American League East title, while the New York Mets hold a one-game lead over the Philadelphia Phillies in the battle for NL East supremacy.         ",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,,,
278726,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-27 00:00:00,59.0,Microsoft  Takes on Apple TV; Four Hardware Vendors Prep Devices to Stream PC    Content  to TVs; Software Giant Expands Free TV    Content  for Vista,"Niveus'  Media Extender Edge, to be available in early November, provides up to 1080p HD  video , digital audio and the same 3-D user interface in the Niveus  Media Center. Pricing was not announced.      ",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,,,
278846,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-25 00:00:00,73.0,"MCN International September 25, 2007     ","Turner Broadcasting is expanding into Turkey, with plans to launch CNN International and Cartoon Network. CNN will be carried on Dogtan TV´s DTH platform DSMART and a Turkish language version of Cartoon Network will launch in January of 2008 on DSMART, which currently carries an English feed. ",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,,,
278886,./htmls/Factiva-20240114-0315.html,2007 September,2007-09-25 00:00:00,74.0,Martin Backs Cable Antitrust Suit; FCC Chairman Says Consumers Should Be Able To Pick and Choose Their Channels’,"No matter what, consumers deserve and should have the right to pick and choose their channels,” Martin said. “I’m supportive of any an all efforts that would allow that, but what I would like to see, sure, is people offer a la carte voluntarily.”",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,
306285,./htmls/Factiva-20240114-0315 (2).html,2007 September,2007-09-17 00:00:00,13.0,Panel: Cable Must Adapt to Diversity; NAMIC Conference Opens With Embrace Diversity … Embrace Success’ Theme,"With the U.S. Census predicting that by 2050 the nation’s population of Asian, African and Hispanic-Americans will increase by 46%,    Comcast Cable executive vice president Dave Cohen said it’s critical for telecommunications companies to hire, mentor and advance people of color within their companies.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,,
307445,./htmls/Factiva-20240114-0315 (2).html,2007 September,2007-09-13 00:00:00,78.0,"Sundance Buys Rights to Festival Flicks; Channel Secures Rights To 20 Films, Including A Dozen Feature-Length Docs          ",Sundance Channel       http://www.sundancechannel.com/home/     has acquired the rights to 20 films that debuted at the 2007 Sundance  Film Festival.,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,,
307605,./htmls/Factiva-20240114-0315 (2).html,2007 September,2007-09-12 00:00:00,96.0,Ovation to Launch Original    Series ; Art& the City’ to Premieres Oct. 7,"Art & the City will lead cultural tourists on discoveries of arts, architecture and design in uncovered corners, highly regarded museums and culinary sites of well-traveled destinations throughout the United States and Europe. In separate episodes, the  series goes behind-the-scenes of the culture beats of Chicago, Paris, New York City, Los Angeles, London and New Orleans, touring artists’ studios, renowned museums, quirky and historical locales, and delectable culinary destinations that serve up authentic specialty foods specific to each city.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,,,
307645,./htmls/Factiva-20240114-0315 (2).html,2007 September,2007-09-11 00:00:00,100.0,Turner Eyes Hallmark Deal; Crown    Media  CEO Schleiff Meets Turner Execs Kent and Lazarus in New York,"In August 2005, Crown  Media said it would explore “strategic alternatives” for Hallmark Channel       http://www.multichannel.com/article/CA6249992.html     . Officials familiar with the situation at the time indicated that a number of  media giants, including Turner parent Time Warner Inc. and News Corp. had expressed some interest in the network.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,,,
78103,./htmls/Factiva-20240114-0306 (2).html,2008-04-01 00:00:00,2008-04-07 00:00:00,16.0,"Diverse Flocks; Understanding How To Reach Immigrants, Converts          ",Other networks say that the Pew study highlights the need for programmers to understand as many faiths as possible in order to stay relevant.,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,,,
78143,./htmls/Factiva-20240114-0306 (2).html,2008-04-01 00:00:00,2008-04-07 00:00:00,17.0,Delicate Balance; When The Pulpit And Politics Collide,"And deregulation meant that the [Federal Communications Commission] had little to say about the messages that television ministries broadcast,” Ferré added. “It was an opportune time for television ministries to exercise influence over the country’s politics, and they did. Jerry Falwell capitalized on this opportunity by leading the Moral Majority in the 1980s, followed by Pat Robertson’s Christian Coalition in the 1990s.”      ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,,,
78183,./htmls/Factiva-20240114-0306 (2).html,2008-04-01 00:00:00,2008-04-07 00:00:00,18.0,"Mobile    Video : Sky Hype; More    Content ’s Available, But Many Users Don’t Know It Exists          ","V Cast  Video also will feature  content from TMZ TV, a celebrity and gossip  video program from TMZ.com, a joint venture of Warner Bros. Television Group and AOL; FunnyorDie.com, a site dedicated to short-form comedy best known for “The Landlord” sketch featuring Will Ferrell; and Saavn, a distributor of South Asian  content , which is providing the Bollywood Music by Saavn  video channel.      ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,,,
78303,./htmls/Factiva-20240114-0306 (2).html,2008-04-01 00:00:00,2008-04-07 00:00:00,21.0,Picture Imperfect; Quality And Standards Issues Slow    Video  On The Go,"Industry players are confident quality and reliability issues will work themselves out over time as new generation tools become available. That will not only require equipment and infrastructure upgrades, it will eventually mean forming standards for delivery formats and picture quality.   ",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,
78543,./htmls/Factiva-20240114-0306 (2).html,2008-04-01 00:00:00,2008-04-07 00:00:00,31.0,"Now On Demand: Baseball; Giants, Cubs, White Sox Games Offered Locally For 24-hour Playback          ",A spokesman for Fox Sports Net said the programmer — which has cable rights to 14 MLB teams — is in discussions with baseball regarding on-demand offerings.,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,,,
182358,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-28 00:00:00,20.0,Broadcasting    Online Video,"However, broadcast is far more ideal for mass-market  video distribution than the Internet. Whether there are 10 viewers or 10,000, the economics are the same.",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,
182598,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-28 00:00:00,30.0,Nat Geo Gets Visual on Web,"Every episode from Nat Geo's schedule now has its own Web page, letting viewers dig deeper into shows through games, interviews and show-specific blogs. And, in true Web 2.0 fashion, the revamped site lets users embed a  video player and any  video clip from anywhere on the site.",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,
182678,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-21 00:00:00,38.0,Rehr: Mobile TVDollars Await,"That’s live TV on upwards of 345 million devices,” he said. “That’s your favorite morning show live on your handheld device on the bus to work. That’s the baseball game keeping your boys quiet in the back seat of the car. That’s not missing a college-basketball game during March Madness, because you can catch it on your cellphone.”",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,,,
182758,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-21 00:00:00,42.0,Volume Control; Voices From Everywhere On the State Of Mobile TV,"First there’s the bad user experience (arguably save the iPhone), the lack of demand from the public, the pricing issues. All of that is compounded by the fact that nobody has figured out  video monetization on the desktop — let alone in mobile, a more 'personal’ medium where spam and 'irrelevant’ ads are less tolerated.”",1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,,,
182878,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-21 00:00:00,47.0,More Peer Review; Comcast Gets Grilled At Stanford,"Copps’s remarks came at a five-hour forum at Stanford University in Palo Alto, Calif., the unofficial capital of Silicon Valley. The area is home to  Google and other large Internet companies with a big stake in the design of regulations aimed at cable and phone broadband access providers.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,,,
182998,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-21 00:00:00,53.0,"Basking in the Sun; Move over, Hannah Montana. How 'iCarly’ — and music, hotels and cruise ships — have turned Nickelodeon into more more than a programmer for kids.    ","Nickelodeon may have  Disney to thank for its recent success, according to Robert Thompson, director of Syracuse University’s Center for the Study of Popular Television. Nickelodeon’s recent flurry of activity has been spurred in part, he said, by the success of chief competitor  Disney Channel and the cultural success of such repeatable programming franchises as made-for-TV singer Hannah Montana and teen basketball/love-story movie franchise High School Musical .",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,,,
183038,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-21 00:00:00,53.0,"Basking in the Sun; Move over, Hannah Montana. How 'iCarly’ — and music, hotels and cruise ships — have turned Nickelodeon into more more than a programmer for kids.    ","You have all these platforms on the table, why wouldn’t you leverage your brand across that — it’s almost like leaving money at the roulette table if you don’t make an effort,” he said.",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
183478,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-14 00:00:00,70.0,Doing Lunch; Cross-Cultural Honors Revamp Event,"The emergence of digital technology has radically transformed the TV,  film and entertainment industry. Learn how companies are creating, marketing and distributing  content on the Web.",1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,,,
184038,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-07 00:00:00,86.0,Through the Wire,"Showtime thinks the marketing — and the network’s syndicating full-length preview episodes to 60 partners — have boosted traffic to its  online ordering site. It’s quadrupled in March versus February (when Showtime didn’t have new shows debuting), to a record level, the network says to executives.    ",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,,,
184158,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-07 00:00:00,95.0,Content,"It’s a tough market out there and there’s limited bandwidth,” she said. “The great thing is that we’re hearing [from distributors] that they understand what Sprout is, how’s it’s different and that there is an audience need for it.”    ",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,,,
184238,./htmls/Factiva-20240114-0306 (1).html,2008-04-01 00:00:00,2008-04-07 00:00:00,97.0,"Fiber War of Words; Verizon, Operators Spar Over Claims        ","Verizon touts its superiority in a new round of commercials, featuring customers raving about the picture clarity and fast Internet upload and download speeds (see page 40).    ",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,,,
343522,./htmls/Factiva-20240114-0304.html,2008-08-01 00:00:00,2008-08-11 00:00:00,7.0,Content,"Even with NBC's Olympic coverage expected to draw a large female audience, distaff-targeted network Lifetime will put its original  content such as  series Army Wives and original  movies up against NBC's coverage of gymnastics, swimming and other female-targeted events.",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,,,
343762,./htmls/Factiva-20240114-0304.html,2008-08-01 00:00:00,2008-08-04 00:00:00,20.0,"NBC’s Olympic Proportions; Net spreads wealth of Beijing Games coverage across all platforms, sports    ","In past summers, when the Olympic Games hit television airwaves, die-hard fans of niche sports like archery or fencing were usually left out in the cold. Such so-called “minor” Olympic sports had trouble delivering audiences large enough to justify airtime.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,,,
344402,./htmls/Factiva-20240114-0304.html,2008-08-01 00:00:00,2008-08-04 00:00:00,48.0,FCC Hammers Comcast; Agency: Nation’s Top MSO Blocked Users From File-Sharing,"Markey’s bill (HR 5353) would require high-speed access providers to adhere to nondiscriminatory principles, while still managing their networks to combat spam, child pornography, illegally distributed  movies , software and TV shows.",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,,,
360816,./htmls/Factiva-20240114-0303 (2).html,2008-08-01 00:00:00,2008-08-25 00:00:00,65.0,"Stargate' Floodgates; As 'Atlantis' Bows Out, Sci Fi Franchise Heads to New 'Universe'    ","When the network canceled Stargate SG-1 , fans reacted sharply, but Sci Fi had already put the spinoff Atlantis on the schedule.",1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,,
360856,./htmls/Factiva-20240114-0303 (2).html,2008-08-01 00:00:00,2008-08-25 00:00:00,68.0,Canoe Hires a Tillerman; A/N's Orduna Helps Steer Venture as CTO,"Orduna has been Advance/Newhouse's senior vice president of policy and product, responsible for developing and executing strategies for new and emerging technology areas. The company controls Bright House Networks, the sixth-biggest MSO.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,,
361016,./htmls/Factiva-20240114-0303 (2).html,2008-08-01 00:00:00,2008-08-18 00:00:00,75.0,More Than a Sporting Chance,"Sports remains one of the few genres that can still provide that shared water-cooler experience that we've lost in the age of niche programming. In the era of DVRs and YouTube, it's very unlikely that any scripted or reality  series will ever top the 106 million viewers that CBS's broadcast of the final episode of M*A*S*H drew in 1983. But it is conceivable that a 2009 Super Bowl matchup between an undefeated, Brett Favre-led New York Jets team and Favre's former team, the Green Bay Packers, could approach the record-breaking viewership numbers from the past game. (OK, that might be stretching reality a bit.)",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0,,,
361616,./htmls/Factiva-20240114-0303 (2).html,2008-08-01 00:00:00,2008-08-18 00:00:00,81.0,"Bravo Seeks Immersion; Pair of    Online  Initiatives Will Let Fans Interact With Net, Shows    ","For providing their opinions to the channel, influencers will be rewarded with exclusive behind-the-scenes information on their favorite shows, participate in exclusive contests and qualify for prizes.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,,,
177227,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-22 00:00:00,15.0,MoCA Stirs Bandwidth; Home-Networking Group to Drive Specification Past 400 Mbps,"The HomeGrid Forum, an industry group backing G.hn, anticipates products based on the spec to be on the market as early as 2010. HomeGrid's major members include Intel, Infineon Technologies, Texas Instruments and Panasonic.",1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,,,
177587,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-22 00:00:00,29.0,Content,"In studio, the network will utilize two HD-ready studios to create its original  content . Both will feature cutting-edge technology — one studio will feature a rotating desk and a “perceptive pixel” touch screen display allowing on-air talent to interact with and change graphics and images on-screen. The second studio — designed to replicate a baseball field complete with field turf, stadium seating and a real time scoreboard — will allow MLB Network personalities to demonstrate certain situations that take place on the field.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,,,
177667,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-22 00:00:00,35.0,U-Verse TV Banks a Million; AT&T Still Lags Verizon's FiOS TV On Take Rate,"Last year, AT&T said it would spend $500 million more in 2007 and 2008 than it previously expected to build out the fiber-to-the-node network underlying U-verse TV while scaling back the number of homes it expected to pass this year to 17 million (down from a previous estimate of 19 million).",1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,,,
177987,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-15 00:00:00,55.0,Sundance Embraces Change’; Channel Signals Shift in Focus Beyond Independent Films,"Now, 70% of its lineup consists of films, and Sundance continues to add new  series — as well as such programming blocks as its “green”-themed one — all of the time.",1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,
178307,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-08 00:00:00,71.0,Wiley: Smooth Shift to DTV; Former FCC Chair Foresees 'More Regulation’ Under Obama,New York— Former FCC chairman and prominent Washington communications attorney Richard Wiley last week predicted relatively smooth sailing for the digital conversion next February and generally painted a measured picture for the incoming Democratic-led commission that many believe could be more regulatory minded and generally tougher on broadcasters.,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,,,
178387,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-08 00:00:00,75.0,Talkback,"These efforts have been warmly embraced by consumers, who seem delighted to access safe, legal, and high-quality  video and music  online . These kinds of collaborations are also behind the establishment of a new advocacy group, Arts+Labs, that we chair as part of an effort to get  content to consumers in brand new ways.",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,,,
178587,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-08 00:00:00,82.0,Fear factor; Why More TV Viewers Love to Have the Life Scared Out of Them,"The Fearnet.com Web site drew nearly 1.1 million unique users — a 125% increase from last October, and 6.5 million page views, up 150% from October 2007.",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,,,
178747,./htmls/Factiva-20240114-0301.html,2008-12-01 00:00:00,2008-12-08 00:00:00,92.0,"Media  Companies Slash Their Workforce; Layoff Wave Hits Cable,    Content  Firms as Overall U.S. Employment Suffers Its Largest Decline Since 1974    ","NBC Universal said it would pare 500 people from its workforce as part of a plan unveiled in October to slash $500 million, or 3%, from its operating budget. Charter Communications said last Friday that it would let go about 75 employees in a restructuring that would reduce its operating divisions from three to two.",1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,,,
271849,./htmls/Factiva-20240114-0302 (1).html,2008-12-01 00:00:00,2008-12-01 00:00:00,4.0,Looking Ahead; Top Hispanic    Media  Matters in 2009,"On the distribution side, all major MSO’s, including Comcast and Time Warner Cable, are expected to expand their Spanish-language VOD offerings, using them in conjunction with  online offering to attract Hispanic customers.",1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,,,
272009,./htmls/Factiva-20240114-0302 (1).html,2008-12-01 00:00:00,2008-12-01 00:00:00,12.0,Cable's Future 'Gigabits' Networks,"RY: Security of our country's networks. Somebody is going to realize that there is the potential to steal data out of our networks. But you can't build a wall across the Mississippi overnight. … It's controlling access to the things you have paid for. We don't have that level of security today. It's more than just digital rights. It includes the access, the identity of the user, their  content — it's end-to-end security, real security.",1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,
,./htmls/Factiva-20240114-0307.html,2008-02-01 00:00:00,2008-02-28 00:00:00,56.0,Viacom Reports Strong 4Q; Driven By Gains at    Media  Nets,"Comedy Central is a much more powerful brand and a much more successful network with a lot of great franchises than it was many years ago when many of the current affiliation agreements were entered into,” Dauman said. “As we go forward we expect to have a constructive dialog with our partners – both cable, satellite and telcos – about the value that we bring to them and their consumers and we expect to get nice rate increases. That’s true of our overall portfolio brands. We have 25% of ad-supported cable viewing and a much lower percentage of affiliate revenues. We expect to see that grow and at the same time we will be providing good value through cooperation with VOD, on broadband and other initiatives, high-definition, with our customers.”      ",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,55242.0,,
