path,year-month,date,article idx,article title,paragraph,2500bott,singlebott,bott list,stage,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-18,8,"NTIA, RUS Report: Government Agencies Have Worked 'Expeditiously' On Distributing Broadband Stimulus Fund; Summary Is Third In    Series  Of Status Reports Required By Congress    ","Government agencies have worked ""expeditiously, to ensure that [broadband stimulus] funds are distributed quickly, efficiently and fairly.""",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-18,13,Bright House Adds 10 Multicultural Nets in Central Fla. Operator Adds Foreign Language Pay Channels for Digital Subs,"Bright House Networks is making 10 foreign-language pay channels from International  Media Distribution available to digital cable subscribers in the Orlando, Fla., area.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-17,30,"Berkman Broadband Study Highly Criticized; Cable, Phone Network Operators Complain About Research Being Incomplete, Inaccurate    ","The  National Cable & Telecommunications Association was only slightly less harsh than Verizon in its assessment. NCTA said the study did not do what it was supposed to do, and is neither a complete nor an objective survey.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-16,46,"Lost Spectrum Could Be Cable’s Gain; Upsides Could Include Billions in New Revenue, Possible Retrans Shift    ",That includes billions of potential dollars from new subscribers and a possible new model for retransmission-consent negotiations that could give multichannel TV providers more leverage.,1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-16,50,"3 Reasons Why Cable Should Cheer the Marriage; Comcast-NBCU Could Accelerate Authentication, Spur VOD Growth and Boost Cable Stocks    ","Comcast-NBCU would dwarf its nearest competitors — in addition to its 24 million cable subscribers, Philadelphia-based Comcast would add the NBC Television Network, 26 owned-and-operated television stations, Spanish-language network Telemundo, a dozen cable networks (including Bravo, CNBC, Syfy and perennial basic-cable primetime ratings champ USA Network), and a piece of  online venture  Hulu to its current stable of cable networks, which includes E!, Style, The Golf Channel and G4.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-12,68,WE tv Talks GuySpeak; Network Launches Site to Help Women Understand the Opposite Sex,"Digital marketing buys for the site will be on women-centric sites Instyle.com, Match.com and HollywoodLife.com, as well as Facebook. On Monday (Nov. 16), GuySpeak.com will take over the homepage of PerezHilton.com through interactive banner ads and creative elements. The new site will also be supported by WE tv and Wedding Central on-air and  online .",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-10,87,Broadband Stimulus: One More Round Of Funding,They also want input on how to better target the remaining funds to boost jobs and broadband adoption.,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-09,94,Networks Not Biting Yet On Apple’s    SVOD  Pitch,"To catch the eye of advertising executives, Sportsman Channel’s business development team sent a package to 500 agencies containing ways to channel one’s “inner sportsman” at the workplace.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410.html,2009 November,2009-11-09,97,Cablevision Quietly Preps EBIF Launch,"Cablevision Systems has already paddled out with proprietary technology for interactive TV ads, but it's expected to soon get fully on board with the industry's Canoe initiative.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-30,25,"DIY Updates Premise With This New House'; This Old House' Producer, Host Team With DIY's Amy Matthews on 2010    Series     ","Produced by Bruce Irving, former executive producer of nationally distributed This Old House, the 13-episode program will explore new approaches, developing technologies and materials in residential construction and how they are affecting homeowners' renovation choices and shaping the future of the $272-billion home improvement and homebuilding industries.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-30,46,Google  Boxes Up TiVo Data; Search Giant to Mix More Metrics Into Ad-Buying Platform,"Data is a very important linchpin of the system, and one of our priorities is to expand the size of the data set,” said Mike Steib,  Google 's director of emerging platforms, who oversees the television-advertising business. “We feel very good about the accuracy we have now … but any statistician will tell you, the larger your sample size is, the better your results will be.” Financial terms of the deal weren't disclosed.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-24,61,"Genachowski: American Troops Need High-Speed Broadband; FCC Chairman Discusses Broadband's Importance To Remote Education, Health care, Morale    ",Julius Genachowski has added to the Federal Communications Commission's quiver of reasons to aim at high-speed broadband for all Americans: supporting U.S. troops.,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-23,73,"Key To NBCU/Comcast Deal Is What Government, Affiliates Want: Malone; Liberty    Media  Chairman Says Union Appears To Have Been 'Heavily Engineered'    ","""Arithmetically, it is pretty easy,"" he said. ""Slough off the affiliates, get back 100% of the ads. They are all national, which are selling better than local. And you get to program 24/7. You become the most powerful cable network. You eclipse USA.""",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-20,83,<p>Shepard Will Star In Epix's First Pilot</p><p> </p>; Shooting Set To Begin Dec. 3 On 'Tough Trade' In Nashville,"San Shepard will star in the first original  series pilot for movie service Epix.The actor (The Right Stuff) and Pulitzer Prize-winning playwright (Buried Child) will appear in Tough Trade, portraying the patriarch of the Tucker family, a three-generation musical dynasty in Nashville, which is on the verge of bankruptcy given its members' tastes for drink, debauchery and divorce.With a creative team led by executive producer and showrunner Jenji Kohan (Weeds), the pilot was written by creator/co-executive producer Chris Offutt (True Blood, Weeds) and will be directed by Gavin Hood (X-Men Origins: Wolverine, Rendition, Tsotsi). Shooting is set to beg Dec. 3 in Nashville. ""Sam Shepard is the ideal actor to star in Tough Trade and we are proud to have him be a part of Epix's first original  series ,"" said Epix president and CEO Mark Greenberg in a statement.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-19,92,"Bright House Wraps Up    Series  Of HD Launches In Indiana; Operator Added 17 HD Services In November, Gearing Up To 100 Networks Next Year    ","As part of a run-up to offering 100 HD channels early in 2010, Bright House rolled out a new HD service each day from Nov. 2 through Nov. 18. The additions cut across services presenting  movies , reality, sports, news, kids, women's, science and news programming in the HD format: AMC HD. Bravo HD, E! HD, ESPNU HD, Fox Sports Indiana HD, CBS College Sports HD, ESPNews HD, Bio.HD, WGN America HD,Turner Classic  Movies HD, Lifetime Movie Network HD,  Disney XD HD, Planet Green HD, We HD, CNBC HD. MSNBC HD and Fox Business HD.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-09,7,Networks Seek Their Cut of Retrans; Cable Operators Say They Can Manage Rising Fees for Broadcast Stations,"Leading the pack is Sinclair Broadcast Group, which reported $28 million in retrans revenue in the quarter, a 56% increase over the prior year. LIN TV, which has 27 stations in 17 markets, reported a 28% increase in retrans revenue to $10.4 million in the period.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-09,13,A Fresh Eye To Speed Innovation; Liao Brings Consumer-Electronics Know-How To CableLabs,"But he also highlighted a number of newer priorities, such as CableLabs' efforts to work closer with companies from the consumer electronics side to speed up the process of innovation and the development of newer technologies for commercial services, converged technologies and all-IP networks.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-09,22,"TV Guide Network, TV Land Gain Basic-Cable Rights To 'Curb Your Enthusiasm'; Score Multimedia Rights To All Seven Season Of David's Comedy    Series , Beginning In 2010    ","Shot in a verite style and featuring celebrities playing themselves, the Curb episodes are improvised by the actors from an outline created by David. One of the main story arcs of the current season centers on a Seinfeld ""reunion,"" 11 years after the show ended its run on NBC. Curb Your Enthusiasm was nominated for four Emmys in 2008, including outstanding comedy  series . It won the Golden Globe in the best television  series - musical or comedy category in 2002. In 2003, Robert Weide won a directing Emmy for his work on the  series .""We are excited to bring Curb Your Enthusiasm to TV Land Prime,"" said Larry Jones, president, TV Land, in a  series Curb Your Enthusiasm is one of the most clever, witty and groundbreaking shows on television and we're excited to have it join our roster of top-quality sitcoms. The irreverent way Curb uses characters to illuminate real-life situations fit perfectly with our strategy of delivering programming that is geared to the life stage and attitudes of people in their 40s.""""Acquiring a  series of this caliber truly underscores our commitment to defining TV Guide Network as a destination for some of the best shows on television,"" said Ryan O'Hara, president of TV Guide Network and TVGuide.com. ""Curb Your Enthusiasm is our second major acquisition this year and it will become another key building block in our programming lineup for 2010 and beyond."" The addition of Curb follows TV Guide Network's exclusive basic-cable acquisition of Ugly Betty.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-04,62,"Broadcasters To FCC: Digital Age Increasing Competition, Ownership Rules Harmful; Minority Broadcasting Reps Say Consolidation Lowers Ownership    ","He said the cross-ownership ban was an anachronism that worked against that multiplatform model. He advised the FCC to talk to stations, advertisers, and investors to get a sense of how important that multiplatform model is.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02,82,Burke Warns: TV Shift Is Coming,"Mark Garner, senior vice president of distribution, marketing and business development for  A&E Television Networks , said the industry continues to face a challenge in finding the right business model to offer  content on multiple screens. The current strategy taken by some networks to offer  content free on their Web sites jeopardizes the current affiliate fee-based distribution model with operators that, he says, represents 45% of A&E Networks’ overall revenue.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02,96,Delay in Naming Bid Winners; NTIA Will Wait a 'Few More Weeks’ Before Saying Who Gets Broadband Stimulus Funds,"The NTIA had been preparing in the next couple of weeks to announce the first winners in what will now be a two-step process of handing out billions in stimulus money for broadband mapping, adoption and service to unserved and underserved areas.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02,99,"EBIF Landscape, Revisited    ","The word from Comcast: 11 million set-tops will be EBIF-enabled by year-end; loads more next year. Applications will be launched in three categories:  Content -based (a better way of saying “program synchronous”), widget-oriented (meaning not tied to a particular show) and guide extensions.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (1).html,2009-12-01,2009-12-28,92,Watchdog Groups Speak Out Against    Google /AdMob Deal; Send Letter to FTC Opposing Acquisition,"""The FTC should conduct the appropriate investigation, block the proposed  Google /AdMob deal, and also address the privacy issues,"" said CDD Executive Director Jeff Chester.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (1).html,2009-12-01,2009-12-23,100,Bad Girls Club' Episode is Oxygen's Top Telecast Ever; Fourth Season's Episode 4 Last Night Draws 1.677M Viewers,"( Video link here.)The night also marked record-breaking participation on the show's site and on  www.OxygenLive.com , a first-ever live two screen experience for Oxygen's fans. Oxygen.com delivered 1.8 million pageviews and 83,000  video streams, with OxygenLive increasing uniques by 77% and pageviews by 70%. Bad Girls Club also took over four of the top ten trending topics on Twitter last night from 10-11p.m.  At one point during the telecast, ""Bad Girls Club,"" ""Natalie"" and ""Portia"" were #1, #2 and #3 among topics. The Bad Girls Club season four premiere, on Dec. 1, was the  series ' most-watched season premiere ever among A18-49 (611,000), W18-49 (431,000), and total viewers (874,000). The fourth episode improved by 36% among W18-49 (1,112,000 vs. 817,000), by 23% W18-49 (749,000 vs. 607,000), by 26% among W18-34 (572,000 vs. 453,000), and by 47% for total viewers (1,677,000 vs. 1,143,000) over the prior season average. The NBC Universal network is on pace for its highest year ever among key demos. Oxygen is pacing to have 6 consecutive years of growth among A18-49, W18-49 and total viewers. Bad Girls Club returns with all new episodes beginning Tuesday, Jan. 5 .Season four brings seven new self-proclaimed ""bad girls"" together in a mansion in Los Angeles. These women recognize that their outrageous behavior has hindered their relationships, careers and lives. They have issues with anger, trust and control. In a house full of women with similarly explosive personalities, clashes erupt between roommates and housemates over everything from who's on cleaning duty to where they should go out at night.Bad Girls Club is produced by Bunim-Murray Productions.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-14,10,"Time Warner Goes Pure Play, Sheds AOL    ","The AOL spin was the last component of the plan to narrow Time Warner focus on its cable programming, movie studio and publishing businesses. In March, the  media giant spun off its Time Warner Cable distribution arm.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-14,16,Can TiVo Reinvent Itself? DVR Pioneer Needs Help — Fast — From Cable Operators to Survive,"Naveen Chopra, TiVo’s vice president of corporate development and strategy, said tension with pay TV operator partners vis-à-vis its retail strategy “is certainly not lost on us.” But he argued that TiVo’s retail play is in fact an advantage for cable operators, because unlike most other broadband-connected set-tops, the TiVo solution is centered around cable TV service.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-14,19,Coda,"Under the terms of the settlement, the consumers who complained may cancel their FiOS service without an early termination fee. Verizon also has agreed to retain for one year, at its own expense, a consumer-affairs liaison who will assess the company’s compliance with the terms of the settlement and submit quarterly reports to the state.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-14,20,AT&T's U-Verse TV Hits 2 Million Subs,"We are witnessing the slow end of the wired phone network,” he wrote in a research report last week.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-14,23,Versus Takes 9 Million-Subscriber Hit,"DirecTV, as part of conditions the Federal Communications Commission placed on the top cable operator’s 2006 acquisition of part of Adelphia Communications, elected to have an independent arbitrator intervene early this year for CSN New England and CSN Bay Area, whose contracts with the satellite company ended on Dec. 31, 2008.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-07,78,"CBR, VBR and Adaptive    Streaming     ","In that sense, Internet adaptive  streaming of fragments is like VBR for on-demand. Near-VBR, for lack of a better term, because fixed file sizes (2 Mbps, 4 Mbps, 6 Mbps) are still on the scene. You click to play a stream; it’s sent in a way that optimizes quality, depending on available bandwidth.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-07,84,Doing It for the Kids,"These are related concerns. Comcast, and all of cable, wants to be on good terms with the government, to state the obvious. The Obama administration thinks broadband deployment is worth investing in. This plan would be a way for cable to tap into that broadband adoption funding indirectly: the idea is that the government would pay for digital  media literacy training to help parents and school children make safe, sound decisions on using the Internet as a homework and learning aid.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (3).html,2009-12-01,2009-12-07,97,Comcast Fuels Hope At Indie Networks,Industry executives said the pronouncement comes as independent networks struggle to secure significant distribution on Comcast-owned systems.,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-23,9,"Legislators Ask FCC To Intervene In Sinclair-Mediacom Dispute; Iowa, Alabama Lawmakers Fear Retrans Impasse Will Disrupt Bowl Broadcasts If Commission Doesn't Step In    ",Rep. Dave Loebsack (D-Iowa) called FCC chairman Julius Genachowski Dec. 22 to encourage him to step in to keep Sinclair Broadcast Group's signals on Mediacom systems if the two do not resolve their retransmission-consent dispute by Dec. 31.,1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-21,24,Speed Revs Multiyear Renewal With Formula One; Pact Covers    Online  Clip Rights; Four Races Will Air On Fox Broadcasting,"""The global Formula One fan base is one of the most passionate in all of motor sports,"" said Speed president Hunter Nickell in a statement. ""In America, fans gather at all hours of the morning -- with races coming in from places like Malaysia, Singapore and Monaco -- to watch Speed and cheer their favorite drivers and constructors. We look forward to continuing and expanding our relationship with these fans, both on air and through SPEEDtv.com.""",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-21,39,Is TV Everywhere’ Anticompetitive?,"Added Ammori, “Comcast’s power to manipulate  online video is particularly troubling as the cable behemoth prepares to gobble up NBC Universal.”",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-21,43,"Speeding Innovation On Several Fronts; Comcast Leads On DOCSIS 3.0, Advanced Ads, TV Everywhere    ","Currently, Comcast reaches 34 million DOCSIS 3.0-enabled homes. That means additional radio-frequency channels have been set aside for ultra-fast “wideband” service and needed cable-modem termination systems are in place. The MSO hopes to deploy DOCSIS 3.0 throughout its entire footprint by the end of next year.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-18,54,FCC Sets Next    Media  Ownership Workshop For Jan. 12; Panels Will Focus On Financial Conditions Affecting Broadcasters,"The first panel will feature small-market broadcasters or smaller broadcasters in larger markets, as well as lenders. The second will team lenders with larger or larger-market broadcasters.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-18,60,"Glickman Defends Movie Industry's IP Meeting With Biden; MPAA Chairman Says Selectable Outputs Waiver Would Give Handicapped, Seniors More Access To Films    ","Motion Picture Association of America chairman Dan Glickman called this week's meeting of copyright industry representatives with Vice President Joe Biden, as well as the attorney general, head of the FBI and the secretary of Homeland Security, ""very productive,"" and said the folks who criticized it were ""dead wrong.""",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-16,72,"FCC Talks Up ""Gateway"" Set-Top Device; Levin: Combining Linear    Video  With    Online  Capabilities Will Increase Consumer Choice    ","FCC  Media Bureau chief Bill Lake reiterated his call for TV convergence as a way to help drive broadband adoption -- 99% of households have TVs vs. 76% with computers, the FCC has pointed out before. He also conceded that the FCC's effort to spur a robust retail set-top market had failed, an assessment already mirrored by the cable industry.",1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (2).html,2009-12-01,2009-12-15,85,Smith: Broadcasters Must Be Part of Broadband Ecosystem; NAB President's Message To Come During House Committee Hearing Tuesday On Two Spectrum Inventory Bills,"Figures as high as $60 billion have been thrown out for the value of broadcast spectrum if it were re-auctioned, vs. the value being derived from it now. But Smith said that calculation is not just dollars and cents.",1,nan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
./htmls/Factiva-20240111-0409 (1).html,2010-01-01,2010-01-05,40,CES 2010: MPEG Industry Forum Kicks Off 3DTV Working Group; Digital TV Advocacy Group to Meet Jan. 9 In Las Vegas,"The group, whose founding members are Motorola, Harmonic, dicas, NetLogic, MainConcept and TDVision, will be chaired by Sean McCarthy, fellow of the technical staff at Motorola.""3DTV is not just the 'hot topic of the day' -- it's the natural evolution of digital  media for the home,"" McCarthy said in a statement. ""Today, the technology and ecosystem issues surrounding 3DTV distribution remind me of the challenges the industry faced a few years ago with the emergence of new MPEG4/AVC compression technologies. Yet, in other ways, 3DTV could become widespread much more quickly because 3DTV distribution can leverage existing MPEG-based headends, channels and digital set-top boxes.""Motorola is sponsoring the meeting space for the working group's initial meeting, which will be held Saturday, Jan. 9, from 1 to 2 p.m. at the MGM Grand's Conference Center. The meeting is open to all interested industry participants, including MPEGIF non-members.",1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
./htmls/Factiva-20240111-0409 (1).html,2010-01-01,2010-01-04,60,The Battle of the Platforms; Converged Technologies Become Key Battleground as Viewing Habits Change,"Ultimately, Gilford hopes this effort will lay the basis for a more converged platform that would allow consumers to use the site to search for  content , set their DVR to record programs and to bookmark VOD titles.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
./htmls/Factiva-20240111-0408 (3).html,2010-01-01,2010-01-25,28,Women to Watch,"WHY WE’RE WATCHING: Lisa Schwartz serves as the senior distribution strategist for the division and is responsible for creating, identifying and securing revenue-generating opportunities. In addition, she oversees day-to-day operation for IFC Entertainment’s distribution businesses. She oversees domestic and foreign distribution for IFC Entertainment’s operations across all platforms, including theatrical, premium VOD, pay TV, digital, portable devices, home  video and all emerging new platforms.",1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
./htmls/Factiva-20240111-0408 (3).html,2010-01-01,2010-01-25,46,"Microsoft  Sues TiVo; In Defense of AT&T, Software Maker Alleges Patent Infringement    ","Microsoft struck back, claiming TiVo violated the software giant's patents related to a system that displays programmable information and a secure method for buying and delivering  video programs. The suit seeks an order declaring  Microsoft 's patents valid as well as an order barring TiVo from infringing them, plus unspecified monetary damages.",1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
./htmls/Factiva-20240111-0408 (3).html,2010-01-01,2010-01-25,51,Brightcove Targets 'TV Everywhere',"TVE-SP, as the company is calling it for short, will integrate Ping Identity's PingFederate Internet identity security software to provide a user authentication and authorization solution based on the Security Assertion Markup Language (SAML) 2.0 specification.",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
./htmls/Factiva-20240111-0408 (3).html,2010-01-01,2010-01-25,60,TV Behind the Wheel; Will In-Car TV Shift Into the Fast Lane — Or Is It a Non-Starter?,"Promoters of in-car TV say there’s pent-up demand to get television on the go. Of people with kids, 31% would give the mobile TV device to their child to watch in the car, compared with 10% in the home, according to a November 2009 survey of 1,000 adults conducted by Frank N. Magid Associates commissioned by the OMVC.",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
./htmls/Factiva-20240111-0408 (3).html,2010-01-01,2010-01-20,85,"Outdoor Channel's Digital    Media  Also Rises; Names Merkow President, Revamps Web Site    ","Under Merkow's leadership, the site has registered significant growth, according to network officials, garnering approximately 1 million monthly unique visitors, a 136% increase in visits, and a 173% jump in page views.Developed by Winnercomm's interactive division, the site's streamlined aesthetic makes for better usability, intuitive navigation and enhanced search capabilities. The site also now features a state-of-the-art broadband  video player that enables users to watch an extensive library of thousands of videos -- the majority in high definition. OutdoorChannel.com is also home to category-leading personalities, many of whom will provide frequently updated original  content to the site. In-depth Outdoor Channel show pages and a robust tool for searching the network's programming schedule complement information on state hunting and fishing licenses and destinations. Moreover, the site will include a social networking community where enthusiasts can share tips, photos, videos and stories.""OutdoorChannel.com has played an integral role in our growth and engagement with viewers. As a veritable one-stop-shop for the great outdoors, the relaunch will make it easier for our fans to connect with Outdoor Channel, our talent and other outdoor enthusiasts around the country,"" said Werner in a statement. ""Our popular  content and strong nationwide brand provides an excellent framework to build new digital initiatives that serve our audiences, partners and advertisers. With a seasoned professional like Todd at the helm, our digital  media efforts will keep Outdoor Channel competitive in this dynamic marketplace.""Attendees of the 2010 Shooting, Hunting, Outdoor Trade Show and Conference (SHOT Show) can stop by booth 11227 for a preview of Outdoor's revamped site.",1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0
./htmls/Factiva-20240111-0409.html,2010-01-01,2010-01-18,28,Content,"Caprica delivers on the hype engendered by its overly successful parents: Battlestar Galactica and executive producers Ronald Moore and David Eick. Where Battlestar flung viewers into the holocaust of all-out war against intelligent robot Cylons, Caprica narrates the chilling human events that led to the creatures’ creation — and mankind’s near destruction. Genius and hubris, in the form of industrialist Daniel Graystone (Eric Stoltz) and his teenage daughter, Zoe (Alessandra Torresani), a gifted computer programmer, create the initial mechanism and provide the spark. Kindling comes in the form of Joseph Adama (Esai Morales), father of Willie (Sina Najafi), whom viewers know will grow up to become commander of Galactica . Viewers who know Battlestar ’s competing religious philosophies — the Colonials’ belief in many gods versus the Cylons’ belief in one — will not be surprised to learn that dogmatic conflict predates the Cylons themselves. The thematic strain of cultural oppression — humans over Cylons — that sparked the machines’ rebellion also existed in the Colonies before their destruction, in the form of Capricans over Taurons like Adama. As did the terrorist responses the humans later visited on their Cylon captors. Strong performances from Stoltz; Torresani; Morales; Magda Apanowicz as Zoe’s friend Lacy Rand; Paula Malcolmson as Zoe’s mom Amanda (who has a dramatic public epiphany) and Polly Walker (Atia from HBO’s Rome ) as the girls’ school headmistress, Sister Clarice, propel the action of life on Caprica before the deluge.",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
./htmls/Factiva-20240111-0409.html,2010-01-01,2010-01-18,30,Coda,"It also plans to distribute a four-part comic  series based on the show. Each episode of the motion comic  series can be purchased at a suggested retail price of $1.99 on Amazon.com, iTunes, Sony’s PlayStation 3 and  Microsoft ’s Xbox  video -game console.",1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
