stage,index,year,version,page,Article_Name,length_of_article,paragraph,2500Bott,Bottid,singlebott,bott_list,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,Unnamed:_34,Unnamed:_0,Unnamed:_35
0.0,40,2014,November-December-2014,6,"The Spiderman Rule for Online Video, Continued STREAMS OF THOUGHT TIM SIGLIN.",15,"In last month’s Streams of Thought column (go2sm.com/spidermanrule), I wrote about three quality issues the industry needs to solve as quickly as possible: artifacting, AV synchronization, and buffering.",1,"2,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,60,2014,November-December-2014,8,RTMP in the Age of HTTP Streaming THE VIDEO DOCTOR ROBERT REINHARDT,8,"So, in many respects, RTMP as a VOD delivery transport hasn’t been a requirement for web video for more than a decade. As a video solutions architect, I look to business requirements as the driver for the majority of sound video decisions. And, even in 2014, RTMP is the de facto standard for the following use cases:",1,"3,8",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2014,November-December-2014,24,Found in Translation PAUL RIISMANDEL,57,"Steele gives the example of a promotional video that a client, real estate contractor CGL, wanted Sovee to translate into Spanish and Arabic. The original English video was 2 minutes long, but went to 2:36 in Spanish and 2:45 in Arabic. (Both videos can be viewed at etheatershowcase.sovee.com.)",1,19,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,200,2014,November-December-2014,30,High-End Transcoder Shootout JAN OZER,44,"Our Test Systems Let’s take a look at the two tested systems and then move to our updated quality and performance tests. As an overview, we tested the fastest system each vendor could provide in a single box. For Elemental, this was the Elemental Server, and our test system was configured with a 2.7 GHz 12-core (24 with HTT) Intel Xeon E5-2697 v2 CPU, with two NVIDIA K10 Tesla GPUs, with 16GB of RAM and running CentOS. Elemental Technologies declined to provide current pricing for the system, though the last time we looked, in May 2012, the system cost $25,950 (go2sm.com/elementalreview).",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,260,2014,November-December-2014,45,THE SUPERGUIDE TO CASHING IN–VIDEO MONETIZATION DRM AND SYNDICATION The State of DRM BUYDRM,67,2. More and more focus is bring brought to bear on HTML5 playback and Encrypted media Extensions (EMEs) and Content Decryption Modules (CDMs). What’s Intertrust’s take on HTML5—is it viable?,1,7,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,300,2014,November-December-2014,47,THE SUPERGUIDE TO CASHING IN–VIDEO MONETIZATION DRM AND SYNDICATION The State of DRM BUYDRM,67,"The CPIXF defines a container allowing the secure and robust exchange of content protection information between two parties or more. Typically, content protection information is made of keys used for encrypting content and any associated DRM-specific information. There may be one or several keys and one or several DRMs. The goal is to allow entities involved in the content preparation workflow to get the content protection information securely so that the MPD can be generated with all content protection information. In addition to that, one container might contain different encrypted information which can be shared between different entities. Only a valid and legitimate recipient would be able to access this information via the CPIXF. ",1,14,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
1.0,340,2014,November-December-2014,50,The Road to OTT Success: Healing Failed Payment Transactions VINDICIA.,57,"Of course, communicating with your subscribers at the right time in the right manner can greatly influence whether a customer stays with your subscription service—and hence the customer’s ACLV. By following best practices, you undoubtedly send appropriate messages to your customers triggered by specific billing events. By carefully crafting and timing such messages, you can reduce subscription cancellations and increase customer retention.",1,"18,21",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,40,2014,July-August-2014,6,Is 4K Ready for School? CLASS ACT PAUL RIISMANDEL,13,Shooting 4K also gives you additional flexibility today. One reason I started shooting 1080 HD footage in the mid-2000s was the ability to reframe shots in post-production. As educators we often work under constraints that mean we don’t have the time to get the exact shot we want when we want it.,1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
1.0,80,2014,July-August-2014,14,YouTube’s Rising Stars TROY DREIER,58,"When Daniel started making more from his YouTube channel than his photography business, he quit and became a full-time YouTuber.He joined an MCN—Broadband TV—but isn’t motivated by sponsorships or branding deals. So far he’s content to work with YouTube ad revenue alone. For Daniel, running his channel like a business means the freedom to do work he enjoys in his own way.",1,"17,21",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
0.0,140,2014,July-August-2014,19,Best Practices for Live Streaming Production JON ORLIN,66,"“The biggest challenge for preparation is testing the internet in advance, making sure it’s dedicated so that attendees at the event don’t use all the bandwidth,” Haot says.",1,2,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,160,2014,July-August-2014,21,Best Practices for Live Streaming Production JON ORLIN,66,"During the test, confirm the stream is working to all your end user devices, such as desktops, iPads, phones, set-top boxes, and any other planned distributions.",1,"12,15",0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,200,2014,July-August-2014,28,The Cloud vs. On-Prem Encoding Dilemma JAN OZER,68,"Scripps looked to Zencoder to transcode 50,000 files to HTTP Live Streaming format (HLS), which proved very efficient.“We originally thought the cloud would be a one-off operation, but it worked so well that we continued to use it for other burst operations and for certain normal production encodes,” Zebroski says.",1,"12,14",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,220,2014,July-August-2014,30,The Cloud vs. On-Prem Encoding Dilemma JAN OZER,68,"Univision Goes to the Cloud Anvato also provided an irresistible value proposition to Univision, the Spanish language broadcast network, which replaced their onprem encoding gear for an Anvato system. I spoke with Mai-Wah Cheung, Univision’s senior vice president, digital operations & services. ",1,13,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,300,2014,July-August-2014,45,Creating Efficient Live Streaming Architectures That Scale TELESTREAM AND WOWZA MEDIA SYSTEMS,61,"DVEO is a rapidly growing player in the video streaming industry. We provide one of the most unique streaming media product lines for Telco TV, IPTV, Cable TV, Mobile DTV, corporations, and schools.  •  Multichannel transcoder/streamer -- MPEG Gearbox II™: Transcodes up to 16 720p60 HD streams, or 10 1080i/p  HD streams, or 40 SD streams  •  4-60 stream transport stream analyzer -- Q Check IP™: Combines multi-window stream monitoring, comprehensive ETR 290 analysis, error logging, and alarms  • “DOZERBOX” technology:  Offers smooth delivery of video traffic over public Internet We also offer Ad Overlay, EAS, and Playout Servers.  ",1,5,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,320,2014,July-August-2014,48,"Second-Screen Apps: If We Don’t Use Them, Who Will? STREAMS OF THOUGHT TIM SIGLIN.",16,"In addition, we looked at the question of recommendations. Many of the respondents said they ignore auto-generated recommendations, and a large number said they personally ignore personal recommendations—a surprising revelation since personal recommendations for general consumers have been shown to have surprising weight when it comes to viewing content. Think of the old “word of mouth” or the newer “viral” phenomenon and you’ll see how personal recommendations work.",1,19,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,40,2014,April-2014,10,Running the 4K Race: Is Now the Time to Buy? SPICY IDEAS JOSE CASTILLO,14,"How Can I Watch 4K? In order to watch content created at 4K resolution, you need to have a TV, computer monitor, or projector that will display 3840x2160 pixels or higher. While CES 2014 showed off a huge crop of displays that will be available later this year, current choices are limited. All the major manufacturers have either launched a line of 4K-compatible displays or plan to launch one by 2Q. While several lesser-known brands such as Seiki and TCL are selling sub-$1,000 TVs and monitors, be sure to read the fine print. Some of the less-expensive models are using the old HDMI 1.4 standard, which only will allow 4K resolution at 30Hz, causing some issues with high-movement content such as action movies and gaming. Most higher-end laptops and PCs purchased within the past 6 months offer output support for 4K over HDMI 2.0 or DisplayPort. Always check the specs to ensure you are getting true UHD quality.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,60,2014,April-2014,12,"Small, Smaller, Smallest STREAMS OF THOUGHT TIM SIGLIN",49,"In addition, as you’ll read in Gear of the Year, I’m able to use an Apple TV to do double-duty for both encoding tests and later editing on a larger, hotel-room flat-panel TV. It’s not perfect, but it is good enough when the trade-off is waiting to start the editing process when I’m back in the office. The space savings in my bag even opens up the possibility of carrying a carbon-fiber monopod, great for stabilizing an iPhone, a DSLR, or even myself if I’m hiking into a remote area.",1,15,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,200,2014,April-2014,37,"Gear of the Year ANTHONY BUROKAS, SHAWN LAM, STEVE NATHANS-KELLY, AND TIM SIGLIN.",92,"Also, much as you could shoot HD and deliver DV (as most of us did) at the very beginning of HD, you can shoot 4K and deliver HD. You can even crop, pan and scan, and zoom in post within the 4K footage and still deliver full HD. Then, in a few years, when 4K becomes more of an expectation, you will already have a catalog of 4K content.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,380,2014,April-2014,67,Panopto JAN OZER,292,"Part of the problem has to do with skill sets, or the absence of them. Even though prevailing standards and specifications for internet video encoding are well known and widely embraced, there’s still a great deal of craftsmanship and knowledge  that goes into the art of encoding and transcoding, ranging from control of VBR ratios to the synchronization of frames. Creating multiple adaptive bitrate streaming renditions demands especially adroit handling of key frames – the establishing frames within a compression algorithm that provide color, luminance and other information for the pixels other frames  will borrow from. That’s true for relatively forgiving, low-bandwidth video files, and it’s especially true for 4K video, where proper transcoding is essential for getting densely compressed files to play as intended.",1,"2,3,5",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,400,2014,April-2014,68,Panopto JAN OZER,292,"Adaptive bitrate streaming is a smart solution to the vexing problem of delivering large media files over the internet without demanding that users wait patiently for a one-size-fits-all file  to buffer. For popular video streaming services like MLB.com, HBO GO, and others, it’s a key to rising marketplace acceptance. And there’s more to come.  The development of Dynamic Adaptive Streaming over HTTP (MPEG-DASH) promises to further advance the craft by creating the first international standard for adaptive bitrate HTTP-based streaming.",1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,500,2014,April-2014,76,Panopto JAN OZER,292,"The figure below shows the workflow of the client side embedding and live cycle of the mark, starting with the content delivery of compressed and encrypted video to a subscriber’s set-top box (STB) (0). The STB, enabled with the watermarking solution, embeds invisible ID information in this content before it leaves the STB (1). This mark does not affect fair and legal consumer use of the content and is transparent during normal display and personal-use recording (2). However, if the content is illegally distributed, e.g. on a DVD or through P2P networks over the internet (3), the video can be identified either through targeted analysis of a distributed copy or by a piracy watch service that monitors publicly available video content (4). From these copies, the embedded device or transaction identification can be extracted (5) even if video quality is degraded by heavy compression or other alterations. The device information contained in the distributed copy can be mapped to an individual illegally distributing the content (6) and can be used to hold them accountable by either denying future service or by initiating a criminal investigation as the extraction process yields the device/transaction ID. The operator can then map this ID to the subscriber’s information (e.g. under a court order). ",1,14,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,580,2014,April-2014,86,Panopto JAN OZER,292,"The VR-50HD is an all-in-one Audio/Video Mixer with output for web streaming and recording ideal for conferences, sporting events, news broadcasting or any live event. It integrates an audio mixer, video switcher, multi-viewer touchscreen and USB audio/ video streaming and recording device in a single unit. Video inputs can be 3G/HD/SD SDI, HDMI, RGB/component and composite making it the most versatile video switcher on the market for a live production or webcasting. The USB 2.0/3.0 output enables web streaming and recording by simply connecting to the USB port of a computer with output resolutions up to 1080p.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,80,2014,March-2014-(sourcebook),25,The State of Mobile Video Christophor Rick,36,"Smartphones still see more video views than tablets, most likely due to a better penetration. The major demographic that is hooked into mobile video are the Millennials in the 25–34-year-old range. They are consuming 200% more video content on their smartphones and tablets according to a study commissioned by YuMe. They also watch the least live TV, which may account for their uptick in mobile video viewing as well as the largest portion of all forms of video content consumption. The study also found that, among Millennials, tablets are more popular than smartphones for video viewing.",1,"15,21",0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,100,2014,March-2014-(sourcebook),28,The State of Mobile Video Christophor Rick,36,"Mobile Video Advertising Video advertising is doing extremely well in general, as is mobile advertising more specifically. According to the Interactive Advertising Bureau, mobile advertising grew 145% in the first half of 2013 to total $3 billion, compared to just 17.8% growth for all internet advertising revenue (Table 4). In fact, it and video are the only two segments of internet advertising that are growing in terms of total percentage of internet advertising revenue. Clearly, the advertisers see the value and potential of advertising on mobile platforms.",1,20,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
0.0,120,2014,March-2014-(sourcebook),30,The State of OTT Tim Siglin,88,"2013 clearly delivered on the reality, if not quite the hype, of the “cord-cutting” trend that has led many a Millennial astray in the eyes of the big media conglomerates, away from the living room television as a programmed source of time-sensitive entertainment. ",1,10,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,160,2014,March-2014-(sourcebook),36,The State of OTT Tim Siglin,88,"The FCC has yet to determine whether it will contest the ruling or issue similar guidance, but the game’s afoot when it comes to OTT’s challenge to the established MVPD community. We’ll keep a close eye on this throughout 2014. ",1,11,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,200,2014,March-2014-(sourcebook),40,The State of OTT Tim Siglin,88,"Why are video cookie-driven digital ads so annoying to consumers? They separate them from the content they’re trying to engage in, and the targeting is too vague to be helpful.",1,"19,20",0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,260,2014,March-2014-(sourcebook),50,The State of Video Advertising Christophor Rick,81,Route-optimization can make the difference between an unwatchableand a smooth stream.,1,12,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,340,2014,March-2014-(sourcebook),59,The State of Enterprise Video Tim Siglin,66,"These are just a few of the different functions you should look for in a quality enterprise video platform. There is a much longer list of specific features you should expect from an enterprise-grade video solution. Enterprise video is a powerful tool that can revolutionize the way you connect your business to employees and customers. In order to leverage the most value from video, implement an enterprise video platform with full functionality across all these elements and more. ",1,"13,18",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,400,2014,March-2014-(sourcebook),68,The State of Protocols and Formats Tim Siglin,57,"AVC Advanced video coding (AVC), also known as either H.264 (the International Telecommunications Unions, or ITU, standard) or MPEG-4 Part 10 (the MPEG standard), has been the go-to compression scheme for several years. Able to scale from lower bitrates to high-definition content, AVC is versatile enough to be used for low-latency scenarios (such as videoconferencing), traditional online delivery, on-demand video, and Blu-ray discs.",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,440,2014,March-2014-(sourcebook),73,The State of Protocols and Formats Tim Siglin,57,"The reasoning, it later turned out, was that Google was in talks to acquire On2’s technology assets and asked the company to hold release of VP8 until it could be let out into the wild under the Google brand. That process took longer than anyone would have liked, and Google failed to get traction in the marketplace with VP8, rebranded as WebM, partly due to the same types of licensing issues it had faulted MPEG LA for with AVC.",1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,460,2014,March-2014-(sourcebook),74,Streamticker 2014 Tim Siglin,65,"As Streaming Media’s Troy Dreier pointed out, Boxee couldn’t find traction between its original software play and its later hardware play.",1,10,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,480,2014,March-2014-(sourcebook),78,Streamticker 2014 Tim Siglin,65,"Shortly after Thanksgiving, Verizon pulled out the purse again, this time for a content delivery network (CDN) purchase in the form of EdgeCast.",1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,540,2014,March-2014-(sourcebook),88,Live Encoders,41,"Some portable encoders are computers in a relatively small box, which typically require hefty fans, and the resultant noise, to keep the unit cool. On the other hand, the fact that it’s a computer also means that you can bring a monitor, keyboard, and mouse to the event, and configure and drive the unit locally. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,580,2014,March-2014-(sourcebook),94,Field Encoders,81,"Choosing a Stand-Alone Encoder If you’re looking for a stand-alone encoder, you’re faced with the same software/hardware decision, though the software decision is relatively simple because of the dearth of proven choices other than Adobe’s Flash Media Live Encoder (FMLE), which is free and reasonably functional. Basically, if you want to go software-only and your live streaming service doesn’t offer a desktop encoder, FMLE is the obvious choice. ",1,5,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,740,2014,March-2014-(sourcebook),118,Live Streaming,87,"Beyond these free tools, Livestream has created its own mixer/encoder program (Livestream Studio), and on-camera encoder (Livestream Broadcaster), and a plug-in for the NewTek TriCaster, while refusing to extend support to tools such as Wirecast and FMLE. This has created somewhat of a walled garden around Livestream service. According to company officials, Livestream pursued this strategy to simplify integration with the service, and to ensure that their technical support staff could effectively support their producers during the encoding stage. Of course, if Wirecast, FMLE or a similarly unsupported tool is your encoder of choice, you’re out of luck",1,"1,5",0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
0.0,820,2014,March-2014-(sourcebook),146,Multiformat Media,22,"Version 2.0 of the DASH-AVC/264 guidelines, with support for 1080p video and multichannel audio, is now publicly available on the DASH Industry Forum (IF) website (go2sm.com/dash2) and the resulting baselines move upward from 1280x720 progressive (720p) to 1920x1080 progressive (1080p). In addition, the frames per second (fps) rate in the United States is now set at 30 fps, targeted at the H.264 (AVC) Progressive 12 High Profile Level 4.0 decoder. ",1,5,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,840,2014,March-2014-(sourcebook),147,Content Delivery,27,"On top of this, another critical feature that CDNs bring is the ability to invest extensively into their own workflow’s logging and the reports and analytics that can be driven from that data. While each CDN customer will have different interests in this Big Data set, building analytics and reporting is a major undertaking for an individual enterprise. However, for a CDN to do this job once—but then make it available for hundreds of customers—there is a valuable centralization of resources that generally can provide CDN clients with much better insight into the success of their content delivery than they could reasonably build for themselves. In a world where content delivery is increasingly being monetized, this is an incredibly important function. CDNs do this very well, and those that provide the critical details that can be trusted and form the basis for a content distribution rights deal become valuable partners for content deals.",1,2,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,980,2014,March-2014-(sourcebook),163,Making the Move to,49,"As with H.264, as profiles integrate more advanced algorithms and features, the CPU, memory, and power required to play back the video increases. In this manner, Profiles allow hardware developers to choose the level of HEVC support in their devices based upon their own design goals and cost structures. Then, video producers can customize videos for those targets by encoding with that profile.",1,"5,8",0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,1000,2014,March-2014-(sourcebook),167,Choosing and,39,"Cost To a degree, the most significant advantage of the live streaming service provider (LSSP) class of products is cost. Many are free, some with limitations on the number of viewers or video quality; some are advertising-supported, which may be inappropriate for many presentations. Still, if the budget dollars aren’t there and you need to get the word out, LSSPs are an alternative. ",1,"1,2",0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,1020,2014,March-2014-(sourcebook),168,Choosing and,39,"Playback Platforms Of course, the more features a service offers, the larger the task of porting it for mobile platforms. While mobile support is becoming increasingly important, it varies greatly among all the companies in all categories. If mobile playback and interactivity is important to your application, get this on the table early. ",1,7,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
1.0,1140,2014,March-2014-(sourcebook),179,Encoding for HLS,113,"Wowza®Media Systems provides all the pieces in the streaming puzzle, from capture to delivery, taking the complexity out of streaming live events. ",1,12,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,1500,2014,March-2014-(sourcebook),215,The Streaming Media,331,"iStreamPlanet, the leader in live, simplifies live video streaming to multiple screens. iStreamPlanet is changing the way live streaming is done with the launch of Aventus, a cloud and software-based, live video streaming solution for premium content providers. iStreamPlanet’s innovative approach has been chosen by the world’s leading sports, entertainment, and technology brands, including NBC Sports, Turner Broadcasting, Fox, AT&T, and Microsoft, to bring live, online video to connected audiences around the world. Founded in 2000, the privately held company is headquartered in Las Vegas with a software development center in Redmond, WA. More information can be found  at www.iStreamPlanet.com.",1,14,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,80,2014,May-2014,12,Niche Video Sites Thrive Serving Foreign Flavor TROY DREIER,31,"Acorn TV Takes Root Acorn started more than 20 years ago, long before streaming video took hold, by importing British television shows to the U.S. first on VHS, and later on DVD and Blu-ray Disc. At the time there were far fewer outlets for British programming in the United States. As a result, Acorn’s catalog found a niche but enthusiastic audience.",1,"6,9",0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,100,2014,May-2014,16,Niche Video Sites Thrive Serving Foreign Flavor TROY DREIER,31,"Since Acorn TV competes against Netflix, which has several British series in its library, getting exclusive content is important. It’s not as critical as people might think, however. Linck says that she herself has sold rights to some Acorn content to Netflix. The increased distribution programs get on Netflix helps build interest and grows Acorn’s DVD business. Still, Acorn keeps dozens of titles for its viewers alone. They can easily be found in the “Only on Acorn TV” section of the online library.",1,16,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
0.0,120,2014,May-2014,18,Lowe’s and Vine Build Social Video Success TROY DREIER.,24,"“It is, it is,” Walters says. “We feel like it’s worth it. There’s a lot of complexity that goes into shooting these things even though you’re using a camera built into an iPhone. It’s still pretty complex to complete them, but I think if you could have differentiating content out there that helps your customer -- inspires or empowers your customer -- it gives them a level of confidence that they can complete a project or it gives them a level of confidence in you as a brand. You are providing them something of value, and they’re like, ‘Man, every time I turn around Lowe’s is always there to help me understand how to do something or give me the knowledge to do something that I didn’t even know existed.’ It’s worth that effort because we’ve got to make sure that we are focusing on our customer and putting them first in our efforts.”",1,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
1.0,240,2014,May-2014,31,How to Make Great Enterprise Video With Google Glass SCOTT LAWSON,36,"Many enterprise IT departments are wary of consumer technology infiltrating their corporate culture lest they weaken security, cause workplace distractions, or worse. That was the case with spreadsheet software in the 1980s, personal printers in the 1990s, USB flash drives in the 2000s, and mobile phones and tablets in the last half decade. Today, the fear is about “wearables,” most prominently, the nascent Google Glass. With its video camera, voice commands, and record-what-you-see orientation, it is both appealing and appalling to corporate users. ",1,15,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
