stage,year,page,article name,length of article,paragraph,2500bott,bottid,singlebott,scarcity,nonuniform progress,performance constraints,user heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
0,2008,None,None,None,"Overall, Mojo is planning about 12 to 14 original programs a year, including Survival School and I Bet You . “It used to be that the majority of the programming was acquired, but now the majority is original,” Nunez said.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Goldhill came on board last August, succeeding Rich Cronin as chief. Since then, the executive departures have included senior vice president of advertising sales Christopher Raleigh (now at The Weather Channel); Dena Kaplan, who was senior vice president of marketing (now at NFL Network); senior vice president of digital  media and interactive entertainment John Roberts and Scott Perlmutter, who was vice president of distribution.      ",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"On March 30, the The Tudors will return for its second season, along with the debut of the sketch comedy  series State of The Union , starring comedian Tracey Ullman.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Last June, a panel of the U.S. Court of Appeals for the 2nd Circuit, in a 2-1 vote, ruled that FCC’s decision to start fining fleeting indecency was invalid because the agency failed to justify abandonment of its historic approach, which had focused on the repetitive, not the isolated, broadcast of indecent material.",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"If we’re going to compete, we need HD and a lot of it,” said Gessner, who has 47,500 subscribers in Ohio. San Bruno Cable is now digital simulcating, as part of an all-digital transition, while Massillon Cable is looking to find low-cost, low-tech converters that pass Federal Communications Commission muster so it can pursue an all-digital strategy. At the San Bruno system, the upgrade to all-digital will permit the 15,000-subscriber system to expand its HDTV lineup and create foreign-language tiers for the operation, which is key in the multicultural San Francisco Bay area, according to Gyaltsen.      ",1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"BigBand, for example, has developed edge quadrature Amplitude modulation technology that will interface with navigation services and deliver QAM over VOD. The company also expects significant technological advances in the VOD space, especially with DOCSIS 3.0, moving forward.",1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
0,2008,None,None,None,"Most industry experts agree that progress is being made to streamline VOD navigation. Yet technology challenges persist, especially when dealing with the enormous amount of  content .      ",1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Comedy Central is a much more powerful brand and a much more successful network with a lot of great franchises than it was many years ago when many of the current affiliation agreements were entered into,” Dauman said. “As we go forward we expect to have a constructive dialog with our partners – both cable, satellite and telcos – about the value that we bring to them and their consumers and we expect to get nice rate increases. That’s true of our overall portfolio brands. We have 25% of ad-supported cable viewing and a much lower percentage of affiliate revenues. We expect to see that grow and at the same time we will be providing good value through cooperation with VOD, on broadband and other initiatives, high-definition, with our customers.”      ",1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0,2008,None,None,None,"Founded in 2002, Akimbo initially tried to sell a set-top box that downloaded premium VOD  content over the Internet and played it back on TV sets. Then, after phasing out that product last spring, the San Mateo, Calif., company was trying to become an aggregator of VOD  content delivered through its own Web site and other outlets.      ",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"Vidéotron has also placed firm download caps on the offerings — 30 Gigabytes and 50 Gigabytes per month, respectively — to discourage bandwidth hogs.      ",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"Our coverage of the 2008 CONCACAF Men’s Olympic Qualification further positions Fox Soccer Channel as the premier destination for fans of both American soccer and top-flight international competitions,” said David Sternberg, Fox Soccer Channel executive vice president and general manager, in a statement. “We look forward to bringing our viewers all of the exciting action from Tampa and Nashville.”      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2008,None,None,None,"Preschlack said  Disney -ABC would be working toward adjusting its programming availabilities, which now include new episodes of Lost and October Road , as well as college hoops.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2008,None,None,None,Madison Square Garden Network's sister service will be renamed MSG Plus on March 10 and will celebrate its rebrand with a live simulcast of The Tennis Channel's coverage of the Roger Federer-Pete Sampras exhibition tennis match from namesake arena Madison Square Garden.,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Just as     Disney is upping the ante in animation, Nickelodeon has been going after the “family” market more in its Nick at Nite programming, boosting ratings with reruns of shows like The George Lopez Show . “Family viewing is a big opportunity for us going forward, especially in primetime,” Zarghami said.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Comedy Central is a much more powerful brand and a much more successful network with a lot of great franchises than it was many years ago, when many of the current affiliation agreements were entered into,” Dauman said. “As we go forward we expect to have a constructive dialogue with our partners — both cable, satellite and telcos — about the value that we bring to them and their consumers and we expect to get nice rate increases.”      ",1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,2008,None,None,None,"The premiere The History Channel’s Battle 360 last Friday garnered 1.8 million viewers, making it the network’s No. 1 Friday-night original telecast of all time, officials said Tuesday. In addition, the premiere telecast marked the second most-watched  series premiere on the network, exceeded only by History Channel’s hit  series Ice Road Truckers. .       ",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"The cable operator will offer free of charge Food Network       http://(www.foodnetwork.com) and     HGTV       http://www.hgtv.com     ) shows such as 30 Minute Meals with Rachael Ray and House Hunters, respectively, as part of its free VOD lineup, according to the network.      ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Also significant is consumers’ ability to block specific on-demand channels or entire VOD genres from appearing on TV screens in their homes. Klein and Boenish believe that has made it easier for operators to shift away from single X toward more explicit fare. Still, they believe operators remain overly sensitive on the issue, fearing protest from social conservatives who don’t ultimately distinguish between edit standards anyway. “The conservative right wing sees them all as bad,” Boenish said. “The edits are done to appease people who don’t even see the programming.”   ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Launched this past December, the 22-game lineup is averaging 1 million unique visitors per month and 150,000 registered users have created personal avatars to play the various games.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2008,None,None,None,"Porn to Run Adult entertainment has emerged as a significant VOD revenue generator, with SNL Kagan projecting nearly $1.3 billion in revenue for the category by 2011.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Startup TidalTV, planning to launch in April, is aiming to go after the people who don’t watch a lot of  online video today.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"You can’t hum graphics,” Arnold explained. “People don’t watch TV the way they used to. When we do projects, we try to create the 'John Hancock ’ of music” — a bold signature that sticks in a viewer’s brain like chewing gum.      ",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Veoh’s Mitgang countered that his site is rapidly building affinity, with average minutes viewed increasing 25% per month. “You grow the audience by giving them a great experience,” he said.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"And here’s the snapshot of the future: “In the years ahead, broadband on the computer will be the primary source of entertainment for kids. It’s just as important to them as the TV set now,”    The Walt  Disney Co. CEO Robert Iger said last week at the 2008  Media Summit at New York’s McGraw-Hill Building.      ",1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
0,2008,None,None,None,While Credit Suisse First Boston  media analyst Bryan Kraft wrote in a research note that  Time Warner Cable could be a potential buyer of Charter — especially since it could be separated from parent  Time Warner Inc. as early as April — an outright buy of Charter is more complicated than just offering a premium for the stock.,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"But  Hulu lacks  content distribution deals with     Disney -ABC Television Group, CBS,    Viacom and    Turner Broadcasting System.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,The parties are also working toward finishing up a number of deals that will see complement on-air and in-stadium components with  online opportunities at an enhanced SNY.TV.,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
0,2008,None,None,None,"To    MTV Networks president of global digital  media Mika Salmi, reaching hard-core  online viewers boils down to basics: Sling out as much  video as possible and make it easy to find.      ",1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Bressler pointed to THL Partners’s participation in the $12.3 billion acquisition of Spanish-language broadcaster    Univision Communications in 2007. That deal, he said, was done at 11.5 times to 12 times annual cash flow in terms of leverage — a relatively large amount of debt — with no covenants and great flexibility.      ",1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"But Vorhaus, Faulhaber and many other experts believe the vast majority of BitTorrent’s Web traffic consists of  content that is being distributed in violation of copyright law. Indeed, 90% of P2P downloads are still of illegally copied  content , according to David Hahn, vice president of product management at SafeNet, which tracks the networks.      ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"What Adelstein was talking about was Internet  video — and more specifically, the distribution of  movies , TV shows and other  content by a technique called peer-to-peer sharing.      ",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Sí TV, which targets young, English-speaking Latinos, has updated the graphics on its television and broadband platforms.      ",1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"The documentary is the first of several  film projects being created under the network's ESPN Films initiative headed by ESPN senior vice president of  content development and enterprises Keith Clinkscales, who said the network will look for compelling sports stories to develop both in the scripted movie and documentary arenas across multiple distribution platforms.      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Gaedtke, reached via e-mail, confirmed that he will join Joost starting today (March 31). Joost and CableLabs representatives last week declined to comment. Joost’s previous chief technology officer, Dirk-Willem van Gulik, left the company to join the BBC’s Future  Media and Technology Group as chief technical architect earlier this year.      ",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"As the TV universe continues to expand, encompassing digital networks and on-demand, as well as Web sites and mobile phones, there has actually been an explosion of new and innovative music programming.      ",1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"Most networks now use viewers’  online choices as countdown-type programming on their linear networks. “Viewers tell us what they want to get on the air,” GAC’s Trahern said.      ",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Invidi Technologies, a Princeton, N.J.-based addressable broadband advertising provider, has named Christopher R. O’Toole chief financial officer. He comes from hotel pay TV provider On Command, where he was senior VP, CFO.      ",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2008,None,None,None,"Showtime thinks the marketing — and the network’s syndicating full-length preview episodes to 60 partners — have boosted traffic to its  online ordering site. It’s quadrupled in March versus February (when Showtime didn’t have new shows debuting), to a record level, the network says to executives.    ",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,Other networks say that the Pew study highlights the need for programmers to understand as many faiths as possible in order to stay relevant.,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2008,None,None,None,"We're focused on continuing to expand our ethnic programming options,” said Jenny Parker, a spokesperson for    AT&T U-verse. “It's important for us to be able to offer  content that speaks to the interests of our diverse customer base.”      ",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2008,None,None,None,"It’s a tough market out there and there’s limited bandwidth,” she said. “The great thing is that we’re hearing [from distributors] that they understand what Sprout is, how’s it’s different and that there is an audience need for it.”    ",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"Perhaps more with the mobile phone than any other consumer electronics device,  content is obtained from a variety of sources,” ABI research director Michael Wolf said in a statement. “This shows that despite the strong control most carriers retain over the network, their control over the mobile  content ecosystem remains limited. The consumer will see more and more options for obtaining rich  media in the future.”   ",1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,2008,None,None,None,"Verizon touts its superiority in a new round of commercials, featuring customers raving about the picture clarity and fast Internet upload and download speeds (see page 40).    ",1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"Industry players are confident quality and reliability issues will work themselves out over time as new generation tools become available. That will not only require equipment and infrastructure upgrades, it will eventually mean forming standards for delivery formats and picture quality.   ",1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
0,2008,None,None,None,"V Cast  Video also will feature  content from TMZ TV, a celebrity and gossip  video program from TMZ.com, a joint venture of Warner Bros. Television Group and AOL; FunnyorDie.com, a site dedicated to short-form comedy best known for “The Landlord” sketch featuring Will Ferrell; and Saavn, a distributor of South Asian  content , which is providing the Bollywood Music by Saavn  video channel.      ",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,"And deregulation meant that the [Federal Communications Commission] had little to say about the messages that television ministries broadcast,” Ferré added. “It was an opportune time for television ministries to exercise influence over the country’s politics, and they did. Jerry Falwell capitalized on this opportunity by leading the Moral Majority in the 1980s, followed by Pat Robertson’s Christian Coalition in the 1990s.”      ",1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
0,2008,None,None,None,A spokesman for Fox Sports Net said the programmer — which has cable rights to 14 MLB teams — is in discussions with baseball regarding on-demand offerings.,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
0,2008,None,None,None,"Potential producers have an incentive to participate: If a spot they create is selected for posting  online , the producer gets $2,500. If a commercial is good enough for the television channel, the producer gets $60,000.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,2008,None,None,None,"As for  Disney ’s upcoming schedule, the network will debut its next musical-oriented  film , Camp Rock on several platforms beginning June 17. The movie, featuring The Jonas Brothers and Lovato — who currently stars in  Disney ’s sitcom short As The Bell Rings — will premiere on  Disney On Demand June 17 before debuting on  Disney Channel June 20, said network officials. The movie will then air over the next two nights; first on broadcast network ABC and then on ABC Family, said Marsh.",1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Following each episode of Frozen Planet , three minutes of exclusive behind-the-scenes footage will show viewers exactly how filmmakers secured the  series ’ most memorable images. Additional behind the scenes stories and  video , and in-depth information about our planet and its animals and habitats, will be available in the Frozen Planet Web site on  Discovery .com. The site will also include a news feed, photo gallery and informative games and puzzles.",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,2008,None,None,None,"The emergence of digital technology has radically transformed the TV,  film and entertainment industry. Learn how companies are creating, marketing and distributing  content on the Web.",1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"That’s live TV on upwards of 345 million devices,” he said. “That’s your favorite morning show live on your handheld device on the bus to work. That’s the baseball game keeping your boys quiet in the back seat of the car. That’s not missing a college-basketball game during March Madness, because you can catch it on your cellphone.”",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"First there’s the bad user experience (arguably save the iPhone), the lack of demand from the public, the pricing issues. All of that is compounded by the fact that nobody has figured out  video monetization on the desktop — let alone in mobile, a more 'personal’ medium where spam and 'irrelevant’ ads are less tolerated.”",1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
0,2008,None,None,None,"Copps’s remarks came at a five-hour forum at Stanford University in Palo Alto, Calif., the unofficial capital of Silicon Valley. The area is home to  Google and other large Internet companies with a big stake in the design of regulations aimed at cable and phone broadband access providers.",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Comcast further positioned itself as proactively and responsibly addressing peer-to-peer applications, announcing it will lead an industry-wide effort to create a “P2P Bill of Rights and Responsibilities” for users and Internet-service providers.",1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
0,2008,None,None,None,"Rather than trying to be a YouTube-like destination site, the company’s goal is to be a community site for filmmakers. It makes sure only serious (or semiserious) filmmakers apply, by charging a $10 contest-entry fee.",1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,2008,None,None,None,"Concerned that on-demand replays of the games will cut into audiences for the network's own replay telecasts, the networks are understandably trying to find the best way to offer viewers more value while protecting their own business interests.",1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,2008,None,None,None,"At Current, viewers can vote  online to determine what the top stories are during any given hour. As a result, the programming, much of it viewer-generated, can shift in various directions and the amount of green  content can vary.",1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
0,2008,None,None,None,"You have all these platforms on the table, why wouldn’t you leverage your brand across that — it’s almost like leaving money at the roulette table if you don’t make an effort,” he said.",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Nickelodeon may have  Disney to thank for its recent success, according to Robert Thompson, director of Syracuse University’s Center for the Study of Popular Television. Nickelodeon’s recent flurry of activity has been spurred in part, he said, by the success of chief competitor  Disney Channel and the cultural success of such repeatable programming franchises as made-for-TV singer Hannah Montana and teen basketball/love-story movie franchise High School Musical .",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
0,2008,None,None,None,"However, broadcast is far more ideal for mass-market  video distribution than the Internet. Whether there are 10 viewers or 10,000, the economics are the same.",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Every episode from Nat Geo's schedule now has its own Web page, letting viewers dig deeper into shows through games, interviews and show-specific blogs. And, in true Web 2.0 fashion, the revamped site lets users embed a  video player and any  video clip from anywhere on the site.",1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"First-quarter 2008 revenue was $273.5 million, up 16% compared with the year-prior period, primarily reflecting the acquisition of C-COR. Arris completed its acquisition of C-COR, a State College, Pa., vendor of  video - on - demand and operations support systems, on Dec. 14.",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"With the program, dubbed Biddle (for business middleware), the disc players could bypass cable and satellite companies as providers of HD  content .",1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"The price tag for these upgrades is difficult to pin down. While Verizon is spending billions on a “future-proof” fiber-to-the-home system for data, voice and  video , other approaches are far less expensive.",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"This summer, Cox Communications will begin dynamically inserting ads into primetime, as well as cable network VOD  content in its MyPrimetime offering in Orange County, Calif., using the SeaChange's platform. If all goes well, Porter said the MyPrimetime trials will be expanded relatively soon to include targeted advertising.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2008,None,None,None,"This year several major operators are ganging up to give interactive advertising a stronger push forward. Comcast, Time Warner Cable and four others are reportedly pouring upwards of $150 million into “Project Canoe.” The still-under-wraps initiative is supposed to unify technical standards and business processes, so that cable can sell interactive and targeted ads more easily — and on a much bigger scale.",1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
0,2008,None,None,None,"But FairShare also seems designed as a response to the brouhaha over Comcast's bandwidth-management techniques, which use Sandvine's Policy Traffic Switch to slow down P2P traffic. (Comcast has never confirmed using the Sandvine system.) After advocacy groups complained, the Federal Communications Commission launched a probe into whether Comcast violated its Internet management principles.",1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"MCN: How do you measure perception? I can see how you can measure time viewers spend with The Hills on television and  online , but I don't easily see how you can measure whether this or that application makes me feel better about The Hills .",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"For more dramatic domestic developments, I turn to Fox News Channel at 7 p.m. Unfortunately, during a one-hour broadcast, I have to listen to topics and long commercials that are of little interest because Fox News is unpredictable as to what it will offer. On the Web, I can pick and choose only the topics that I want to hear.",1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0,2008,None,None,None,CBS 's decision last week to pony up $1.8 billion for Web purveyor CNET Networks could cloud Landmark Communications ' prospects for getting top dollar at auction for prize TV and Web asset The Weather Channel .,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"He offered information that could help an operator lift its score by describing how J.D. Power weights service attributes. Performance plus reliability is still the top-ranked attribute, accounting for 28% of a provider’s score, he said. Customer service gets 22% of the weight, followed by cost of service, 21%; billing 15% and offers and promotions, 14%.",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Landgraf expects the network this year to add a companion comedy for FX production It’s Always Sunny in Philadelphia , and expand more into the comedy genre generally. FX has enough episodes of It’s Always Sunny to sell it into syndication, he said.",1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Sending viewers back and forth between the shows is emblematic of the ways Brian Frons, president of daytime at  Disney ABC Television Group, is leveraging the resources of the unit, comprising ABC Daytime, Buena Vista Productions and SoapNet, which was formed last May.",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"The  movies should be available as soon as possible, every movie,” he said. “Every movie should be available on-demand. We are going to look for a lot of interactivity.",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Univision is also confident it can help distributors boost their high-speed businesses. “We're willing to experiment in the evolving digital  media realm, working side-by-side with distributors,” she said, noting that Univision would consider making  content available exclusively to distributors' TV and broadband customers.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,2008,None,None,None,"I remember years ago when visionaries were telling us how our refrigerators would be connected to the Internet. Maybe I don’t want my refrigerator taking up valuable bandwidth trying to figure out if my carton of milk is going bad. It’s one goofy example, but consumers may not go for the reasonable innovations if they have to pay extra to use them.”",1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,2008,None,None,None,"The 13-episode, one-hour  series , co-produced by Lionsgate, will be executive produced by The Shield ’s Glen Mazzara and will include executive producers Paul Haggis, who directed and co-wrote the original  film , Bob Yari and Bobby Moresco. Co-executive producers include Don Cheadle, who co-starred in the original  film , Tom Nunan, Mark Harris, Jorg Westerkamp and Thomas Becker, all of whom were key members of the Oscar-winning production team.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,2008,None,None,None,"BBDO has worked with HBO for more than 20 years on the network's brand image, said David Lubars, chairman and chief creative officer of BBDO North America. In that time, the companies have collaborated on some of the most talked-about and creative branding campaigns in TV. But HBO wanted something different last year, and they got it from the agency that has been named more than once as “Agency of the Year” by Advertising Age , Adweek and Campaign magazines.",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"That explains why Hefner remains upbeat even when the magazine and the domestic TV sides have struggled. In the fourth quarter of 2007,  online and mobile revenue increased even as other areas were lagging; and in the first quarter of 2008, the consumer products division and international TV continued to flourish even as much of the company took a hit.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"NBC Universal is polevaulting into the cable sports network arena, acquiring a majority interest in the Olympic-sports tinged cable and broadband service World Championship Sports Network.",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,2008,None,None,None,"Meyer points to  Netflix 's planned set-top box to deliver  movies directly to consumers' homes as a path that Playboy itself could explore. “It changes the game immediately and could be a disruption to the current business model,” he said. “The challenge is figuring out how to stay front and center for consumers. We have a lot of work to do, market by market and medium by medium.”",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Lifetime is now building a new site for the channel that will incorporate a  video player from Brightcove, allowing for more prolific and more responsive  video content . In addition to summoning up movie clips, users will be able to assemble “mash-ups” using scenes from LMN films. That application, currently housed on Lifetime’s mylifetime.com site, will move to the new LMN portal when it’s launched in the fourth quarter. Surratt also has in development a community-conversation application that will be part of the new site.",1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
0,2008,None,None,None,"In 2005, when Bryson began running LMN, a subscriber base of 50 million helped push total revenue above $100 million for the first time, according to the SNL Kagan estimates.",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"It was definitely cool to plug in this tiny little box — there's no hard disk; the  video is all buffered in memory — and see about 60 of our  Netflix movies pop up. Among them was the acclaimed Talking Heads' Stop Making Sense 1984 concert  film , which is not available from  Netflix on DVD but is cleared for Internet  streaming .",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"BTN president Mark Silverman said that the main reason for the lengthy negotiations was hammering out the VOD, HD and new  media portions of the deal.",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2008,None,None,None,"Tru2way, formerly known as OpenCable, will allow the industry to introduce interactive services and advanced advertising services, which could produce significant new revenue streams in the future. And the upcoming PacketCable 2.0 technologies will allow operators to deploy multimedia or converged services, allowing consumers to access  video on a variety of devices and giving cable an alternative to the services Internet protocol-TV providers are touting.",1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0
