scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,technical,demand,paragraph,label,word_count,char_count,number_of_types
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Among the original shows the network will feature are Fast Food Mania, which stars Howard Stern Show regular Jon Hein as he travels the country profiling the best fast food joints. Overall, Etkind said, Destination America will launch more than 100 new shows by the end of the year.",0.0,49,282,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"June 11 is when the Federal Communications Commission's new network neutrality regulatory rollback goes into effect, with the Federal Trade Commission responsible for keeping tabs on how internet service providers manage their networks. That hinges on the FCC's new transparency rule that requires broadband providers to disclose their network management practices to the FCC so that the FTC can then determine if that conduct is anticompetitive, false or deceptive.",0.0,69,466,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Showtime thinks the marketing — and the network’s syndicating full-length preview episodes to 60 partners — have boosted traffic to its  online ordering site. It’s quadrupled in March versus February (when Showtime didn’t have new shows debuting), to a record level, the network says to executives.    ",0.0,49,302,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Deal terms for the 62 episodes, acquired from CBS Domestic Television, were not disclosed. One person familiar with the deal said it runs through 2014.      ",0.0,28,157,0.1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"B+C and Next TV have announced their Best of Show Awards for the 2023 NAB Show, April 16-19 in Las Vegas. The awards are judged by a panel of industry experts on the criteria of innovation, feature set, cost efficiency and performance in serving the industry.",0.0,46,259,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Standard  content services such as  Netflix , Showtime and Pandora are also included, and the company announced Nov. 29 that it's partnered with AT&T to offer new smartphone and TV owners six free months of DirecTV Now, the new service that offers 100-plus channels for $35 per month. Owners of LeEco's high-end uMax85 4K TV will get a year's  subscription for free.",0.0,65,366,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"As such, consumers can save around $20 on the combined package.The agreement calls for ESPN and MLB.com to cross-promote the new premium  subscription package on their digital  media properties, including offering links to their sites and to the  subscription homepage, added contextual placements throughout the sites (including MLB club pages), as well as ESPN The Magazine.""This represents a unique opportunity to further our long-standing and successful partnership with ESPN by providing consumers a single  subscription to the best and most dynamic baseball  content available on the web,"" said Bob Bowman, MLB.com president and CEO, in a statement.ESPN Digital  Media senior vice president & general manager John Kosner added in a statement that ""there are no two more valuable premium  content services  online for fans than MLB.TV Premium and ESPN Insider. We have a history of successful collaborations with MLB.com, and we're excited to be working closely to create outstanding value for baseball fans.""",0.0,118,720,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"That’s one of the things that has been challenging for all broadcast platforms and this is one of the ways we’re sweetening the pot for our core fans,” he said.",0.0,30,160,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The network said the two episodes it aired averaged nearly 1.4 million viewers, including 443,000 adults 25-54.      ",0.0,20,117,0.1
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"JP: I see the greatest growth in the booming tech industry. There are a lot of jobs, but it’s a place where those opportunities are not necessarily going in favor of people of color. We recently launched a diversity tech initiative because we have to be there — we have the talent and we’re looking to build an ever-bigger talent pool. My concern is that there are jobs out there that exist in tech that we don’t even know about because it’s such a fast-moving industry. I feel our challenge is that we have to make sure we’re keeping up.",0.0,100,538,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Programmers have been embracing advanced advertising as a way to boost revenues and compete against the digital giants including  Google and Facebook.,0.0,23,150,0.2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"The new mun2 tagline is ""You're on,"" and the emphasis is on helping younger viewers connect with both their Latino heritage and their American experience. ""One thing all Hispanics share is the American dream,"" Telemundo COO Jacqueline Hernandez said. Another mun2 meme is ""Querio Mas:"" I want more.",1.0,48,298,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"More importantly, they argue that by giving viewers a simple way to erase all commercials when playing back automatically recorded primetime shows, Dish was threatening the economic ecosystem that makes commercial television programming possible. (A spokeswoman for ABC, whch has not sued Dish, said the network was monitoring the situation.)",0.0,50,342,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"As for the bandwidth-saving potential for AV1, Frost noted that  Netflix showed off” 720p  streaming at a mere 207 kbps at the AV1 launch party.",0.0,27,144,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TNA fans can access the events for a monthly  subscription fee of $7.99 or a yearly $49.99. Users can also view individual PPV events a la carte for $3.99. The company’s live PPV events sell for a suggested retail price of $29.95.,0.0,43,230,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"""By using the tru2way home networking specification we can now offer prerecorded premium  content from cable set-top boxes to various DLNA-certified devices, enabling consumers to watch cable  content anytime using any device in the home,"" Time Warner Cable executive vice president of advanced engineering Mike Hayashi said in a statement.",0.0,52,340,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"It might have been Beyonce, Taylor Swift and CBS's night overall with the Grammys, but the National Football League's repositioned All-Star game also score well with the Nielsens last night.ESPN averaged 12.3 million viewers with its coverage of the 2010 Pro Bowl, the most for the NFL's All-Star game since ABC posted 13.2 million watchers in 2000. The game, a 41-34 triumph for the AFC, which evened the  series between the conferences at 20 games apiece, continued the NFL's record-setting ratings season, scoring a 40% increase from the 8.8 million who tuned in the 2009 game on NBC.",0.0,99,587,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"CBS acting CEO Joe Ianniello — who will become chairman and CEO of CBS once the merger closes — said on a call with analysts he saw “tremendous” opportunity in squeezing out higher retrans and affiliate fees as a result of the combination. He brought home the concept by revealing that the combined company accounts for 22% of total TV viewership, but just 11% of the revenue.",0.0,67,376,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"For example, for New York, the White House talks about almost a third of New Yorkers who live where ""there is only one broadband provider"" offering at least ""minimally acceptable speeds."" And even where broadband is available, the White House said, it ""may be too expensive to be within reach."" Then it talks about 13% of New York households without an internet  subscription , though it does not say whether that is because they can't get it or can't afford it or don't want it.",0.0,86,479,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"6. ""Will you commit that any platforms that Facebook launches for children, including a version of Instagram that is marketed for children, will not include beauty filters or similar design features that can lead to an unhealthy body image?",0.0,39,240,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"For 2024, excluding special events like the Olympics and the election, Magna sees all U.S. ad spending rising 5.6%, compared to the previous forecast of 5%.",0.0,26,156,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,The court panel was the same one that had handed the FCC a defeat last May by overturning the agency’s program-carriage violation fi nding against Comcast in favor of Tennis Channel. It is also the same court that threw out the FCC’s network-neutrality violation fi nding against Comcast in the BitTorrent fi le-sharing case.,0.0,54,325,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"As the television industry adjusts to the current environment, advertisers have to look for the opportunities that exist, and certainly esports would fall into that category, especially since live sports events are not likely to happen in the immediate future,” Carroll said. “The normal esports audience looks to fall in line with the demographics of many advertisers who are normally in regular sports would be looking for.”",0.0,67,426,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The acquisition of the weekly follows the partnership EWTN entered into with the Catholic News Agency last year, which has Catholic news  media outlet with bureaus in North and South America and Europe. Under that agreement, EWTN and Denver-based CNA, which has news bureaus in North and South America and Europe, are sharing news resources and have created a joint news service found at ewtnnews.com. That arrangement was recently expanded to include a new, original Spanish-language news service, EWTN No-ticias, which launched this month.",0.0,85,541,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Among the group evaluating a Canoe connection is Mag Rack, a  video - on - demand -only programmer that’s of-fered in about 40 million homes. CEO Joe Covey said Mag Rack has long-lived under the assumption that VOD digital ad insertion is just around the corner. “I’m starting to believe that it’s real … I’m optimistic,” Covey said.",0.0,59,333,0.1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"In a related petition, four Michigan communities asking the FCC to rule on whether Comcast  http://www.multichannel.com/article/189701-Comcast_PEG_Migration_Legal_And_In_Public_Interest.php?rssid=20059&q=PEGshould  have been able to move PEG channels to a digital tier there.",1.0,30,275,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"The firm's latest Voice of the Connected User Landscape study, based on a survey of 1,270 people in North America, said that increased adoption speaks to the rise of consumer self-bundling, led by  Netflix and Amazon Video , as well as  Hulu and newer standalone services such as HBO Now.",0.0,52,288,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Growing Belushi premiered in August 2000. It is produced for  Discovery by Whitehorse Productions, where James Orr and Jim Belushi are executive producers. For  Discovery , Kyle Wheeler and Joseph Schneier are executive producers. ■",0.0,37,232,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,"For its part, Logo, whose officials said this was the largest lesbian-focused marketing agreement it has signed to date, will provide  content for a number of Olivia’s entertainment events. Along those lines, the network recently held a screening of new  series Exes & Ohs before a packed house aboard one of the travel company’s recent cruises, according to company officials  Online , the partnership will manifest in a  content exchange of Olivia.com site features such as  video travel blogs with Logo’s lesbian-themed entertainment/ media site, AfterEllen.com       http://AfterEllen.com     , for which Olivia will be the exclusive LGBT travel property.      ",0.0,111,665,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"No matter the industry or use case, encoding is a key step in the video delivery chain. Looking to build immersive online fitness experiences like ClassPass (go2sm.com/classpass)? You’ll need an encoder. Hoping to distribute breaking news online by swapping out expensive satellite trucks for a remote streaming setup? Your live encoder will play a vital role. Simulcasting to multiple online video platforms (OVP) like YouTube and Facebook? Great! Here are instructions for connecting an encoder to each platform: ",0.0,79,515,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"As we near the end of this article, you die-hard Flash and RTMP lovers might still be wondering, “Flash isn’t really dead, is it?” The practical answer for most video business needs is yes—the vast majority of short-form, unprotected video playback doesn’t need the luxury of a Flash plugin to play. However, if you’re in the business of live streaming, video chats in desktop browsers, and/or legacy browsers, your dependency on the Flash plug-in won’t be a thing of the past until browser vendors adopt a ubiquitous real-time specification. So, you may be in a dwindling crowd, but you will be in a righteous one that still holds out for more consistent alternatives to emerge. And you may hold out hope (but not your breath) for a truly Flash-free future that will actually support seamless video delivery.",0.0,118,720,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,With MSNBC having the hugely popular and often psychotic Keith Olbermann its no surprise that other news networks may be looking to lighten the mood some. Also due to the election season CNN is seeing a surge in young viewers who want to keep an eye on what’s going on in the presidential ace. …,0.0,55,295,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The price tag for these upgrades is difficult to pin down. While Verizon is spending billions on a “future-proof” fiber-to-the-home system for data, voice and  video , other approaches are far less expensive.",0.0,34,208,0.1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"We also did something first that no other channel had done. When a  series airs, it immediately goes into the TV Everywhere space, into FX Now, and essentially you can consume it, you can binge it on-demand from the first episode to the end. So we have made really significant strides and we're at the point now where we generate about 10% as many nonlinear streams as linear streams, even given the fact that we are programming 24 hours a day on three channels.",0.0,85,462,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Writer-producer Vince Gilligan, the creator and show-runner of Breaking Bad, gives Schupack a “great deal of credit for the success” of that dark  drama .",0.0,26,154,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"From Facebook to Twitter, blogs to Kickstarter, the internet has given music artists no shortage of engagement tools to connect with their fans, but those same tools can keep fans at a virtual arm’s length, with higher levels of engagement limited to the high-ticket VIP deals that garner a hurried meet-and-greet backstage. Multiplatinum rock band Incubus decided to ratchet that kind of connection up more than a few levels. For the week leading up to the release of its first new studio album in 5 years, the band and its crew turned a warehouse space in Los Angeles into a high-tech agora, where hundreds of aficionados chosen from its fan clubs converged to meet the band members, watch them rehearse and perform, participate with them on art projects using six large white canvases placed in the room and on instrument clinics, and just do an extended hang with their heroes. Using a range of streaming and internet platforms and technologies, Incubus was able to project that experience to an estimated 2 million additional fans around the world, making Incubus HQ Live a multifaceted multimedia experience.",2.0,118,720,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"For bandwidth people, hardly anything is a surprise anymore. Not even that 50% and higher uptick in broadband usage, year after year after year, since about 2009.",0.0,27,162,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Parlez Vous …? “Imagine, for example, that you live in a community that’s a very heterogeneous community. You have multiple languages that are spoken throughout your market area, and you may have one or two major languages. What you might do is put those major languages out over the air,” says Noland.",0.0,52,302,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"I am very thankful to receive the NAMIC Next Generation Leaders Award,” Johnson said. “The NAMIC mission to educate, advocate and empower for diversity is an important one. To be recognized as someone that refl ects this mission is humbling. It is an honor to be considered in the same company with my fellow recipients and past recipients of this award.”",0.0,61,355,0.1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Many factors affect the price you pay for the delivery of audio and video content via streaming and downloads. With this inmind, let’s look at the two biggest factors that affect the price that are relevant to all delivery providers—bandwidth commit and storage—and what you can do to help get the best price.",1.0,53,309,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The bill only allows targeted advertising based on a consumer’s location, but does allow contextual advertising, which are ads based on the  content the user is engaging with.",0.0,29,175,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Also Read: AT&T Pushes Ways to Watch Super Bowl Despite CMG Blackout,0.0,18,110,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Though relatively few websites are required to provide closed captions for their videos, any website with significant video content should consider captioning. Not only does it provide access for deaf and hard-of-hearing viewers, but captions and the associated metadata can dramatically improve video search engine optimization. In this introduction to closed captions, you’ll learn about who needs to caption and who doesn’t (and why you may want to anyway), the available workflows for captioning live events and on-demand files, and a bit about web caption formats and how to marry them to your streaming files. Let’s jump in.",2.0,98,630,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Broadcast-only homes represent 9.3% of TV households. The number of broadcast-only homes in the second quarter was 11.1 million, up slightly from 10.9 million a year ago, Nielsen found.",0.0,29,185,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"NEW YORK — Even as multiplatform ad campaigns become the norm, traditional tenets — targeting consumers with top-notch creative among them — are still at the core of successful advertising.",0.0,30,189,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,WASHINGTON — Reclassifying Internet access under Title II could be a big hit in the pock-etbook for both consumers and Internet-service providers.,0.0,22,146,0.1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Mark Garner, senior vice president of distribution, marketing and business development for  A&E Television Networks , said the industry continues to face a challenge in finding the right business model to offer  content on multiple screens. The current strategy taken by some networks to offer  content free on their Web sites jeopardizes the current affiliate fee-based distribution model with operators that, he says, represents 45% of A&E Networks’ overall revenue.",1.0,73,468,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Stop me if you’ve seen this horror show a few times already: major Hollywood studio eliminates a tranche of  film and TV jobs, in areas such as distribution and marketing, and declares itself “ streaming first.”",0.0,37,211,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"They’ll also learn that real-world brands, in the RCVR world, benefited from alien technology—real-world brands such as show sponsor Motorola. Van Eyssen understands he needs to tread lightly in brand sponsorships, but he still sees tech companies as a natural fit to his story. ",2.0,45,279,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Beachfront said its programmatic ad system (Beachfront.io) currently supports about 20 billion mobile  video ad requests per month, and that its mobile revenues have jumped 700% in the past 12 months.",0.0,32,200,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Orion Ross, VP of animation for The Walt  Disney Co. EMEA, and Ayo Davis, president of  Disney Branded Television, made the announcements in France. “We’re delighted to be in Annecy announcing our continued commitment to working with leading studios and creators here in France and across the globe, to bring new voices, universal stories and brilliant animation to kids and family audiences around the world,” they said.",0.0,69,421,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"WASHINGTON — The National Football League’s push to get the Federal Communications Commission to preserve sports-blackout rules has gotten some traction, at least with NFL fans visiting a website that makes it easy to flood the agency with email comments.",0.0,40,255,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Multiplatform  video and time-shifted TV are growing ever more popular among users.,0.0,18,110,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"The telco outlined the plan, dubbed Project Velocity IP (VIP), at its annual investor day last Wednesday (Nov. 7) in New York. Project VIP includes efforts to expand and enhance both its wireless and wireline IP broadband networks.",0.0,38,231,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The nominations, which were announced by the Hollywood Foreign Press Association Wednesday morning, saw  Netflix draw 22 nominations in the television category, easily outdistancing HBO seven nods. The  streaming service garnered multiple nominations for several of its shows, including The Crown, Ozark and Ratched -- all three of which were nominated for best  drama series along with HBO's Lovecraft Country and  Disney Plus' The Mandalorian.",0.0,69,445,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"The bill allows for the suspension of Internet connections for repeat file-sharing offenders, and would allow for the blocking of sites that a court concludes ""has been, is being or is likely to be used for or in connection with an activity that infringes copyright,"" according to The Telegraph's Emma Barnett.",0.0,51,310,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Other new shows that will fit into the net-work’s new programming strategy include the docu- series Braxton Family Values, which debuts April 12 and follows the exploits of R&B singer Toni Braxton and her sisters; and Stat-en Island Cakes, set to premiere June 21, which follows a family-run bakery led by 21-year-old pastry chef Vinny Buzzetta.",0.0,56,345,0.2
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"RBC Capital Markets analyst David Bank said what's missing from the equation is a search algorithm that finds not only the specific show that a user is looking for but, like  Netflix or iTunes, seeks out  content that the user doesn't know about but might like to watch. “If they could crack that code, they would be the first to do it efficiently,” Bank said of developing a broader recommendation engine. “That would be an interesting product.” Tanner said that discovering new programming is an integral part of the site — for example, its Social Power Rankings list the 10 most talked-about shows on the site, fan pages, Facebook and Twitter. In addition, smart recommendations will roll out this year.",0.0,118,706,0.5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"BET Plus continues to be the home for best-in-class creatives to tell their original stories about the Black experience,” said Devin Griffin, executive VP and general manager of BET Plus. “We appreciate Lena’s creative vision and continued trust and are thrilled to partner with a skilled group of creators from Macro Television Studios and Hillman Grad to bring this  series to life.”",0.0,63,385,0.2
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The move is aimed at increasing shareholder value by providing more robust financial planning and management for  Discovery ’s U.S. networks,” CFO Roger Millay       http://www.multichannel.com/article/CA6370287.html     said in a prepared statement.      ",0.0,39,256,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"In a June 10 letter to Viacom CEO Philippe Dauman, Sen. Jay Rockefeller (D-W.Va.), joined by Sens. Richard Blumenthal (D-Conn.), Tom Harkin (D-Iowa) and Richard Durbin (D-Ill.), asked Nickelodeon and parent Viacom to ban ads on the kids’ cable network that market “unhealthy” food to kids. All three senators have pushed for TV-industry food-marketing standards to combat obesity.",0.0,58,380,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Lifetime's research shows that “women use VOD as a sampling tool more than men,” said Conkling. “Forty-two percent of women are likely to discover new programs on demand and then seek them out on linear television.”",0.0,36,215,0.2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Cablevision Systems has already paddled out with proprietary technology for interactive TV ads, but it's expected to soon get fully on board with the industry's Canoe initiative.",1.0,27,178,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"In a letter to top House and Senate Democrats and Republicans, the groups, which included NCTA-the Internet & Television Association and individual cable/broadband operators, said they were concerned that the large partial economic areas to be licensed, similar to the FCC's C-band auction, as ""proposed would not foster the kind of robust participation and innovation that made the CBRS auction a success and could also result in tepid investment and build out in rural areas where Americans need broadband more than ever before.""",0.0,83,531,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"AT&T has made gains through its IPTV television product U-Verse – it had about 126,000 U-Verse customers in the third quarter, more than double the 51,000 customers in the previous period. AT&T also resells satellite TV service from Dish Network and DirecTV Group outside of its telephone territory.",0.0,48,299,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Under Gotlieb, GroupM, the world’s biggest  media buyer, is challenging the digital giants, insisting on better measurement, only paying for ads consumers can see and keeping clients’ ads in safe environments. He’s also fighting trends that favor short-term results over the kind of long-term, value-creating brand building that TV has traditionally done but must find new ways to adequat quantify. When Gotlieb talks, the industry listens.",0.0,67,440,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"But emerging residential applications may start to strain DOCSIS as well. “Look at cloud-connected security cameras,” McCowan stated. “If you have large numbers of subscribers in a neighborhood that start stream one, two and three cameras at 4 Mbps, it can take asymmetric services to its needs. Symmetric bandwidth becomes a necessity.”",0.0,52,337,0.2
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"For starters, the number of consumer devices in the market that can easily be connected to the Internet to access  online or mobile  video has reached a critical mass. Between the third quarter of 2010 and 2011, the number of tablets in the U.S. skyrocketed by 488%, to 20 million; the number of over-the-top boxes such as Roku or Apple TV jumped 253%, to 6 million;  video streaming -enabled game consoles increased by 34%, to 61.6 million; and smart phones spiked by 47%, to nearly 105.7 million in the U.S., according to Magna Global, with more on the way.",0.0,102,559,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"R. Thomas Umstead talks to NASCAR’s SVP  Media & Productions about potential new distribution deals, reaching new viewers",0.0,19,121,0.1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"Chosen by NAMIC and editors of Multichannel News , the awards recognize business leaders who demonstrate exceptional practices of diversity and inclusion in the communications industry. Awards are given in three categories: MSO, Programmer and Technology.",1.0,36,255,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"DELIVERING ADVERTISING OTT There are two main ways of delivering personalized ads OTT—client-side ad insertion and server-side ad insertion. Client-side is a little more mature but is also fraught with challenges that can create disruptive ad experiences. This could include player and device incompatibilities, content coming from an ad server that’s not correctly formatted for the viewer’s device, and viewers running ad blockers. Server-side insertion tends to support more devices and give you a smoother playback experience but may fail to deliver some of the interactivity advertisers want such as knowing how much of an ad the viewer actually saw. The client-side analytics can tell you that an ad didn’t play, but it doesn’t tell you where in the chain something broke. ",0.0,118,720,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Mixing It Up This mix will still be a combination of subscriptions and AVOD. According to the “TiVo Q4 2019 Video Trends Report,” AVOD dominates consumers’ top service bundles. Regardless of whether you agree with its chart (see Figure 3 on page 56), AVOD makes sense if there’s a limited amount of subscriptions consumers are willing to have. Viewers don’t think about ad-supported services that are free in the same way they think about subscriptions. Free means no commitment, and according to TiVo’s research, a lot of consumers surveyed like free.",0.0,91,552,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Nick for the most part has a strong and fruitful history in developing home-grown  content , from Jimmy Neutron to SpongeBob SquarePants to The Fairly OddParents ,” Dawkins said. “This is something new and will be a nice complement to our home-grown strategy and building projects from the ground up. We have the ability to seek out new partnerships to find even more compelling  content to bring to our audience both domestically and internationally around the globe.”      ",0.0,82,475,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"New York -- A futuristic battle over hip-hop’s existence, a sobering look at the black slave trade and a humorous takeoff on the 1970s Schoolhouse Rock shorts are all planned for BET in 2008 as it eyes serious steps into animation.    ",0.0,43,235,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"The Met was involved in the first opera event ever offered on PPV, teaming with    Cablevision Systems Corp. and NBC to offer the 1991 event celebrating the 25th Anniversary of the Metropolitan Opera. Gelb said the advancement of digital technology and high-definition, as well as the TV exclusive nature of the performances should make the return of opera to PPV a success.      ",0.0,66,380,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"For starters, if ISPs redirect users who are accused of piracy to a “catchandrelease” captive portal, devices without a Web browser interface — such as smart TVs or Internetbased telephones — will stop functioning; a user would need to use a computer or another device with a standard browser to reactivate the connection.",0.0,53,322,0.1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"But the set-top box for streaming media has been a headache for at least a decade. First, there is an expectation that a STB should cost about $100. That was true in 2001, and it is still the case. The expectation stems from con- sumer price points for cable TV STBs that are not only purchased in 100,000 unit volume by the cable TV operators but are subsidized by recurring cable TV revenues and service con- tract periods. Unless you are buying by the pallet-load, the STB manufacturers generally won’t talk to you. But you can buy smaller quantities of what they make, as long as you can live with the functions they built in for the large cable TV operator. You can’t expect the STB to behave like a PC or browser, nor should you—it is designed to operate with an infrared remote control, and every STB handles the keycodes differently. Expect only one format to be supported, typically not the one you need. It gets worse. The STB will typically have a life of 1 or 2 years, and then it will be discontinued and replaced by an incompatible model.",2.0,118,720,0.4
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"FCC chairman Ajit Pai does not comment on mergers currently before the FCC, but he did restore the UHF discount, which paved the way for the proposal, and has signaled he thinks broadcast station ownership limits are an anachronism in the face of a changed marketplace.",0.0,46,269,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Lori Hall SVP, Consumer Marketing and Creative Services, TV One",0.0,18,110,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The difference between five years ago and now is in the way affiliates can maximize their involvement,” Snyder said. To that end, the network created customized cross-channel spots, banner ads and spots to drive HD subscriptions.      ",0.0,39,235,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"But Vorhaus, Faulhaber and many other experts believe the vast majority of BitTorrent’s Web traffic consists of  content that is being distributed in violation of copyright law. Indeed, 90% of P2P downloads are still of illegally copied  content , according to David Hahn, vice president of product management at SafeNet, which tracks the networks.      ",0.0,59,354,0.1
