scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,bottid,word_count,number_of_types
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Harmonic, the worldwide leader in video delivery, enables media companies and service providers to deliver nextgeneration streaming services to consumers globally. Powering millions of simultaneous streams, thousands of live channels, and countless VOD requests, Harmonic’s VOS®360 cloud streaming platform, combined with world-class 24x7 support and DevOps services, is changing the way operators monetize live and on-demand content on every screen.",0.0,0,60,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,The approach could also be a way to publicly justify divestiture requirements outside of the heated political context of President Donald Trump's attacks on Turner's CNN and suggestions that a DOJ divestiture requirement would stem not from reasonable antitrust theory and the facts of the merger but from political retaliation by proxy.,0.0,11,52,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Streaming. We share your passion. The right company makes all the difference. The people at Streaming Media are in the industry and from the industry; always have been, since 1998. No other group of professionals has the depth of connections, knowledge, and experience for you to work with—no one.",0.0,0,49,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Adaptive bitrate streaming is a smart solution to the vexing problem of delivering large media files over the internet without demanding that users wait patiently for a one-size-fits-all file  to buffer. For popular video streaming services like MLB.com, HBO GO, and others, it’s a key to rising marketplace acceptance. And there’s more to come.  The development of Dynamic Adaptive Streaming over HTTP (MPEG-DASH) promises to further advance the craft by creating the first international standard for adaptive bitrate HTTP-based streaming.",1.0,0,82,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True crime is paying off with big ratings for TV programmers — particularly among women viewers.,2.0,25,20,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The best way to operate your cellmux is to connect it to the internet using an alternative APN provider. These operators allow you to authorize on their APN, and since these providers offer a boutique service to broadcasters, their APNs are often directly peered to the target broadcaster’s network, or at least their ISP, and have limits on the number of users. While this doesn’t help the issue of backhaul contention between the cellmux and the operator (via the tower and its fiber back to the network core) this capacity is often quite abundant. The bigger issue is the connection from the operator to the internet, and an alternative APN provider can really help you address this issue. Also, because the alternative APN is an internet service, this means you can centralize your data path billing with them, while leaving the carrier activation to your locally purchased SIM cards.",0.0,0,127,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"MG: I see it similarly. There are only two vendors today that have demonstrated a virtualized CMTS, or virtualized core: Harmonic and Casa. I think CommScope has now announced that they have one, but they haven't delivered it yet. Harmonic did a nice job of going to Comcast and structuring a very interesting deal, which had to do with sharing of intellectual property and ownership and all kinds of other things. That put them on the map with not only the largest cable provider in the world but also one that is at the forefront of pushing things like DOCSIS [4.0] and high-speed services. So, that absolutely is their heritage. But we have done a very nice job of competing against them and winning. We’ve gone up against Harmonic for many carriers around the world, some of which have been announced publicly. And the reason is really twofold. The first is that we had the benefit of having a real CMTS. We took the code off of that fully functional CMTS and moved it into a virtualized and cloud-native environment. Harmonic built it from the ground up. There’s nothing wrong with that, but you do get advantages when you actually have a fully functioning system, especially from an operations provisioning and support standpoint. And secondly, we have an architecture that doesn’t force you to buy layer 3 switches when you actually go and put a virtualized stack of hardware together to run the software. And that has great advantage, especially in geographies where power consumption — and certainly price — is very important. So think about parts of Europe, Latin America, certainly, all the developing countries — that is a huge advantage for us. So we feel very good about our position and in that space.",0.5,0,127,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Drew is one of the most talented creatives in the industry having developed and produced some of the biggest unscripted hits on television,” said  OWN president Tina Perry in a statement. “I am beyond excited to have him join OWN to bring his expertise to our growing lineup of dynamic  series .”",1.0,17,54,0.1
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"It’s safe to say we will see future announcements from Adobe regarding DRM improvements to the Flash ecosystem. When asked about Adobe’s future as a DRM technology innovator, Hock predicted that “we will continue to treat DRM as an extra layer of protection and continue to update and modify our technology. There is no holy grail of content protection and it’s a continued effort.”",1.0,0,64,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"The quality and features Episode provides for Flash Video arealso very good, with support for both two-pass encoding andVP6-S and E, but multiple-file encoding times are awful.Forexample, Episode rendered five 1-minute source files to FLVformat in 47:40 (min:sec) on our 8-core Apple workstation, whileSqueeze did the same work in 6:48 with equal quality and featuresupport (albeit working from a predeinterlaced source).",0.0,0,61,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,• Make delivery affordable by lowering data rate on  long tail content.,0.0,0,20,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Some portable encoders are computers in a relatively small box, which typically require hefty fans, and the resultant noise, to keep the unit cool. On the other hand, the fact that it’s a computer also means that you can bring a monitor, keyboard, and mouse to the event, and configure and drive the unit locally. ",0.0,0,56,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The 50,000-Foot View At a high level, these tools are all massive data collectors; what varies are the source and types of data and what you can do with it. All systems store the data centrally and offer some kind of dashboard to access it. Systems differ dramatically in terms of how quickly the data is posted and how granular the data is. Virtually all systems can alert you to actual or potential problems, while some can automatically trigger a change in your distribution structure to avoid, minimize, or resolve the issue, like switching from one CDN to another. ",0.0,0,100,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Also: Fubo TV Deal with Altitude Sports Makes Denver One of the Nation's Most Interesting RSN Regions,0.0,0,20,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"We've observed that our competitors and some other players in the market are starting to think about how to showcase multiple live events in one screen,” he said, “and that's something we're working on and thinking about very carefully right now. As you can imagine, for the Olympics, you have literally thousands of events and multiple, you know, up to 20, 30 at once.” Having ways to easily see what are the trending events, what are the events that are the most popular events right now or the ones that have Team USA would be helpful for viewers, he said.",0.0,18,100,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"It’s critical to have visibility and correlation of ads throughout  Find out more at go2sm.com/telestreamdai an ABR network to protect ad revenues and ensure there are no  missed opportunities.That is exactly what the Telestream DAI  monitoring solution is built for.Telestream’s video management  system, iVMS ASM, collects monitoring data from our probing  technologies—the Inspector LIVE, Sentry, and Surveyor ABR  family.They perform ad-insert data correlation between  source, origin, and CDN locations, enabling operations teams  to dynamically visualize performance of the ad workflow and  identify issues fast.Telestream’s DAI solution not only monitors  and provides a real-time health status; it also includes analytical  data such as expected vs.actual avail times, avail minutes per hour,  ABOUT TELESTREAMFor over 20 years, Telestream® has been at the forefront of innovation in the digital video industry.The company develops products for media processing and workflow orchestration; live capture, streaming, production, video quality assurance, archive and content management; and video and audio test solutions that make it possible to reliably get video content to any audience regardless of how it is created, distributed or viewed.Telestream solutions are available on premises or in the cloud as well as in hybrid combinations.Telestream is privately held with corporate headquarters located in Nevada City, California and Westwood, Massachusetts.",0.0,0,127,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"John Landgraf, FX chairman, noted how reading the newspaper is an intellectual experience, and sought to make the  series an emotional one. Dolnick calls him “our key ally.”",1.0,17,29,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"ID's growth since its launch nine years ago has made it increasingly attractive to advertisers. With the upfront market — a time when cable networks sell more than half of their commercial inventory — approaching, ID is also drawing new competition, notably from Comcast's NBCUniversal, which said in February that its Oxygen network will become a crime destination network for women, featuring new programming from Law & Order creator Dick Wolf.",1.5,0,71,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,That strain (see sidebar) has also put a spotlight on a thorny issue for FCC chairman Tom Wheeler. He has long professed that his agency is not in the business of regulating  online content . But he does say it’s in the business of regulating access to that  content to ensure it fl ows freely.,0.0,0,57,0.1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"As managing editor, Kelley steered The Undefeated’s  content expansion efforts across  Disney , including the “Music for the Movement”  series with Hollywood Records, The Undefeated Presents: Hamilton In-Depth with Kelley Carter on   Disney Plus and other partnerships. She leads ESPN’s Black History Always initiative, which highlights the contributions of African-Americans through long- and short-form storytelling across  media platforms beyond Black History Month. Her work earned The Undefeated awards from the AP Sports Editors and the National Association of Black Journalists’ Salute to Excellence, among others.",2.0,25,91,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Frigoletto says that even Netflix, Inc. and iTunes, the biggest player in movie streaming and the world’s biggest music and video store, respectively, are hard pressed to deliver a true discrete multichannel audio experience, with the surround channels essentially interpolated using what he refers to as a “1970’s technology” such as phase shifting, smearing, and matrixing. Dolby Digital can handle a fully discrete surround soundtrack, but Frigoletto says that mobile applications don’t always offer the bandwidth needed to pass that through. “1080p is everywhere, even on handsets now, but getting 5.1 across is harder,” he says, referencing the perennial second-class status that many audiophiles believe sound is relegated to when it’s synced to picture.",0.0,0,114,0.2
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"SRT is most often compared to RTMP, a legacy protocol, which is still used for video contribution. However, not only does SRT consistently outperform RTMP in terms of both latency and video quality, support for RTMP’s dated technology is dwindling. Since RTMP is a media specific protocol and only supports a restricted set of audio and video codecs, it lacks support for new formats such as HEVC, VP9, or AV1. A sentiment echoed by Deloitte in its recent report: Technology, Media, and Telecommunications Predictions 2020.",1.0,0,85,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"3. Practice makes perfect: Testing your live workflow early in the planning process affords you the time to retool and make infrastructure changes as necessary. This should be done through actual simulations, as some issues don't come to light until the switch is flipped. It's important to account for the diversity of devices used for  streaming , including TVs, consoles, desktops, laptops and mobile, as each device operates differently. The last thing you want is to scramble to identify and fix a technical mishap in real time.",1.0,15,88,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"ACA counters that the FCC has plenty of authority to pay MSOs and stations and its plan would “ensure a redundant, geographically diverse fiber network that would be capable of meeting both the current and future needs of  video content delivery.”",0.5,0,42,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"SeaChange International general manager, advertising Aseem Bakshi said that while dynamic ads are being deployed, it took a viewer trend toward catch-up TV — using free VOD  streaming to watch episodes of a particular program that a viewer may have missed on their first airing — to force some distributors to take notice.",1.0,20,54,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Low Complexity Enhancement Video Coding (LCEVC) is one of the three MPEG codecs that will be released in 2020. Of the three, LCEVC is the only one that can have an immediate impact on the streaming landscape because it can be implemented completely in software without degrading system performance or device battery life. In fact, LCEVC has already been implemented by many streaming producers as V-Nova’s P+ codec. In this tutorial, I’ll detail how to encode LCEVC using FFmpeg 4.0.1-17 and the version 2.9 build 539246 of V-Nova’s P+ encoder. I’ll also take a quick look at encoding speed and comparative quality. ",0.0,0,103,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Holiday themed programming will air wall to wall on AMC, and the company's other networks will also present seasonal  movies and specials.",1.0,17,23,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"We are on a mission to make true virtual reality in 3D as easy to create as a click of a button so people can produce high-quality immersive experiences the way they see them. With our 3D technology, users can create VR  content fast and iterate quickly, seeing their 3D  content instantly,” said Han Jin, cofounder and CEO of Lucid VR. “Pair your LucidCam through WiFi with your phone to see how it looks in 3D, make the appropriate adjustments and then immediately reshoot if you need to.”",0.0,15,90,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"For remote applications, the ability to leverage two different cellular services with high- quality cellular modems helps ensure that you have a robust signal compared to the hundreds  or even thousands of handsets surrounding you. The threaded hole enables you to get the VidiU Go up higher and into the clear. Antenna jacks can be connected to directional antennas in remote, or even installation-type, situations.",1.0,0,66,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,"The FCC rules required Internet service providers to get their subscribers' permission to collect and share a broad category of sensitive information, including most importantly the Web browsing and app use that marketers — with an eye toward targeting — crave.",0.0,11,41,0.3
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"The suit alleges that Meta's assertions that its features are not manipulative and its platform is safe are bogus, and so represent illegal false and deceptive practices.",0.0,11,27,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"A dark secret kept between a group of college students comes back to haunt them in a trailer for Apple TV Plus’ new bilingual  drama series Now & Then, premiering May 20.",0.0,0,33,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The CW will benefit from other trends in the industry, including the ad reductions going on at networks including Fox, NBC and the Turner channels. Dollars may also shake out of YouTube and other digital players because of concerns over safe  content , viewabilty and measurement, Tuck said.",1.0,20,49,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"That could be signifi cant, given the growth the analyst expects from HBO Now. The over-the-top service could have 14 million subscribers by 2020, with 4 million of them churning off the MVPD service, according to Sheikh.",0.0,0,37,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,That setup is in line with how digital advertising is sold and for a long time has been the primary way that linear addressable was sold too.,1.0,20,27,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"If they find an illegal stream they grab a segment of content and then compare it to the original content. “What they do is capture that video and send it to us,” says Nakano. They inspect the content using fingerprinting to see if it matches the known content. “What fingerprinting does is allows you to automatically identify a piece of content,” he says. “I compare those two fingerprints and I say ‘Yes, this is a 100 percent match’.”",1.0,0,78,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"We are growing our business by providing differentiated and valuable products, and high-quality service to our customers,” CEO Chris Winfrey said. “We are also executing well on our evolution and expansion initiatives, and these strategic investments will lead to further customer and financial growth, creating long-term value for Charter shareholders.”",0.5,0,50,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,"It's a tricky proposition: GCI will have to push ahead to new platforms while supporting a legacy QAM  video architecture that has significant headend, advertising and data management implications.",1.0,0,30,0.3
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Adobe recently announced that it was ending ongoing development of the Flash Mobile Player for Android devices. The plug-in was used in Android’s native Chrome mobile web browser. At the same time, though, Adobe reiterated support for embedding the Adobe Integrated Runtime (AIR) into stand-alone apps. Since AIR contains Flash Player capabilities, Adobe is eliminating the need for mobile users to download a plug-in update every time a new one is available, while also putting the burden of testing video playback within an app squarely on the shoulders of the app developer.",0.0,0,92,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"As for launch partners, new owners of LeEco devices — both TVs and smartphones — have free access (between three to six months, depending on the device) to DirecTV Now, AT&T's nascent  streaming service, which offers 100-plus channels (temporarily offered for a $35 per month promotional price).",1.0,15,48,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Pearl remembered The Walt  Disney Co .'s purchase of 20th Century Fox programming assets in 2018 for $72.3 billion — won after a hard battle with Comcast — and the entertainment giant's 2006 buy of Pixar ($7.4 billion) and Marvel ($4.5 billion).,2.0,28,43,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"A new breed of products has emerged in the last year, though, that offer a combination of the functionality of hardware with the flexibility of software. Moving beyond the hot-shoe-mounted single-stream devices, this new class of devices strongly blurs the line between raw streaming and multi-input streams mixed together at the source. ",1.0,0,53,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5.2  Flexible playlist and channel creation Your channels may integrate live broadcasts with on-demand assets. They may also provide highly personalized channels requiring constant updating of the channel schedule (or playlist.) You also may want to create and distribute pop-up channels to focus on the latest breaking news or events. Your video solution must allow you to do all this and more.,2.0,0,63,0.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Apple, which has a major original  content initiative underway, also appears poised to introduce a new model as it continues to fall behind in the  OTT media player market (see Videophile, below).",1.0,17,34,0.2
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"As we near the end of this article, you die-hard Flash and RTMP lovers might still be wondering, “Flash isn’t really dead, is it?” The practical answer for most video business needs is yes—the vast majority of short-form, unprotected video playback doesn’t need the luxury of a Flash plugin to play. However, if you’re in the business of live streaming, video chats in desktop browsers, and/or legacy browsers, your dependency on the Flash plug-in won’t be a thing of the past until browser vendors adopt a ubiquitous real-time specification. So, you may be in a dwindling crowd, but you will be in a righteous one that still holds out for more consistent alternatives to emerge. And you may hold out hope (but not your breath) for a truly Flash-free future that will actually support seamless video delivery.",0.0,0,127,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Not every athlete-produced  series has to play on the social commentary field to be important or informative. ESPN+'s The Boardroom, produced by Golden State Warriors star Durant's Thirty Five Ventures and Durant's business partner, Rich Kleiman, examines the ins and outs of the business of sports, from the sneaker business to team ownership, through conversations with athletes and sports executives.",2.0,25,61,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"We think this merger idea would be an explicit acknowledgement that neither company believes it can succeed in the  streaming future alone,” said Todd Juenger, analyst at Sanford C. Bernstein. “We don't blame them for doing something, collecting some synergies, giving themselves more options. It's better than doing nothing. But whether this idea is ‘better than nothing’ is not the operative question.""",2.0,28,63,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"B+C: Will INSP be able to maintain its ratings momentum post-pandemic, as more people go out and potentially spend less time watching TV?",2.0,28,23,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Some reports have said that Sinclair has  failed to secure approvals  from some distributors for its DTC offering, but the company appears to be going full steam ahead with its  streaming streaming plans. In the meantime, Sinclair is scheduled to report its Q2 results on Aug. 4, and may have some updates on its DTC status, as well as that of its Dish negotiations. Maybe then investors will decide whether it's worth sticking around for the rest of the regular season.",1.0,16,84,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"As life in Siesta Key gives way to high energy in multicultural Miami, we see our cast grow up and greet their adult lives, and the pressures that come with it,” goes the MTV description. “Once big fish in a small pond, we’ll watch these young adults as they become much smaller fish in a far larger pond. New career pressures and aggressive competition will test our cast–and their friendships–in ways they can’t imagine.”",0.0,0,74,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Remake of animated show on Nickelodeon in the ‘90s,1.0,17,20,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Other award-winners including Petti Labelle, Kenan Thompson, Ben Crump, Alena Analeigh McQuarter, Robert F. Smith, Allyson Felix, Don Peebles, Queen Latifah and Jennifer Hudson.",0.0,0,24,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Bravo Vault: From Shahs of Sunset to Flipping Out, Bravo Vault immerses you in all the high-sheen  content and  drama you love with our rotating  content library.",1.0,17,30,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"As an example of this complementary approach, he said his platform could tie in webisodes from AMC's The Walking Dead, or aggregate and surface other  OTT content that's available about the  series 's actors.",1.0,17,36,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MCN: Do you feel you're sufficiently serving the hockey fan with your multiplatform approach?,0.0,0,20,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Network Resources I’m far from a network maven, but a couple network-related aspects of the system really jumped out at me. First is viewer routing, which lets you route groups of viewers by location (called Location Profiles) to servers that are closer to their location, such as an edge server that is at their facility. For example, in Figure 16, the Laptop location profile is sent first to the 2k3-Edge1-Acc Media server, with failover to the AMMS—Acc Media server. This improves the quality of service for the viewer because the data is closer, while decreasing WAN traffic and reducing bandwidth costs (if any) associated with video playback. ",0.0,0,108,0.2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"NCTA wants the PEG “forced speech” mandate to go away, as well as the TV station must-carry mandate. It has long argued that the justification for such mandates, that cable is a program-access bottleneck, no longer holds — if it ever did — because of the proliferation of outlets for  content .",0.0,11,53,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Within 15 days, we went to over 30,000 hours a day in  Netflix watching” across the system “without even announcing it to customers — they just found it,” Arndt said. The figure has grown to more than 900,000 hours daily, Frontier officials said, citing data they said came from  Netflix .",0.0,0,53,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"One commissioner’s aide called the item a bit of a laundry list, and suggested that Genachowski doesn’t seem ready to get rid of the rules in October. But the source also said there are no “smoking gun” presumptions and that cable operators haven’t raised any concerns about that point.",0.0,11,49,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Cable operators have been de-emphasizing  video for several years -- every major operator has more broadband customers than  video customers. Comcast, which  held on to the   video mantle the longest , had 31 million broadband customers and 19.4 million  video customers as of March 31. Charter Communications had 29.2 million broadband customers and 16.1 million  video customers as of March 31. Even smaller size operators like  Altice USA (4.2 million broadband and 3.1 million  video subscribers), have been  focusing on high-value   video customers -- those that take the highest programming tiers -- as they let less profitable ones cut the cord. In cable, just as in  streaming , broadband is king.",1.0,21,124,0.1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"That program delivers broadband, X1  video service, WiFi, and home security and automation services using fi ber-to-the-building and fi ber-to-the-unit architectures. Charter Communications, meanwhile, is applying more resources toward the MDU segment via its recently re-branded Spectrum Community Solutions service.",0.0,2,41,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"“It’s time to move towards MPEG DASH,”wrote Ericsson’s David Price, shortly afterMWC and just before this year’s NAB show.“Asmy Ericsson colleague Giles Wilson mentionedin his recent keynote speech at the IP&TV World Forum in London, it’s important toremember the internet is an experience rathertha[n] a technology.”",0.0,0,46,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"NeuLion will capture the live  video stream from each venue, along with the ambient crowd noise, and strip out the regular broadcast TV commentary, stitching in play-byplay calls and commentary from announcers viewing that live stream from a centrally located studio in the U.K.",0.0,18,45,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DAZN SAID ITS DECISION to take a knee and delay the start of its Nov. 2 Canelo Alvarez-Sergey Kovalev boxing match until after the end of the competing UFC 244 actually garnered additional signups for its event.,1.0,17,37,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,The blackout came at a tough time for Dish: the middle of football season. Fans weren't able to see college games on Saturday on ESPN and faced the prospect of losing Monday Night Football until the agreement was reached.,0.0,0,39,0.1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"The IAB’s Digital Video Committee addressed the interoperability issue with the October 2008 release of its “Digital Video Ad Serving Template (VAST).” VAST’s aim is to facilitate interoperability between ad servers so that DoubleClick, Microsoft, Tremor Media, and the rest can call up a video ad from the same XML document,whether it be a linear preroll ad or a nonlinear overlay ad. The major players in the industry are now at various stages in the process of implementing VAST. “In 2009, you can expect to start seeing a great deal of interoperability,” says Paparo, principal author of the VAST document. “That will reduce transaction costs, not just for agencies, but also for publishers.” ",1.0,0,114,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Segmented Download – ‘HTTP Live Streaming’ While often referred to as ‘HTTP LiveStreaming,’ this method is used for bothlive and on-demand content.In bothinstances, the source media file isconverted into 10-second segmentedmedia files.During the playback processthe viewer is able to seek backward andforward through media segments thathave arrived.",1.0,0,47,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Lifetime will conclude its  Emmy -nominated documentary  series Surviving R. Kelly with a two-night event debuting in January.,0.0,0,20,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Analysts, many of whom highly doubted Altice’s ability to survive in the cutthroat U.S. cable business, are now singing the company’s praises.",1.0,13,22,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Developed by Oprah Winfrey, directed by Reginald Hudlin and produced by Derik Murray in close collaboration with the Poitier family, Sidney features candid interviews with such celebrities as Denzel Washington, Halle Berry, Robert Redford, Lenny Kravitz, Barbra Streisand and Spike Lee.",0.0,0,41,0.1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,NYC Television Week also included the  Advanced Advertising and  Next TV summits. It ends tonight (September 15) with the  40 Under 40 Awards .  ￭ ￭,0.0,0,30,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"Nevertheless, Dish stock was up 11% Friday, in part because of merger speculation but also because Ergen offered more details on the wireless rollout and the apparent resolution to another dilemma -- T-Mobile’s decision to  shutter its 3G CDMA network , the very platform over which most of Dish’s Boost Mobile customers receive service. Ergen said that T-Mobile will shut off the CDMA service on March 31, and that the two are working together regarding communications, handset supplies and incentives. That should make some investors happy.",0.0,0,87,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Some video producers are concerned about this trend.“Leave video production to the professionals,”they say. But their complaints are quickly being brushed aside in the face of overwhelming demand by an ever-growing number of users that are enthusiastically adopting the concept. Similar warnings were voiced years ago when desktop publishing first became available, shortly followed by desktop presentation creation tools such as Aldus Persuasion and Microsoft PowerPoint. Professional graphics designers identified early challenges: “There are ten typefaces per page” and “These are unreadable slides—they’re not created by artists.” While they had a point—there is no substitute for good design—the reality was that “business-based” end users became increasingly adept, and the applications became pervasive. As a result, internal business typesetting and presentation production is now the norm. So to video professionals blocking EGC we say, “It’s better to join now because there’s no turning back. User demand for EGC is growing exponentially and is indicative of historical ommunication and collaboration adoption patterns!” ",0.0,0,127,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"When the dust settled, after both Google and Yahoo walked away from potential acquisitions of Twitch, Amazon acquired the company in a $970 million cash deal. ",2.0,0,27,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"At the DealBook conference last month, Lachlan Murdoch said  Netflix really has two businesses, distribution and  content generation, which both require tremendous scale to be successful.:At the DealBook conference last month, Lachlan Murdoch said  Netflix really has two businesses, distribution and  content generation, which both require tremendous scale to be successful.",1.0,13,55,0.0
