stage,year,page,article name,length of article,paragraph,2500bott,Bottid,singlebott,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content production,data center/storage,internet infra,content distribution,"browsers, apps & smart devices",advertising,end users,external partners,substitutional partners
2,2023.0,0,0,0,"Comcast lost 32,000 high-speed internet users through the first nine months of this year, and it's expected to be losing more in the ongoing fourth quarter.",0,28,1,0,0,0,1.0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
1,2023.0,0,0,0,"Fox News averaged 1.9 million viewers during the week of November 27 to December 3, surpassing last week’s chart leader  ESPN’s 1.7 million viewers, according to Nielsen numbers supplied by Fox News. The news network's November 30 DeSantis vs. Newsom: The Great Red vs. Blue State Debate special averaged 5.4 million viewers across its live airing and repeat telecast to pace its ratings performance.",0,17,1,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0
2,2023.0,0,0,0,"Under Beau’s successful leadership, Telemundo has remained a highly influential voice to Spanish-speaking audiences throughout the nation,” Conde, who also is a  former Telemundo chairman, said. “He has led Telemundo during a transformative time. He and the team delivered innovative  content across all platforms and record fi0cial results. I look forward to continuing to work closely with him in his new role.”",0,25,1,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0
1,2023.0,0,0,0,Drescher looked ahead to the next negotiations with the studios.,0,17,1,0,0,1.0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0
2,2023.0,0,0,0,"I’m honored to lead and steward MavTV’s rich legacy into the future – and do so with immense optimism and a new direction that further fuels the passion of enthusiasts in subcultures across two-wheel, four-wheel, dirt, pavement and water,” Olivares said.",0,25,1,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
0,2023.0,0,0,0,"But it turns out that quadrature amplitude modulation, or QAM, the digital encoding standard for linear cable  video , “is going to be with us for a long time,” according to  Charter chief fi0cial officer Jessica Fischer .",0,5,1,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0
0,2023.0,0,0,0,"Yeah, Charter, which has added only 216,000 high-speed internet customers through the first three quarters of 2023 vs. 1.589 million FWA subscribers for T-Mobile, still thinks the wireless guys will run out of network capacity.",0,2,1,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0
2,2023.0,0,0,0,Metadata enables customized features for connected vehicles,0,27,1,0,0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0
0,2023.0,0,0,0,CTV is gaining while traditional TV remains under pressure from cord-cutting and consumers shifting to  streaming .,0,10,1,0,1.0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,2023.0,0,0,0,"Verizon is still  delivering 12 free months of   Netflix Premium to wireless, 5G Home and LTE Home customers who sign up for Starz Play via  its wholesale   subscription market, +play . That promotion was initiated back in July.",0,26,1,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0
0,2023.0,0,0,0,"With the backing of broadcasters, who have been trying to get more money for their  online content , including by pushing for an antitrust exemption from Congress to negotiate for aggregated news  content , Senate Commerce Committee chair Maria Cantwell (D-Wash.) wrote Rosenworcel asking her to revive the 2014 inquiry with a focus on good-faith negotiation rules related to edge provider aggregation of news  content from print and broadcast sources.",0,11,1,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0.0,1.0,0,0,1.0,0,0,0,1.0,0
2,2023.0,0,0,0,"Optimum continues to make steady progress on our mission to be the connectivity provider of choice in every community we serve as we drive improved operational and customer experience metrics across the board. Creating dedicated Consumer and Business Services teams as well as doubling down on innovation best positions us to accelerate our initiatives, strengthen our operations, meet customer needs, and return to growth,” said  Altice USA CEO Dennis Mathew.",0,25,1,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0
1,2023.0,0,0,0,"On Sunday, ESPN will air the College Football Playoff selection show, which will finalize the postseason matchups.",0,17,1,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
1,2023.0,0,0,0,"On the golf links, NBC and  Golf Channel will provide weekend coverage of the PGA Hero World Challenge, while on the soccer field the USA women’s soccer team plays China in an international friendly matchup Sunday on  TNT .",0,17,1,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
2.0,2023,0,0,0,"Moriba’s ultimate goal is to ensure Black issues and stories are heard across all platforms, she said.",0,25.0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"How the bits make it from point A to point B on a screen doesn’t matter, whether it’s a set-top box, tablet or mobile phone. Under the hood, CTV is still just television that happens to be delivered over IP. And FAST? Besides a cool-sounding acronym, free ad-supported television is still the traditional broadcast model. I don’t pay to watch CBS broadcast TV free over the air — advertisers do!",0,29.0,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0.0,0,0,0,0,1.0,1.0,0,0,0
2.0,2023,0,0,0,"But No. 4 company Dish Network lost 805,000 satellite TV customers last year vs. 595,000 a year prior. It lost nearly 10% of its satellite TV base last year. Those customer ranks stand at only around 8.6 million.",0,28.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,1.0,0,0,0,0,0
2.0,2023,0,0,0,A Warner Bros.  Discovery spokesman confirmed that  Discovery Plus would continue to exist as a low-priced option for consumers. The service would maintain a connection with  Discovery fans and provide a pipeline for marketing and data collection.,0,27.0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,WXIA Atlanta won for Rebecca Lindstrom’s #Keeping report on a special-needs child who was abandoned in an emergency room. ABC News Studios and  Hulu won for Leave No Trace: A Hidden History of the Boy Scouts.  WBRZ Baton Rouge won for Chris Nakamoto’s Murder-Lies-Hidden Evidence: Holding Louisiana State Police Accountable.,0,25.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0
0.0,2023,0,0,0,"America can expect a good return on its investment to make broadband affordable for every household.  Research shows a high correlation between increased broadband penetration and GDP growth, with some studies even suggesting a causal relationship. The World Bank estimated that a 10 percentage point increase in broadband penetration can lead to a 1.2% jump in real per capita GDP growth in developed economies.",0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0
1.0,2023,0,0,0,"We have held good faith negotiations with MLB for several months to renew our deal to continue carrying their  content on YouTube TV. Unfortunately, despite our best efforts, we were unable to reach a new agreement before our existing one expired,” a YouTube TV spokesperson said. “Starting today, January 31, 2023, the MLB Network will no longer be available on YouTube TV.”",0,17.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
1.0,2023,0,0,0,The loss of MLB Network comes within weeks of the start of  Major League Baseball’s Spring Training season and less than two months before the start of the baseball's regular season. ■,0,17.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
2.0,2023,0,0,0,"Altice USA investors, who have watched the cable operator’s market capitalization — once at well above $10 billion — precipitously decline to around $1.8 billion, as its broadband customer growth has ground to a halt, like the idea of Altice merging with a far more diversified TMT conglomerate.",0,28.0,1.0,0,0,1.0,1.0,0,0,1.0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,Gray TV also chimes in about CBS’s FuboTV deal that left affiliates on the sidelines (UPDATED),0,25.0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,1.0,0.0,1.0,0,0,1.0,0,0,0,0,0
1.0,2023,0,0,0,"Scripps already has extensive experience dealing with vMVPDs through its national networks division. Scripps has gained carriage of its digital over-the-air broadcast networks on vMVPDs including YouTube TV, which is now carrying Scripps’ Ion, Bounce and Court TV channels.",0,20.0,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1.0,0.0,1.0,0,0,1.0,0,0,0,0,0
1.0,2023,0,0,0,Newly created virtual multichannel  video programming distributors (MVPDs) like  YouTube TV and  Sling TV currently negotiate with broadcast networks for national carriage on behalf of their owned stations and affiliates. The issue recently came to a head when the  CBS affiliate board said a deal reached with Fubo TV did not give affiliates enough value for their local programming,0,20.0,1.0,0,0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0,0,0,0,0
2.0,2023,0,0,0,"Our networks have grown with the growth of virtual MVPDs during this quarter,” she said. “We are planning to launch additional free ad-supported, or FAST, channels in the coming months.”",0,29.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0.0,1.0,0,0,1.0,0,1.0,0,0,0
1.0,2023,0,0,0,"In the ring, YouTube star Jake Paul on Sunday will look to advance his boxing career when he faces Tommy Fury in the main event of an  ESPN Plus pay-per-view boxing card on Sunday. On Saturday,  Showtime will telecast a live fight card headlined by the junior welterweight championship fight between Subriel Matias and Jeremias Ponce.",0,17.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0
2.0,2023,0,0,0,Zaslav noted that  HBO Max has begun selling advertising on HBO originals. The company began offering pre-roll spots — commercials that run before the start of a show like The Last of Us without creating commercial breaks that interrupt the program.,0,29.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"WBD added 9.6 million paid  streaming customers in 2022, ending the year with 96.1 million subscribers across its soon-to-merge HBO Max and  Discovery Plus  streaming services.",0,28.0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"The company also lost 24,000 wireless customers, finishing the year with 7.983 million. ■",0,28.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0.0,2023,0,0,0,"The company said it increased the number of fiber-to-the-home broadband customers in the quarter. Net adds were 36,000 in the quarter as total fiber broadband customers reached 172,000 at the end of the year.",0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0
1.0,2023,0,0,0,Ripley said that about deals representing about 50% of Sinclair’s distribution would be renegotiated before the end of the year. Another 40% are up for renewal in early 2024. That means that Sinclair hasn’t had a chance to reset rates for most of its footprint for at least two years.,0,17.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0,0,0,0,0
2.0,2023,0,0,0,"Sinclair purchased 19 Fox Sports RSNs in 2019 for $10.6 billion, then preceded to embark on two expensive stock buybacks.",0,28.0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,Paramount chief fi0cial officer Naveen Chopra said the company is betting that the combination of Paramount Plus and Showtime “provides a better experience for consumers while simultaneously unlocking material fi0cial benefits for both our TV  media and DTC businesses.”,0,28.0,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"Viamedia offers operational management of all aspects of the advertising sales business Included is a state-of-the-art, highly scalable Network Operations Center (NOC) that services all markets, with experienced supporting ad sales teams selling for over 70 MVPDs in 28 states covering 65 designated market areas (DMAs) in the United States.",0,29.0,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,0.0,0.0,0,0,0,1.0,0,1.0,0,0,0
0.0,2023,0,0,0,She said the FCC should investigate the deplatforming and the related issues of bundling and most favored nation clauses.,0,11.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,0.0,0,0,0,1.0,0,0,0,1.0,0
0.0,2023,0,0,0,"Asked about the FCC’s attempts at  improving their broadband availability maps , Sohn said that would be one of her first orders of business.",0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0
2.0,2023,0,0,0,"At this point, Shell noted that there are parts of the ad market that are doing well. He said the pharmaceutical and entertainment categories were good. “Travel is on fire,” he said.",0,29.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"The trajectory, the timing of that really is up to macro conditions. How when does the ad market recover? What are linear declines going forward? We continue to cut costs in the linear segment to maintain our margins. So I'm pretty confident that we have a lot of growth ahead at NBCUniversal,” he said. ■",0,29.0,1.0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,B+C has partnered with always-on TV ad measurement and attribution company  iSpot.tv for a weekly ranking called  Promo Mojo : Exclusive data showing TV’s most-promoted programming ranked by ad impressions. Our data covers the seven-day period through January 22.,0,29.0,1.0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"Interruption Rate: The percentage of devices that were present at the beginning of the ad but did not complete watching the ad. Actions that interrupt ad play include changing the channel, pulling up the guide, fast-forwarding or turning off the TV. The Interruption rate is measured on a scale of zero to 100%.",0,29.0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
0.0,2023,0,0,0,"In December 2022, the Federal Communications Commission launched a rulemaking proposal — as part of its implementation of the  Bipartisan Infrastructure Act — that aims to prevent digital discrimination. That proposal would sanction both unintentional and intentional discrimination in the provision of internet access service.",0,11.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
1.0,2023,0,0,0,"On multiple occasions, we made it clear to Newsmax that we wanted to continue to offer the network, but ultimately Newsmax’s demands for rate increases would have led to significantly higher costs that we would have to pass on to our broad customer base,” DirecTV said in a statement. ""Anyone, including our customers, can watch the network for free via NewsmaxTV.com, YouTube.com and on multiple  streaming platforms like Amazon Fire TV, Roku, and  Google Play. We continually evaluate the most relevant programming to provide our customers and expect to fill this available channel with new  content .""",0,18.0,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,0,0,0,0,1.0,1.0,0,0,0,0
2.0,2023,0,0,0,"When I look at the big picture, the cable companies are losing a great number of subscribers to T-Mobile and Verizon as those companies ramp up their wireless home internet capabilities,"" Moore told Fierce. ""So, to me gaining a mobile capability is all about locking down the churn, locking down the number of subscribers that are currently with the cable companies."" ■",0,28.0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"Social Trends with a Focus on AI and Privacy:  Twitter continues to shed advertisers and users as it struggles with brand safety,  content moderation, and executive departures following Elon Musk’s acquisition of the platform. TikTok continues to increase its share of  video time spent, providing consumers with an effective quick hit of entertainment dopamine. Meanwhile, a bill to ban the platform is gaining steam in Congress.",0,28.0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"This suggests two things for most future businesses: first, get deeper into data, including data management and enhancement; and second, the foundational forms of data distribution — such as fiber, and via spectrum services, i.e., wireless and satellite — are worth keeping and enhancing, in lockstep with data collection.",0,27.0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"According to  credit reporting agency Fitch Ratings, DirecTV lost about 500,000 subscribers in the third quarter, leaving it with 13.3 million customers.",0,28.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,Also: Spectrum Reach Brings   Streaming to Self-Service Advertising Portal,0,29.0,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,1,0,0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"Standard General agreed to acquire Tegna in an $8.6 billion deal that includes the assumption of $3.2 billion in debt. Apollo Global Management (AGM) is providing some of the funding for the deal. AGM controls CMG, which will own some of the Tegna stations if the deal is approved.",0,28.0,1.0,0,0,1.0,0,0,0,1.0,1.0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,0,0
2.0,2023,0,0,0,"The four-part, eight-hour  film series will celebrate Black cultural icons, pioneers and activists and their impact, influence and legacies in fashion, music,  film and dance, according to the network.",0,25.0,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
0.0,2023,0,0,0,"Equally important, Congress hasn’t authorized the FCC to insert itself into these negotiations. The definitions and language Congress wrote into current statutory provisions do not extend to internet streamers.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2.0,2023,0,0,0,"The  Emmy Awards will not take place in September, according to published reports, with  the WGA and SAG-AFTRA strikes ongoing. Fox is lined up to air the 2023 Emmys, which was set for September 18.",0,30,1.0,0,1.0,1.0,0,0,1.0,0,1.0,0,0,0,1,0,1.0,0,0,0,0,0,0,1.0,0
2.0,2023,0,0,0,"A year ago, Charter lost 240,000  video subscribers in the second quarter.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
1.0,2023,0,0,0,"Fans already subscribing to Marquee via a cable, satellite, telco or virtual multichannel  video programming distributor (vMVPD) can stream programming through the new Marquee Sports Network App at no added cost.",0,20,1.0,0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,0,0
2.0,2023,0,0,0,"With major changes to the traditional  video business, a continually shrinking subscriber base and increased competition from emerging technologies, NCTC executives said the conference will look to educate and inform member distributors who have their hands full keeping their future business prospects in line with the evolving landscape.",0,28,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"Measurement is one of the foremost, complex and dynamic topics in TV advertising today and in order to continue to move the needle forward on progress and change, we need to work together to address, reconcile and resolve current industry challenges on this front,” Comcast Advertising managing director Marcien Jenckes said. “Our announcement with Nielsen today is the latest proof point and step forward in that journey and we look forward to more continued momentum and innovation in the future.”",0,"27,29",0.0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"Netflix also continued to leverage data from Nielsen's monthly U.S. viewership market share tracker, The Gauge. Comparing Gauge data from May 2021 to June 2023,  Netflix illustrated marked upticks in both  Netflix and overall  streaming usage in the U.S. over the last two years.",0,27,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
2.0,2023,0,0,0,"The report also looked at today’s viewing patterns and ad buying and selling practices based on data from its Effectv ad sales unit and FreeWheel, Comcast’s ad technology company.",0,"27,29",0.0,0,0,0,1.0,0,0,1.0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2.0,2023,0,0,0,"The strike will have the most immediate impact on the movie theater companies, credit-rating agency Moody’s said in a report Monday, but next on the chopping block are the  media companies making the transition to  streaming from broadcast television and pay TV channels, Moody’s said.",0,30,1.0,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"They have so many different properties that hit our target audience, so we're able to really laser-focus on who we want to target, and NBC has a lot of those capabilities,” Young said.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Weggemann, the athlete who won the Quickfire challenge, worked with Delta since 2019 as a member of Delta’s advisory board on disability. “When they became a Team USA partner, I was ecstatic because I’m very biased in my enthusiasm for Delta,” she said. “They’re a remarkable brand because when you’re with them, it truly is a family.”",0,25,1.0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,1.0
1,2023,0,0,0,INCOMPAS and a handful of other communications trade associations are urging Congress to fill the empty fifth seat on the Federal Communications Commission ASAP.,0,23,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Ultimately, connectivity hinges upon advancements in the privacy-focused use of data to unite audiences. This will impact the ability to provide advertisers with everything from the basic building blocks of reach and frequency to the more sophisticated capabilities now possible on TV viewing platforms, such as advanced targeting and addressability. And in the end, it is what will allow us to provide the level of measurement and attribution necessary to allow advertisers to continue to invest in the premium  video marketplace. The need for innovation in the use of data to fuel new measurement solutions is the impetus behind  the launch of the unprecedented U.S. Joint Industry Committee (JIC) for premium  video measurement, whose members were present and outspoken across Cannes stages this year.",0,27,1.0,0,1.0,0,1.0,1.0,1.0,0,0,0,1.0,1.0,1,0,0,1.0,0,0,0,1.0,0,0,0
2,2023,0,0,0,"The  streaming channels will be built around a broad range of NBCU entertainment, news, sports and Spanish-language  content , from  Saturday Night Live and Bravo favorites Top Chef, Real Housewives and Keeping Up With The Kardashians to black-and-white classics including The Lone Ranger, Lassie and Alfred Hitchcock Presents.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
2,2023,0,0,0,"Historias de Amor: Delightful romantic comedies and emotionally charged dramatic sagas of love and revenge. Based on authentic storytelling, offering familiar  content for the bilingual U.S. Latino population.",0,25,1.0,0,0,0,1.0,0,0,1.0,0,0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"Congress provided $65 billion in  the Infrastructure Investment and Jobs Act (IIJA) for broadband infrastructure. The National Technology and Information Administration (NTIA) is overseeing $48.2 billion of that, mostly going to states via  the BEAD program . No state got less than $100 million and over a third--`19-got over a billion dollars.",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
0,2023,0,0,0,"President Joe Biden speaks as he announces a $42 billion investment in high-speed internet infrastructure during an event in the East Room of the White House on June 26, 2023 in Washington, DC. (Chip Somodevilla/Getty Images))",0,2,1.0,0,0,1.0,0,0,0,0,0,0,1.0,0,1,1,0,0,1.0,0,0,0,0,0,0
"0,2",2023,0,0,0,"Asked if they would support refreshing the record, Gomez said she agreed local broadcast news was important and said that, if confirmed, she would work with the committee to understand the issue and “delve into” what the FCC can do “given current law.”",0,"11,25",0,0,0,1.0,1.0,0,1.0,0,0,0,0,1.0,1,0,1.0,0,0,1.0,0,0,0,1.0,0
2,2023,0,0,0,"MF: We were very disappointed that Nielsen was not ready this year to move away from panel-only data. Nielsen has been talking a lot around their  Nielsen One suite to enable big data plus the Nielsen panel. They were not ready for this year’s upfront to be transacted on it. So most of this year’s upfront will continue to transact on the legacy Nielsen panel-only data sets. But we are running side-by-side shadow currency tests using [other] measuring companies, like I mentioned, to get a better understanding of where the discrepancies between panel only and panel plus big data lie.",0,27,1.0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
0,2023,0,0,0,"As FCC chair Jessica Rosenworcel suggested at a House oversight hearing Wednesday (June 21) that cable  video -related regulation provided for in the 1984 and 1992 Cable Acts did not apply to  online video providers, at a separate Senate Commerce Committee FCC nomination hearing Thursday (June 22), chair Maria Cantwell (D-Wash.) pressed the issue.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"Cantwell told Rosenworcel that Congress should create a new copyright regime for linear TV  streaming services so that broadcasters can more easily be compensated, but that the FCC did not have to wait around for Congress to get to it.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"That reality notwithstanding, at Wednesday's hearing both Democrats and Republicans praised FCC chair Jessica Rosenworcel and her colleagues for how they had been working cooperatively.",0,11,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,1.0,0
2,2023,0,0,0,"CO: Yeah, I think the biggest kind — and I’m sure everyone here will understand when I say the biggest changes with — you know, Amazon is a giant global, I think the biggest employer in the world. It is a tech-driven company, that it comes out of Seattle, but it comes out of Silicon Valley culture. And that culture is just a lot different. A lot of the things that we assumed coming out of the studio space, everything was driven by our catalog and our legacy. At Amazon, it's really driven by an obsession with our customers. So it’s really how do we, as quickly as possible, drive value for customers inside our service? It’s a really different viewpoint.",0,26,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
0,2023,0,0,0,"The FCC said it had tentatively concluded that it has the regulatory authority to impose such customer service obligations on DBS, the first time it will have done so if it adopts the rulemaking.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"The FCC has proposed to require cable and satellite operators to give consumers the ""all-in"" price for their  video service so they can price shop among  video alternatives, including  streaming services.",0,11,1.0,0,1.0,0,1.0,0,1.0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,1.0,0
0,2023,0,0,0,"Schwantes used the opportunity to call on Congress to pass its Junk Fee Prevention Act , which would boost pricing transparency for cable and satellite ""and beyond.""",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"Nathanson notes that  the current   Disney bundle of  Hulu ,  Disney Plus and ESPN Plus has a churn rate lower than  Netflix and three times lower than the rest of the  streaming industry.",0,"26,28",0.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
0,2023,0,0,0,"Back when the FCC’s network-neutrality rules were in force,  the general conduct standard was one way data cap foes said the FCC could regulate them. At the time, then-FCC chair Tom Wheeler signaled that usage-based pricing could be an innovative business model, but also indicated the FCC would prevent anticompetitive behavior wherever it concludes it is occurring.",0,11,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,0
2,2023,0,0,0,"The combination of premium  video inventory, like NBCU’s, and the Walmart shopper data can be a game-changer for marketers.",0,27,1.0,0,0,0,1.0,0,0,0,0,0,1.0,1.0,1,1,0,1.0,0,0,0,0,0,0,0
2,2023,0,0,0,"We are thrilled about the opportunity to expand our partnership with Walmart Connect,” said Matt Cleary, U.S. head of retail and eCommerce, Global Business Solutions at TikTok. “By marrying TikTok’s ability to drive product  discovery with Walmart Connect’s rich customer insights and broad product assortment, we are creating new ways for brands to reach key audiences in a measurable and joy-filled environment, further connecting the path between inspiration and action.”",0,26,1.0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"Holloway would venture back into the broadcast arena in 2011 as president of multichannel distribution at  Ion   Media Networks before moving into the  streaming space in 2020 with  the launch of two urban-focused services, URBN-TV and UKW   Media , targeting multicultural viewers on the emerging digital platform.",0,25,1.0,0,0,0,1.0,0,0,0,0,0,0,1.0,1,1,0,0,0,1.0,0,0,0,0,0
2,2023,0,0,0,"Mark Loughney, a senior consultant, who led the survey, suggested the production disruption caused by the ongoing Writers Guild of America strike could sustain the downward arc found in the survey.",0,30,1.0,0,1.0,1.0,0,0,1.0,0,1.0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0
