stage,index,path,year-month,date,article_idx,article_title,article_length,paragraph,check,2500Bott,singlebott,Bottid,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,bott_list
1.0,8921,./htmls/Factiva-20240111-0411.html,2009 November,2009-11-02 00:00:00,6,"FiOS TV Growth Slows; Verizon Adds 191K    Video  Subs in 3rd Quarter, to 2.7M Total    ",28,"Moffett noted, though, that Verizon’s loss of 135,000 DSL subscribers in the third quarter was its worst on record — again, despite targeted promotions including offering DirecTV’s Sunday Ticket for “free” this season for new subs who take certain DSL-based triple-play bundles. The 63,000 net broadband additions were 51% lower than in the third quarter of 2008 and down 89% sequentially.",0,1,0,"18,20",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,9041,./htmls/Factiva-20240111-0411.html,2009 November,2009-11-02 00:00:00,11,Content,19,"Other interactive programs — like the network's music-countdown shows, in which viewers choose their favorite songs — help GAC continue to reach out to its viewers, Durant added.",0,1,0,"18,19",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,66550,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-18 00:00:00,8,"NTIA, RUS Report: Government Agencies Have Worked 'Expeditiously' On Distributing Broadband Stimulus Fund; Summary Is Third In    Series  Of Status Reports Required By Congress    ",7,"Government agencies have worked ""expeditiously, to ensure that [broadband stimulus] funds are distributed quickly, efficiently and fairly.""",0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0
1.0,66830,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-16 00:00:00,46,"Lost Spectrum Could Be Cable’s Gain; Upsides Could Include Billions in New Revenue, Possible Retrans Shift    ",17,That includes billions of potential dollars from new subscribers and a possible new model for retransmission-consent negotiations that could give multichannel TV providers more leverage.,0,1,1,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,66910,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-16 00:00:00,50,"3 Reasons Why Cable Should Cheer the Marriage; Comcast-NBCU Could Accelerate Authentication, Spur VOD Growth and Boost Cable Stocks    ",35,"Comcast-NBCU would dwarf its nearest competitors — in addition to its 24 million cable subscribers, Philadelphia-based Comcast would add the NBC Television Network, 26 owned-and-operated television stations, Spanish-language network Telemundo, a dozen cable networks (including Bravo, CNBC, Syfy and perennial basic-cable primetime ratings champ USA Network), and a piece of  online venture  Hulu to its current stable of cable networks, which includes E!, Style, The Golf Channel and G4.",0,1,1,17,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0
1.0,67110,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-12 00:00:00,68,WE tv Talks GuySpeak; Network Launches Site to Help Women Understand the Opposite Sex,6,"Digital marketing buys for the site will be on women-centric sites Instyle.com, Match.com and HollywoodLife.com, as well as Facebook. On Monday (Nov. 16), GuySpeak.com will take over the homepage of PerezHilton.com through interactive banner ads and creative elements. The new site will also be supported by WE tv and Wedding Central on-air and  online .",0,1,1,20,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0.0
0.0,67230,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-10 00:00:00,87,Broadband Stimulus: One More Round Of Funding,10,They also want input on how to better target the remaining funds to boost jobs and broadband adoption.,0,1,0,"2,8",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,67270,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-09 00:00:00,94,Networks Not Biting Yet On Apple’s    SVOD  Pitch,24,"To catch the eye of advertising executives, Sportsman Channel’s business development team sent a package to 500 agencies containing ways to channel one’s “inner sportsman” at the workplace.",0,1,1,17,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0
1.0,67310,./htmls/Factiva-20240111-0410.html,2009 November,2009-11-09 00:00:00,97,Cablevision Quietly Preps EBIF Launch,7,"Cablevision Systems has already paddled out with proprietary technology for interactive TV ads, but it's expected to soon get fully on board with the industry's Canoe initiative.",0,1,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,111400,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-30 00:00:00,25,"DIY Updates Premise With This New House'; This Old House' Producer, Host Team With DIY's Amy Matthews on 2010    Series     ",6,"Produced by Bruce Irving, former executive producer of nationally distributed This Old House, the 13-episode program will explore new approaches, developing technologies and materials in residential construction and how they are affecting homeowners' renovation choices and shaping the future of the $272-billion home improvement and homebuilding industries.",0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,111720,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-30 00:00:00,46,Google  Boxes Up TiVo Data; Search Giant to Mix More Metrics Into Ad-Buying Platform,9,"Data is a very important linchpin of the system, and one of our priorities is to expand the size of the data set,” said Mike Steib,  Google 's director of emerging platforms, who oversees the television-advertising business. “We feel very good about the accuracy we have now … but any statistician will tell you, the larger your sample size is, the better your results will be.” Financial terms of the deal weren't disclosed.",0,1,1,20,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
0.0,111800,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-24 00:00:00,61,"Genachowski: American Troops Need High-Speed Broadband; FCC Chairman Discusses Broadband's Importance To Remote Education, Health care, Morale    ",8,Julius Genachowski has added to the Federal Communications Commission's quiver of reasons to aim at high-speed broadband for all Americans: supporting U.S. troops.,0,1,0,"2,8",0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0.0
1.0,111880,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-23 00:00:00,73,"Key To NBCU/Comcast Deal Is What Government, Affiliates Want: Malone; Liberty    Media  Chairman Says Union Appears To Have Been 'Heavily Engineered'    ",12,"""Arithmetically, it is pretty easy,"" he said. ""Slough off the affiliates, get back 100% of the ads. They are all national, which are selling better than local. And you get to program 24/7. You become the most powerful cable network. You eclipse USA.""",0,1,0,"13,20",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0
1.0,111920,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-20 00:00:00,83,<p>Shepard Will Star In Epix's First Pilot</p><p> </p>; Shooting Set To Begin Dec. 3 On 'Tough Trade' In Nashville,2,"San Shepard will star in the first original  series pilot for movie service Epix.The actor (The Right Stuff) and Pulitzer Prize-winning playwright (Buried Child) will appear in Tough Trade, portraying the patriarch of the Tucker family, a three-generation musical dynasty in Nashville, which is on the verge of bankruptcy given its members' tastes for drink, debauchery and divorce.With a creative team led by executive producer and showrunner Jenji Kohan (Weeds), the pilot was written by creator/co-executive producer Chris Offutt (True Blood, Weeds) and will be directed by Gavin Hood (X-Men Origins: Wolverine, Rendition, Tsotsi). Shooting is set to beg Dec. 3 in Nashville. ""Sam Shepard is the ideal actor to star in Tough Trade and we are proud to have him be a part of Epix's first original  series ,"" said Epix president and CEO Mark Greenberg in a statement.",0,1,1,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,111960,./htmls/Factiva-20240111-0409 (4).html,2009 November,2009-11-19 00:00:00,92,"Bright House Wraps Up    Series  Of HD Launches In Indiana; Operator Added 17 HD Services In November, Gearing Up To 100 Networks Next Year    ",3,"As part of a run-up to offering 100 HD channels early in 2010, Bright House rolled out a new HD service each day from Nov. 2 through Nov. 18. The additions cut across services presenting  movies , reality, sports, news, kids, women's, science and news programming in the HD format: AMC HD. Bravo HD, E! HD, ESPNU HD, Fox Sports Indiana HD, CBS College Sports HD, ESPNews HD, Bio.HD, WGN America HD,Turner Classic  Movies HD, Lifetime Movie Network HD,  Disney XD HD, Planet Green HD, We HD, CNBC HD. MSNBC HD and Fox Business HD.",0,1,1,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,308604,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-09 00:00:00,7,Networks Seek Their Cut of Retrans; Cable Operators Say They Can Manage Rising Fees for Broadcast Stations,38,"Leading the pack is Sinclair Broadcast Group, which reported $28 million in retrans revenue in the quarter, a 56% increase over the prior year. LIN TV, which has 27 stations in 17 markets, reported a 28% increase in retrans revenue to $10.4 million in the period.",0,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,308844,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-09 00:00:00,22,"TV Guide Network, TV Land Gain Basic-Cable Rights To 'Curb Your Enthusiasm'; Score Multimedia Rights To All Seven Season Of David's Comedy    Series , Beginning In 2010    ",5,"Shot in a verite style and featuring celebrities playing themselves, the Curb episodes are improvised by the actors from an outline created by David. One of the main story arcs of the current season centers on a Seinfeld ""reunion,"" 11 years after the show ended its run on NBC. Curb Your Enthusiasm was nominated for four Emmys in 2008, including outstanding comedy  series . It won the Golden Globe in the best television  series - musical or comedy category in 2002. In 2003, Robert Weide won a directing Emmy for his work on the  series .""We are excited to bring Curb Your Enthusiasm to TV Land Prime,"" said Larry Jones, president, TV Land, in a  series Curb Your Enthusiasm is one of the most clever, witty and groundbreaking shows on television and we're excited to have it join our roster of top-quality sitcoms. The irreverent way Curb uses characters to illuminate real-life situations fit perfectly with our strategy of delivering programming that is geared to the life stage and attitudes of people in their 40s.""""Acquiring a  series of this caliber truly underscores our commitment to defining TV Guide Network as a destination for some of the best shows on television,"" said Ryan O'Hara, president of TV Guide Network and TVGuide.com. ""Curb Your Enthusiasm is our second major acquisition this year and it will become another key building block in our programming lineup for 2010 and beyond."" The addition of Curb follows TV Guide Network's exclusive basic-cable acquisition of Ugly Betty.",0,1,1,17,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,309084,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-04 00:00:00,62,"Broadcasters To FCC: Digital Age Increasing Competition, Ownership Rules Harmful; Minority Broadcasting Reps Say Consolidation Lowers Ownership    ",13,"He said the cross-ownership ban was an anachronism that worked against that multiplatform model. He advised the FCC to talk to stations, advertisers, and investors to get a sense of how important that multiplatform model is.",0,1,1,11,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,309284,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02 00:00:00,82,Burke Warns: TV Shift Is Coming,19,"Mark Garner, senior vice president of distribution, marketing and business development for  A&E Television Networks , said the industry continues to face a challenge in finding the right business model to offer  content on multiple screens. The current strategy taken by some networks to offer  content free on their Web sites jeopardizes the current affiliate fee-based distribution model with operators that, he says, represents 45% of A&E Networks’ overall revenue.",0,1,0,"15,20",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,309404,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02 00:00:00,96,Delay in Naming Bid Winners; NTIA Will Wait a 'Few More Weeks’ Before Saying Who Gets Broadband Stimulus Funds,18,"The NTIA had been preparing in the next couple of weeks to announce the first winners in what will now be a two-step process of handing out billions in stimulus money for broadband mapping, adoption and service to unserved and underserved areas.",0,1,0,"8,11",0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,309444,./htmls/Factiva-20240111-0410 (1).html,2009 November,2009-11-02 00:00:00,99,"EBIF Landscape, Revisited    ",12,"The word from Comcast: 11 million set-tops will be EBIF-enabled by year-end; loads more next year. Applications will be launched in three categories:  Content -based (a better way of saying “program synchronous”), widget-oriented (meaning not tied to a particular show) and guide extensions.",0,1,1,20,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.0
1.0,47057,./htmls/Factiva-20240111-0409 (1).html,2009-12-01 00:00:00,2009-12-28 00:00:00,92,Watchdog Groups Speak Out Against    Google /AdMob Deal; Send Letter to FTC Opposing Acquisition,7,"""The FTC should conduct the appropriate investigation, block the proposed  Google /AdMob deal, and also address the privacy issues,"" said CDD Executive Director Jeff Chester.",0,1,1,14,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0
1.0,47097,./htmls/Factiva-20240111-0409 (1).html,2009-12-01 00:00:00,2009-12-23 00:00:00,100,Bad Girls Club' Episode is Oxygen's Top Telecast Ever; Fourth Season's Episode 4 Last Night Draws 1.677M Viewers,0,"( Video link here.)The night also marked record-breaking participation on the show's site and on  www.OxygenLive.com , a first-ever live two screen experience for Oxygen's fans. Oxygen.com delivered 1.8 million pageviews and 83,000  video streams, with OxygenLive increasing uniques by 77% and pageviews by 70%. Bad Girls Club also took over four of the top ten trending topics on Twitter last night from 10-11p.m.  At one point during the telecast, ""Bad Girls Club,"" ""Natalie"" and ""Portia"" were #1, #2 and #3 among topics. The Bad Girls Club season four premiere, on Dec. 1, was the  series ' most-watched season premiere ever among A18-49 (611,000), W18-49 (431,000), and total viewers (874,000). The fourth episode improved by 36% among W18-49 (1,112,000 vs. 817,000), by 23% W18-49 (749,000 vs. 607,000), by 26% among W18-34 (572,000 vs. 453,000), and by 47% for total viewers (1,677,000 vs. 1,143,000) over the prior season average. The NBC Universal network is on pace for its highest year ever among key demos. Oxygen is pacing to have 6 consecutive years of growth among A18-49, W18-49 and total viewers. Bad Girls Club returns with all new episodes beginning Tuesday, Jan. 5 .Season four brings seven new self-proclaimed ""bad girls"" together in a mansion in Los Angeles. These women recognize that their outrageous behavior has hindered their relationships, careers and lives. They have issues with anger, trust and control. In a house full of women with similarly explosive personalities, clashes erupt between roommates and housemates over everything from who's on cleaning duty to where they should go out at night.Bad Girls Club is produced by Bunim-Murray Productions.",0,1,0,"17,18",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,96630,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-14 00:00:00,10,"Time Warner Goes Pure Play, Sheds AOL    ",10,"The AOL spin was the last component of the plan to narrow Time Warner focus on its cable programming, movie studio and publishing businesses. In March, the  media giant spun off its Time Warner Cable distribution arm.",0,1,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,96790,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-14 00:00:00,16,Can TiVo Reinvent Itself? DVR Pioneer Needs Help — Fast — From Cable Operators to Survive,42,"Naveen Chopra, TiVo’s vice president of corporate development and strategy, said tension with pay TV operator partners vis-à-vis its retail strategy “is certainly not lost on us.” But he argued that TiVo’s retail play is in fact an advantage for cable operators, because unlike most other broadband-connected set-tops, the TiVo solution is centered around cable TV service.",0,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,96830,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-14 00:00:00,19,Coda,37,"Under the terms of the settlement, the consumers who complained may cancel their FiOS service without an early termination fee. Verizon also has agreed to retain for one year, at its own expense, a consumer-affairs liaison who will assess the company’s compliance with the terms of the settlement and submit quarterly reports to the state.",0,1,1,11,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,96870,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-14 00:00:00,20,AT&T's U-Verse TV Hits 2 Million Subs,10,"We are witnessing the slow end of the wired phone network,” he wrote in a research report last week.",0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,97270,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-07 00:00:00,78,"CBR, VBR and Adaptive    Streaming     ",12,"In that sense, Internet adaptive  streaming of fragments is like VBR for on-demand. Near-VBR, for lack of a better term, because fixed file sizes (2 Mbps, 4 Mbps, 6 Mbps) are still on the scene. You click to play a stream; it’s sent in a way that optimizes quality, depending on available bandwidth.",0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.0
0.0,97350,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-07 00:00:00,84,Doing It for the Kids,12,"These are related concerns. Comcast, and all of cable, wants to be on good terms with the government, to state the obvious. The Obama administration thinks broadband deployment is worth investing in. This plan would be a way for cable to tap into that broadband adoption funding indirectly: the idea is that the government would pay for digital  media literacy training to help parents and school children make safe, sound decisions on using the Internet as a homework and learning aid.",0,1,0,"2,8",0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,97590,./htmls/Factiva-20240111-0409 (3).html,2009-12-01 00:00:00,2009-12-07 00:00:00,97,Comcast Fuels Hope At Indie Networks,10,Industry executives said the pronouncement comes as independent networks struggle to secure significant distribution on Comcast-owned systems.,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,154346,./htmls/Factiva-20240111-0409 (2).html,2009-12-01 00:00:00,2009-12-21 00:00:00,24,Speed Revs Multiyear Renewal With Formula One; Pact Covers    Online  Clip Rights; Four Races Will Air On Fox Broadcasting,4,"""The global Formula One fan base is one of the most passionate in all of motor sports,"" said Speed president Hunter Nickell in a statement. ""In America, fans gather at all hours of the morning -- with races coming in from places like Malaysia, Singapore and Monaco -- to watch Speed and cheer their favorite drivers and constructors. We look forward to continuing and expanding our relationship with these fans, both on air and through SPEEDtv.com.""",0,1,1,17,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.0
1.0,154506,./htmls/Factiva-20240111-0409 (2).html,2009-12-01 00:00:00,2009-12-21 00:00:00,39,Is TV Everywhere’ Anticompetitive?,9,"Added Ammori, “Comcast’s power to manipulate  online video is particularly troubling as the cable behemoth prepares to gobble up NBC Universal.”",0,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,154586,./htmls/Factiva-20240111-0409 (2).html,2009-12-01 00:00:00,2009-12-21 00:00:00,43,"Speeding Innovation On Several Fronts; Comcast Leads On DOCSIS 3.0, Advanced Ads, TV Everywhere    ",46,"Currently, Comcast reaches 34 million DOCSIS 3.0-enabled homes. That means additional radio-frequency channels have been set aside for ultra-fast “wideband” service and needed cable-modem termination systems are in place. The MSO hopes to deploy DOCSIS 3.0 throughout its entire footprint by the end of next year.",0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,154826,./htmls/Factiva-20240111-0409 (2).html,2009-12-01 00:00:00,2009-12-18 00:00:00,54,FCC Sets Next    Media  Ownership Workshop For Jan. 12; Panels Will Focus On Financial Conditions Affecting Broadcasters,6,"The first panel will feature small-market broadcasters or smaller broadcasters in larger markets, as well as lenders. The second will team lenders with larger or larger-market broadcasters.",0,1,1,8,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,10450,./htmls/Factiva-20240111-0415 (3).html,2009 May,2009-05-04 00:00:00,1,"Celtics' Game 7 Win Dunks New Ratings Record For CSN New England; 10.1 Rating In Boston DMA Is Tops In 28 Years, Shattering Game 6 Mark    ",3,The Boston Celtics' Game 7 victory Saturday night over the Chicago Bulls dunked the highest ratings in the 28-year history of the regional sports network and its predecessor in New England.,0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1.0,10650,./htmls/Factiva-20240111-0415 (3).html,2009 May,2009-05-04 00:00:00,19,"Hasbro Deal Under Fire;    Discovery , Toymaker Team to Reformat Kids’ Net    ",22,"Critics, including not-for-profit groups that advocate for children, quickly and strongly denounced the plans, saying government regulators should make the proposed transaction a test case for examining when programs based on products aimed at kids cross the line into prohibited advertising.",0,1,0,"19,20",0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,10730,./htmls/Factiva-20240111-0415 (3).html,2009 May,2009-05-04 00:00:00,24,Content,26,"In a rare sharing of its original  content , HBO will offer its four-part Alzheimer’s Project to various  online video services in an effort to provide greater exposure for the  series .",0,1,1,16,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,25537,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-28 00:00:00,27,TNT Now On Top With NBA's Most-Watched Telecast; Nearly 10.1 Million Witnesses For Game 4 Orlando-Cleveland    Series,3,"NBA fans may or may not get to see Kobe Bryant's Los Angeles Lakers meet LeBron James and the Cleveland Cavaliers in The Finals, but viewers are certainly tuning in to the conference finals.After ESPN set a record for most-viewed NBA playoff game in cable history Monday night, TNT donned the crowd Tuesday with its coverage of Game 4 of the Eastern Conference finals. TNT's telecast of the Orlando Magic's 116-114 overtime win over Cleveland averaged nearly 10.1 million watchers on May 26.",0,1,1,17,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
0.0,25617,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-27 00:00:00,38,"Mediacom Inks Pact With    Video -News Web Site; Operator To Test Distribution Of Newsy.com    Content  Via Cable, Broadband    ",6,Newsy has received economic development incentives from the city of Columbia and tax credits from the Missouri State Department of Economic Development. The company raised $1.1 million in its first round of funding primarily from Missouri-based angel investors.,0,1,1,8,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
1.0,25737,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-21 00:00:00,58,ESPN Kicks It Up A Notch For Champions League Final; Extends Multimedia Coverage For Barcelona-ManU Match From Rome,6,"For the final, ESPNdeportes.com and ESPNsoccernet.com will provide complete highlights and coverage, including previews, recaps and post-game analysis, ""Road to Rome"" photo galleries, exclusive  video highlights and podcasts, columns, blogs and chats with ESPN television commentators and soccer experts and  online polls. In print, a profile about Messi is the cover story for ESPN The Magazine.",0,1,1,18,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0
1.0,25817,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-18 00:00:00,76,"Upfronts 2009: Telemundo Hopes to Ride Ratings, Hispanic Growth; NBCU-Owned Latino Network Adds New Original Primetime Telenovelas    ",20,"The new mun2 tagline is ""You're on,"" and the emphasis is on helping younger viewers connect with both their Latino heritage and their American experience. ""One thing all Hispanics share is the American dream,"" Telemundo COO Jacqueline Hernandez said. Another mun2 meme is ""Querio Mas:"" I want more.",0,1,1,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,25857,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-18 00:00:00,84,Gruden Joins ESPN's 'Monday Night Football' Lineup; Kornheiser Leaves As Net Prepares For Franchise's 40th Season,5,"Gruden, who led the Tampa Bay Buccaneers to Super Bowl XXXVII championship in 2002, joins Mike Tirico and Ron Jaworski in the booth for the franchise's 40th season. Gruden will also contribute analysis throughout the year on ESPN Radio and other platforms, in addition to being a part of ESPN's 2010 Pro Bowl telecast and Super Bowl and NFL Draft coverage.",0,1,1,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,26017,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-18 00:00:00,96,Taking the Bait; Networks Cross Platforms to Lure In More Viewers,51,"With its linear channels firmly in the black, Hallmark is in the process of ramping up its  online investment, Kenin said. The programmer is in the process of negotiating rights for a Web-exclusive comedy  series , he added.",0,1,0,"16,17",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,26137,./htmls/Factiva-20240111-0415 (1).html,2009 May,2009-05-18 00:00:00,100,Content,20,"One year after a brand repositioning, A&E Network will look to hammer home its “real-life  drama ” message with the return of its popular scripted  series The Cleaner , as well as the development of several new scripted  drama shows.",0,1,1,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,129460,./htmls/Factiva-20240111-0415 (2).html,2009 May,2009-05-14 00:00:00,17,FS Detroit Has Ratings Momentum For Game 7 In Motown; Red Wings Playoff Telecasts Up 32% From Last Season,2,"hour).During the 2009 NHL playoffs, FS Detroit has averaged a 12.0 rating in the DMA for seven Red Wings telecasts, a 32% increase from last year's postseason 9.1 average for five telecasts. Tonight, FS Detroit holds regional exclusivity for the decisive seventh game, which faces off at 7 p.m. Versus has the national coverage.",0,1,1,16,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0
0.0,129940,./htmls/Factiva-20240111-0415 (2).html,2009 May,2009-05-07 00:00:00,73,Public Broadcasting Grants Caught In Budget Cuts; $5 Million In Grants For Rural Stations Digital Conversion Could Be Lost,6,"Among the president's proposed $17 billion in budget cuts are $5 million in public broadcasting grants through the USDA. The grants are to support rural stations' conversion to digital, but the White House says they can be cut because the transition is ""now almost complete.""",0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.0
0.0,130020,./htmls/Factiva-20240111-0415 (2).html,2009 May,2009-05-05 00:00:00,90,Cox Rolls DOCSIS 3.0 Into Northern Virginia; 'Ultimate Internet' Package Offers Up 50 Mbps Downstream,7,Cox Communications is expanding its top-speed broadband service -- with up to 50 Mbps downstream -- to residential and business customers in Northern Virginia.,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0.0
1.0,130060,./htmls/Factiva-20240111-0415 (2).html,2009 May,2009-05-04 00:00:00,98,"Jonas' Sounds Solid Start For    Disney  Channel; Music Group's Comedy    Series  Averages 4 Million Viewers, ToppingNick's 'Parents' Movie Head-To-Head    ",0,"In the 8:30 p.m. half-hour, Wishology, Part 2 scored a 6.3 rating and 2.2 million kids 2 to 11, compared with a new installment of the Wizards of Waverly Place for  Disney , which conjured a 5.0 rating and 1.7 million of those viewers. Among kids 6 to 11, Wishology 2 posted a 7.3 rating against the demo, translating into 1.6 million of those watchers, versus a 6.7 rating and 1.4 million for  Disney Channel's Wizards.",0,1,0,"17,19",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1.0,25448,./htmls/Factiva-20240111-0415 (1).html,2009-06-01 00:00:00,2009-06-01 00:00:00,17,Content,38,"The service will also feature a new Sunday-night lineup with Deadwood at 9 p.m., followed by Oz at 10 p.m., replete with show creator Tom Fontana providing first-ever introductions. Ishimoto said the 101 Network has exclusive TV rights (as well as DirecTV on Demand) to all three seasons (36 episodes) of the western and six seasons (56 installments) of the prison show for the next 14 months. (HBO will defer in the summer months.)",0,1,1,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
