index,path,year-month,date,paragraph#,article_title,paragraph,2500Bott,singlebott,bott_list,stage,scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,2500partner,singlepartner,content_production,data_center/storage,Internet_infra,content_distribution,"browsers,_apps_&_smart_devices",advertising,end_users,external_partners,substitutional_partners,length_approx
379933,./htmls/Factiva-20240111-0408.html,2010-03-01 00:00:00,2010-03-01 00:00:00,28,"NTIA Chief: Net Needs a Ref; Government Best Suited to That Role, Says Strickling    ","WASHINGTON -- The Obama Administration's chief communications-policy adviser last week said the government should definitely be involved in sorting out the policy tension between competing Internet interests -- such as the dust-up over network neutrality. In a speech to the  Media Institute here, Assistant Commerce Secretary for Communications and Information Lawrence Strickling, head of the National Telecommunications & Information Administration, said that a hands-off policy was the right approach in the Internet's infancy, but suggested such a regime was more suited to the last century. He also took a shot at the ""broadband ecosystem"" metaphor that Federal Communications Commission officials, including chairman Julius Genachowski, have been using with increasing frequency. ""I answer the question whether the government should be involved with an emphatic 'yes,' "" said Strickling, adding immediately that it does not have to be a heavy-handed regulator.",1,0,0,0.0,0,1,0.0,0,1,1,0.0,1.0,0,0,0,1,1,0,0,1,0,0,0.0,0,1,0,28.0
44176,./htmls/Factiva-20240111-0405 (2).html,2010-05-01 00:00:00,2010-05-24 00:00:00,6,Democrats Take Aim at Title II; Republicans Also Prep Letter; Free Press Annotates Drafts With Their Side,"Both letters suggest the chairman should wait for marching orders from Congress before weighing in, something the Bells and cable ISP's have been arguing for.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,6.0
44576,./htmls/Factiva-20240111-0405 (2).html,2010-05-01 00:00:00,2010-05-17 00:00:00,92,"Roku Climbs Into UFC's Ring; Internet Set-Top Maker Signs Multiyear Deal to Offer Live Events, Archived    Content     ","Ultimate Fighting Championship announced a multiyear deal with Internet set-top maker Roku to feature all major UFC events, starting with UFC 114: Rampage vs. Evans on May 29.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,1.0,1,0,1,1,0,1,0,1,0,1,0.0,0,1,1,92.0
65540,./htmls/Factiva-20240111-0406.html,2010-05-01 00:00:00,2010-05-04 00:00:00,16,"Cable Show 2010: Arris, Clearleap Team on VOD, Ad Delivery; Will Show Integrated System In Los Angeles    ","""Customers are demanding ever more  video programming from their operators and Clearleap brings an innovative  content management system and new Web-based programming service that enables new and fresh programming,"" added Arris vice president and general manager Joe Matarese. ""Working with Clearleap offers our customers more choice and flexibility to address their subscribers' needs.""",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,1,1,1,0,1,1,0,0,0,0.0,0,0,0,76.0
65740,./htmls/Factiva-20240111-0406.html,2010-05-01 00:00:00,2010-05-03 00:00:00,36,"Cable Leads With Speed; Fast Lines Fuel First Quarter, Stock Highs    ",The gains come after several quarters of slower growth in the segment. But analysts who once feared the demise of high-speed Internet are singing a different tune now.,1,1,0,0.0,0,1,0.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0.0,0,0,0,36.0
65980,./htmls/Factiva-20240111-0406.html,2010-05-01 00:00:00,2010-05-01 00:00:00,48,Dish Plans 'TV Everywhere' Web Site This Year; Satellite Operator to Offer Authenticated Access to Premium TV Programming,"Eisen, who is based in Los Angeles, joined Dish Network last fall after serving as president of consulting firm Digital Advisors. Prior to that that, he was a co-founder and executive vice president of CinemaNow, the Internet  video - streaming movie portal.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,48.0
107886,./htmls/Factiva-20240111-0405 (3).html,2010-05-01 00:00:00,2010-05-12 00:00:00,9,"Cable Show 2010: Verizon FiOS To Launch 'TV Everywhere' With Time Warner Inc. Telco Also Working on    Video  Services With Fox News, CBS, MTVN, Others    ","FiOS customers who subscribe to both FiOS TV and FiOS Internet will be able to watch the programs on PCs or laptops -- over any broadband connection. Subscribers will log in using their Verizon  Online user names and passwords, at either  www.verizon.com/fiostvonline or soon-to-be launched TNT and TBS Web sites. Once FiOS customers successfully signs in, they won't need to sign in again for up to 30 days.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,1,1,1,0,0,0,1,0,1,0.0,0,0,0,39.0
108086,./htmls/Factiva-20240111-0405 (3).html,2010-05-01 00:00:00,2010-05-10 00:00:00,36,The 2010 NCTA Vanguard Awards; Vanguard Award for Marketing Maestro of Cable Distribution,"Zagin also is responsible for AETN's new  media and business development for cable, satellite, and telco distributors including:  video on demand , broadband, interactivity, gaming, and mobile distribution.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,0,0,0,1,1,0,0.0,0,0,1,36.0
118184,./htmls/Factiva-20240111-0405 (1).html,2010-05-01 00:00:00,2010-05-26 00:00:00,89,Kohl Wants    Hulu  Divestiture as Part of Any Comcast/NBCU Deal; Chair Of Senate Antitrust Subcommittee Calls For Raft Of Strong Conditions,"Kohl Wants  Hulu Divestiture as Part of Any Comcast/NBCU DealSenator Herb Kohl (D-Wis.), chair of the Senate Judiciary Antitrust Subcommittee, is calling for a raft of strong conditions on any Comcast/NBCU deal, including the divestiture of its stake in  online video site  Hulu within a year and the application of program access rules to  online video .",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.0,0,1,0,89.0
118224,./htmls/Factiva-20240111-0405 (1).html,2010-05-01 00:00:00,2010-05-25 00:00:00,96,"FCC Launches    Media -Ownership Rules Review; NOI Begins Congressionally Mandated Review of Rules Limiting Local Ownership, Cross-Ownership    ","FCC commissioner Robert McDowell, for one, says the Internet has to be factored into the competition equation. ""The Commission has known since at least the time of its 2002 ownership review that the Internet would have a profound effect on the  media landscape, yet for various reasons the agency has been unable to fully adapt its regulations to the new realities,"" McDowell said in a statement. ""This time, I hope, we will get it right. Burdensome rules that have remained essentially intact for more than a decade should not be allowed to continue impeding, or potentially impeding, the ability of broadcasters and newspapers to survive and thrive in the digital era.""",1,0,0,0.0,0,1,0.0,0,1,1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,96.0
72522,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-29 00:00:00,36,NCTA Will Need a Uniter; Cable Lobby’s New Leader to Face Some Thorny Issues,"The new president must also ride herd on large firms whose cable and broadcast interests increasingly come into conflict, including Cox Enterprises and News Corp., as well as Comcast and its soon-to-be affiliate NBC Universal.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.0,0,1,0,36.0
72762,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-15 00:00:00,49,Grappling With Millennial Age,"While the evidence is extremely limited and mostly anecdotal, it is consistent and troubling. As I talk to these young consumers, I hear from some that they’ve cut the cord because they don’t think the value of “basic” cable and a set-top boxjustifies a price of $65 or more every month. That’s meaningful in a starter household and comes on top of the cost of absolute necessities, including a mobile bill of at least $70 and an Internet charge of another $45.",1,0,0,0.0,0,1,0.0,1,0,0,1.0,0.0,0,0,1,1,1,0,0,1,0,0,0.0,0,0,0,49.0
72842,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-15 00:00:00,55,"Disney , Viacom on Upswing; Ad Sales, Pricing Show Gains Over July-September Span    ","He pointed to the Epix premium channel’s distribution deal with  Netflix . He called it a key event, the first time a non-traditional distributor has valued  content at a higher rate than what traditional distributors pay.",1,1,0,0.0,0,1,0.0,0,0,0,0.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,55.0
73162,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-15 00:00:00,63,WHY THE NHL IS SUDDENLY COOL; Rating Draw Comcast-NBCU — and ESPN,"Citing growth domestically and in Europe, Collins sidestepped a query about whether the NHL would unbundle its digital properties from TV rights.",1,0,0,0.0,0,0,0.0,0,0,0,1.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,63.0
73482,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-08 00:00:00,79,Advanced Ads: Message Muscle; Cablevision Is an Early Adopter of Emerging Advertising Platforms,"You have some people who say, ‘Boy, I just want to do traditional advertising,’“ Kline said. “But our advanced ad capabilities are opening doors for us that might have been closed before.”",1,1,0,0.0,0,1,0.0,0,0,0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0,79.0
73562,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-08 00:00:00,80,What Makes Cablevision Run; Iconoclastic MSO Is Firing on All Cylinders — and Taking a Stand on Retrans,"Marangi said that in addition to its operating prowess, Cablevision also has proven programming chops — its Rainbow  Media Holdings grew adjusted operating cash flow at a blistering 25% pace lastyear and continued that momentum in the third quarter.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,80.0
73922,./htmls/Factiva-20240111-0402 (1).html,2010-11-01 00:00:00,2010-11-01 00:00:00,91,WB’s Strategy for Boffo VOD,"ME: It’s a household, so within the household you’re going to have the parents in one room and the broadband connection to the kids room — it’s about maximizing the full service. So Mom and Dad and the kids are watching  movies , but it’s just from a different screen. It’s about taking advantage of the full offering to the family — Mom and Dad want the big screen, Johnny wants the computer, and Debbie wants the handheld. We’re doing broadband deals and linear deals at the same time.",1,0,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,0,0,0,1,0,1,0.0,0,0,0,91.0
184585,./htmls/Factiva-20240111-0402 (2).html,2010-11-01 00:00:00,2010-11-01 00:00:00,2,Wire Story; Cable Bundles Many Services Into One In Three Decades,"Levin was always bullish on technology and he was a big proponent of Time Warner’s $100 million investment in the Full Service Network, launched in Orlando, Fla., in 1994. It demonstrated that many of the products and services being offered today were possible, plausible and popular with consumers. At an International Radio-Television Society Foundation Newsmakers luncheon in 2002, though, he described the FSN project as “the famous Vietnam failure of interactive television in Orlando, where I learned most of what I now know.”",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0.0,0,1,0,89.0
184878,./htmls/Factiva-20240111-0402 (2).html,2010-10-01 00:00:00,2010-10-25 00:00:00,22,Content : Studios to Cable: Push VOD; Executives Urge Distributors to Exploit Their Edge,One way the studios are looking to seize that momentum is through increased promotion of the short VOD windows. Warner’s upcoming multimillion-dollar campaign for Sex and the City 2 prominently mentions both the movie’s availability on DVD and VOD — something that was unthought of the years ago.,1,0,0,0.0,0,1,0.0,0,1,0,0.0,1.0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,0,22.0
185198,./htmls/Factiva-20240111-0402 (2).html,2010-10-01 00:00:00,2010-10-18 00:00:00,42,Rules; GOP Win Could Spell Net Loss for Title IIRepublican-Led House Would Oppose Reclassification,"""If Republicans do win the House, I believe there will be a battle over how the federal government treats broadband access,"" Kelsey said. ""Does broadband represent a private commercial service where consolidation, low adoption and traffic discrimination are discouraged but permitted? Or, does broadband represent an essential economic infrastructure — a universal service — that government has a responsibility to help build and oversee?""",1,1,0,0.0,0,1,0.0,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0.0,0,1,0,42.0
55632,./htmls/Factiva-20240111-0402 (3).html,2010-09-01 00:00:00,2010-09-24 00:00:00,20,Scant' Evidence Of Over-the-Top Cord-Cutting: Analyst; Sanford Bernstein's Moffett Downplays Devices Rise As Death Of Cable,"Drivers for that attention, he said, include TV efforts by Apple and  Google and Sezmi's wrapping-up of another round of financing.",1,1,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,20.0
55872,./htmls/Factiva-20240111-0402 (3).html,2010-09-01 00:00:00,2010-09-20 00:00:00,67,"Leahy Bill Would Boost DOJ Power To Combat    Online  TV, Movie Pirates; MPAA supports the bipartisan legislation, but says it needs strengthening    ","""Domestically, we are concerned that the bill would establish an Internet black list of sites that the Justice Department thinks are ‘pirate' sites but against which it hasn't taken action,"" Siy said in a statement. ""Putting an innocent site on this list could seriously harm the business of legitimate Web site operators. The remedies in the bill for those guilty until they prove themselves innocent are inadequate.""",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,67.0
74262,./htmls/Factiva-20240111-0403 (1).html,2010-09-01 00:00:00,2010-09-01 00:00:00,46,"FCC Seeks Comment On Specialized Services, Mobile Broadband    ","It is not clear whether the call for comment will push back the FCC's timetable on its proposal to reclassify broadband transmissions as a Title II common carrier service, which is essentially an effort to find legally sustainable grounds for the actions it plans to take on network neutrality.",1,1,0,0.0,0,0,0.0,0,0,1,0.0,0.0,0,0,0,1,1,0,0,1,0,0,0.0,0,1,0,21.0
185486,./htmls/Factiva-20240111-0402 (2).html,2010-09-01 00:00:00,2010-09-28 00:00:00,63,"TiVo, Roku Announce    Hulu  Plus Partnership; Channel To Be Available On DVRs,    Streaming  Players For Fee    ","DVR service TiVo and  streaming player Roku have both announced  content partnerships with  Hulu Plus, the new  subscription model  online TV service.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,63.0
218438,./htmls/Factiva-20240111-0403.html,2010-09-01 00:00:00,2010-09-15 00:00:00,15,"Clyburn: Cable Best-Positioned For Broadband    Video  Future; Speaking At NAMIC Conference, FCC Commissioner Says Industry Can Capitalize On Trend Away From TV Sets    ","If over-the-top  video becomes the new standard, she suggested, it would favor networks best equipped to deliver bandwidth-hungry  video . ""Right now,"" she pointed out, ""that would be cable."" She also put in a plug for keeping that  online pipeline open to  content by and for women and minorities.",1,0,0,0.0,0,1,1.0,1,0,0,0.0,0.0,1,1,1,1,0,0,0,1,0,0,0.0,1,0,0,48.0
218758,./htmls/Factiva-20240111-0403.html,2010-09-01 00:00:00,2010-09-09 00:00:00,83,ActiveVideo Demo Rides On    Cisco  VOD; Vendors Show Interactive    Cisco Content  Delivery System,"In the demo, ActiveVideo's CloudTV Platform software will run on  Cisco 's  Content Delivery System (CDS). The system will let users navigate an interactive program guide application on an Apple iPad tablet to select live, time-shifted or VOD  content , and then watch it on TV or directly on their iPad over a Wi-Fi network in a simulated home environment.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,1,0,1,0,0,1,1,0,1,0.0,0,0,0,83.0
193867,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-25 00:00:00,4,2011 Beacon Awards; Recognizing The Best Among Us 1989 – 2011,"Education – Campaigns that enhance students’ educational experience, position the organization as a leader in education and technology, and demonstrate the powerful impact of broadband applications, cable programming and/or new  media in schools.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,1.0,0,1,1,1,0,0,0,1,1,0,0.0,0,0,1,4.0
193987,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-25 00:00:00,9,Edutainment’ In HBCU’s Pitch; College-Themed Network Readies for Soft Launch,"Evans also highlighted the network’s sports  content deals with the four major HBCU conferences — the Mid-Eastern Athletic Conference, Southwestern Athletic Conference, Southern Intercollegiate Athletic Conference and Central Intercollegiate Athletic Association ——particularly in light of the many stand-alone college conference networks currently on the air.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0.0,0,1,1,9.0
194227,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-11 00:00:00,22,WINNING! Why Network-Branded Awards Shows Are Hot,"As we do more and more original programming we’re trying to tap into this well of talent either on a guest star or lead actor basis that look familiar to us, and the awards show helps us with those relationships,” Jones said. Networks are also using the awards shows as vehicles to introduce new or existing shows to viewers. MTV reality  series World ofJenks premiered to a network-record 4.8 million viewers last September, with the VMAs as its lead-in. This June, MTV will launch its much-ballyhooed  series Teen Wolf after its MTV Music Awards to maximize audience.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,1.0,0,0,1,1,0,1,0,0,0,0,0.0,0,1,0,22.0
194547,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-11 00:00:00,40,Hooping It Up in Ratings; March Madness Scores Big With Viewers,"March Madness on Demand scored a 63% jump in visitors to 52 million, and streamed- video viewing grew 17%, to some 13. 7 million hours, 30% of which emanated from new free iPhone and iPad applications.",1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,0,0,0,0,1,0.0,0,0,0,40.0
194707,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-11 00:00:00,49,"VOD Rides the Off-the-Shelf Wave; On-Demand Servers Shift to Commodity Hardware for Cost, Flexibility    ",Proponents feel that COTS-based hardware is driving VOD’s evolution toward highly distributed  content delivery networks.,1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,0.0,0,0,0,49.0
194827,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-11 00:00:00,54,Netflix  Looks for Help on the Hill,"As long as we pay for getting the bits to the regional interchanges of the ISPs’ choosing,” Hastings wrote, “we don’t think ISPs should be able to use their exclusive control of their residential customers to force us to pay them to let in the data their customers desire.”",1,0,0,0.0,0,0,0.0,0,0,1,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0.0,0,1,0,54.0
195067,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-04 00:00:00,71,Cable Expects Wireless Aid From FCC; Industry Pushes for Mobile Data-Roaming Pacts,"American Community Television called for public, education and government channel (PEG) commitments on AT&T’s U-Verse TV service, pointing to a 2008  video showing it was difficult to access PEG channels. AT&T countered with its own  video showing how easy it was. (To watch the dueling videos, visit multichannel.com/April4.)",1,0,0,0.0,0,1,1.0,0,0,0,1.0,0.0,0,1,1,1,0,0,0,0,1,0,0.0,0,1,0,71.0
195147,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-04 00:00:00,76,Turner’s Heller: TV Everywhere Rollout Isn’t Taking Too Long,"Andy Heller, vice chairman of Turner Broadcasting System, defended the progress thus far of “TV Everywhere” — his company’s effort to make programming available to authenticated subscribers  online — against criticism that it is taking too long.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,0,76.0
195187,./htmls/Factiva-20240111-0401 (1).html,2011-04-01 00:00:00,2011-04-04 00:00:00,79,TEMPEST in a Tablet; SPAT OVER IPAD    STREAMING  APPS HINGES ON A QUESTION: WHAT’S A TV?,"Time Warner Cable and Cablevision executives have asserted that their  streaming - video iPad applications are covered under existing TV carriage deals because the apps limit viewing to a subscriber’s home, delivered securely over their own private networks.",1,0,0,0.0,0,0,0.0,0,0,1,1.0,0.0,0,1,0,1,0,0,0,1,1,1,0.0,0,0,0,79.0
142486,./htmls/Factiva-20240111-0400.html,2011-08-01 00:00:00,2011-08-01 00:00:00,2,Through the wire,"Epix staged other The Captains screenings, including one this past weekend at the Intrepid Sea, Air & Space Museum in New York City. Along the way, the channel has offered thousands of fans a two-week free trial of the network  online . Affiliates will use that data for direct marketing of the channel later.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,2.0
259438,./htmls/Factiva-20240111-0359 (3).html,2011-08-01 00:00:00,2011-08-22 00:00:00,55,What Will    Google  Do With Motorola? Internet Goliath Makes $12.5B Bombshell Bid for Vendor,"The deal seems to have shifted dynamics in the industry quite significantly: “Comcast overnight has become a huge customer of  Google , and Comcast has no way out of that in the short run,” the executive said.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,55.0
259878,./htmls/Factiva-20240111-0359 (3).html,2011-08-01 00:00:00,2011-08-08 00:00:00,77,"Albrecht Sets Starz in Alignment; CEO Focused on Making Starz, Encore Shine With Originals    ","MCN: Are you satisfied with the  Netflix experience up to this point? CA: I certainly like the [ Netflix executives] very much — I think they've done an amazing job. It would be very fair to say that the first deal has turned out a lot better for  Netflix than it has for Starz, so going forward in any relationship we need to make sure that we're understanding what the real benefits are for our company and look at the whole picture, and not just whatever the opportunity there might be with  Netflix .",1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0.0,0,0,0,77.0
260038,./htmls/Factiva-20240111-0359 (3).html,2011-08-01 00:00:00,2011-08-01 00:00:00,85,New Use Is an Old Story,"As new technology causes  content and distribution to converge, express contractual rights will once again take center stage for  content owners and cable providers. Both parties win if agreements provide detailed clarity and unambiguous inclusions and exclusions (unless the ambiguity is ultimatelyintended).",1,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,1,0,1,1,1,0,0,1,0,0.0,0,0,0,85.0
260278,./htmls/Factiva-20240111-0359 (3).html,2011-08-01 00:00:00,2011-08-01 00:00:00,96,Tca Summer Press Tour News,"Other original  movies slated for GMC include A Mile In His Shoes, a story about a 17-year-old farm boy with Asperger’s Syndrome and a live fastball who is recruited by a minor-league baseball scout, network officials said.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,96.0
260318,./htmls/Factiva-20240111-0359 (3).html,2011-08-01 00:00:00,2011-08-01 00:00:00,98,BTN Creates Opening for Nebraska; College Net Inks Deals to Broaden Cornhusker State Distribution,"BTN’s schedule could feature two to four Nebraska football games, provided the networkreaches agreements with providers in the state that will give the service comparable distribution levels that it has secured in other states within the conference footprint. By securing those deals, the parties have also gained the rights to proffer authenticated,  streaming service BTN2Go, a live  online simulcast of all BTN linear network programming on the Internet, iPad and iPhone.",1,0,0,0.0,0,0,0.0,1,0,1,0.0,1.0,1,0,1,1,0,1,0,0,1,1,0.0,0,1,1,98.0
190405,./htmls/Factiva-20240111-0359.html,2011-12-01 00:00:00,2011-12-19 00:00:00,16,Year-End Blitz on Retrans; 900-Plus Deals Set to Come Due by Dec. 31,"Other operators are in the same boat — retrans negotiations aren’t usually revealed until they’re completed, reach an impasse or one side feels the need to negotiate in public. So it looks like distributors and programmers alike will be spending another year-end waiting for the next shoe, instead of a lighted ball, to drop. ■",1,1,0,0.0,0,0,0.0,0,0,0,0.0,0.0,1,0,0,1,1,0,0,0,1,0,0.0,0,0,0,16.0
190885,./htmls/Factiva-20240111-0359.html,2011-12-01 00:00:00,2011-12-12 00:00:00,34,"TRANSLATION PLEASE; TVOT 2011: EBIF, orACR?    ","Voilà: The burgeoning in-home landscape of IP end points (tablets, connected TVs) can participate in the landscape of program-synchronous activities, using EBIF for the critical signaling.",1,1,0,0.0,0,0,1.0,0,0,0,0.0,0.0,0,1,0,1,1,0,0,0,0,1,0.0,0,0,0,34.0
190965,./htmls/Factiva-20240111-0359.html,2011-12-01 00:00:00,2011-12-12 00:00:00,38,Microsoft  Talks Up Xbox's TV Game; Game Console Makes Bid as Home-Entertainment Hub With Partners,"Microsoft has other  content partners outside the U.S., including the BBC in the U.K. and Rogers Communications in Canada. It had sold 57.6 million Xbox 360 consoles worldwide as of the end of September 2011, and moved 960,000 units during the week of this past Black Friday. The company has about 35 million Xbox Live members.",1,1,0,0.0,0,0,0.0,0,0,0,1.0,1.0,0,0,0,1,0,0,0,0,1,1,0.0,0,0,0,38.0
191125,./htmls/Factiva-20240111-0359.html,2011-12-01 00:00:00,2011-12-12 00:00:00,48,"In Demand: Sports Will Drive Buys; International, Niche Events Take Programmer's Success Outside the Ring    ","One of the categories that helped us serve the under-served is international sports and that's rich with opportunities. We were happy with the types of coverage we got for these events — whether it is on various websites targeting these sports or social  media sites,” Boccardi said. “For the people who follow this type of  content , it was very important to them, and if it performs very strong within those communities, it's a home run for us.”",1,1,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,1,1,1,0,0,0,0,0.0,0,0,1,48.0
191525,./htmls/Factiva-20240111-0359.html,2011-12-01 00:00:00,2011-12-05 00:00:00,69,"Hispanic TV: Targeting the New General Market’; Language, Cultural Barriers Are Becoming Irrelevant in Marketing to U.S. Latino Segment    ","Still, the AHAA study claims a select group of companies that spends more than 14.2% of budgets on Hispanic  media — which it calls “best-in-class” — have all reported revenue growth after investing consistently against who segroupconti",1,1,0,0.0,0,0,0.0,1,0,0,0.0,1.0,0,0,1,1,1,0,0,0,0,0,0.0,0,1,0,69.0
232070,./htmls/Factiva-20240111-0401 (3).html,2011-02-01 00:00:00,2011-02-14 00:00:00,6,40 Under Forty,"Don Bowman develops Sandvine’s technical vision, including the strategic development, direction and future growth of the Waterloo, Canada-based broadband-equipment provider’s products and solutions. The company’s technology handles policy management, including spam control, usage-based billing, quality of service and peer-to-peer path optimization. Before co-founding Sandvine in 2001, Bowman was director of firmware and manager of software engineering for  media player application creator Midstream, responsible for system architecture. He also served as manager of software engineering in the  Video Networking Business Unit at  Cisco Systems.",1,0,0,0.0,0,0,1.0,0,0,0,1.0,0.0,0,1,0,1,1,0,1,1,0,0,0.0,0,0,0,6.0
232110,./htmls/Factiva-20240111-0401 (3).html,2011-02-01 00:00:00,2011-02-14 00:00:00,6,40 Under Forty,"Under Cameron Clayton’s watchful eye, The Weather Channel’s smartphone application has become the second-most-popular among users, trailing only Facebook in the category. As vice president, product for The Weather Channel, he has also been responsible for making Weather.com a top 20 website. In addition, Clayton and his team are credited with making The Weather Channel a leading  media company in cross-platform usage (TV, Web and mobile), according to Nielsen data.",1,1,0,0.0,0,0,0.0,1,0,0,1.0,0.0,0,0,1,1,1,0,0,0,0,1,0.0,0,0,0,0.0
232910,./htmls/Factiva-20240111-0401 (3).html,2011-02-01 00:00:00,2011-02-07 00:00:00,42,Can Al-Jazeera's CNN Moment Last? Crisis in Egypt Provides Opportunity for News Net's English Service,"To counter the shutdown of the network in Egypt, a live feed of Al-Jazeera English's service still flows to a variety of outlets: Dish Network, DirecTV, Roku box owners and on Dailymotion.com, its own website, youtube.com/Aljazeera and Livestation.com.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,1.0,0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,42.0
325716,./htmls/Factiva-20240111-0401 (2).html,2011-02-01 00:00:00,2011-02-28 00:00:00,77,The Internet Shall Set Them Free; Faith-Based Programmers Preach Virtues of New Distribution    Media,"The service, which uses live  streaming technology via a wireless set-top box, has also inked affiliate agreements with TBN and faith and families network aggregator Olympusat.",1,1,0,0.0,0,0,1.0,0,0,0,0.0,1.0,0,1,0,1,0,1,0,0,1,0,0.0,0,0,1,77.0
326036,./htmls/Factiva-20240111-0401 (2).html,2011-02-01 00:00:00,2011-02-21 00:00:00,87,BEST OF MULTICHANNEL.COM,"The Newborn Channel reaches 3.1 million viewers annually on more than 31,000 screens in more than 1,000 hospitals. This represents 60% of all U.S. births. The Patient Channel provides information to a targeted audience including 20 million patients and caregivers on more than 300,000 screens in more than 1,500 hospitals across the U.S.",1,1,0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,0.0,0,0,1,87.0
326276,./htmls/Factiva-20240111-0401 (2).html,2011-02-01 00:00:00,2011-02-21 00:00:00,97,Will the Government’s Effort to Protect Personal Data Hurt Profits?,"Last October, amidst increased government attention on privacy and in advance of the release of the FTC report, the Digital Advertising Alliance launched a self-regulatory program for behavioral advertising, or ads that rely on Web-user profiles to target potential buyers.",1,0,0,0.0,0,0,0.0,0,0,1,0.0,1.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,97.0
